"weekday","artist","plays"
"0","Air",24
"0","Animal Collective",67
"0","Aqualung",39
"0","Björk",115
"0","Brand New",33
"0","Bush",113
"0","Death Cab For Cutie",27
"0","Interpol",8
"0","Manic Street Preachers",43
"0","Moloko",21
"0","Morrissey",126
"0","Patrick Wolf",52
"0","Pavement",53
"0","Placebo",84
"0","Richard Ashcroft",4
"0","Suede",72
"0","The Smiths",50
"0","The Streets",135
"0","Tori Amos",24
"0","Zero 7",187
"1","Air",71
"1","Animal Collective",37
"1","Aqualung",155
"1","Björk",200
"1","Brand New",32
"1","Bush",33
"1","Death Cab For Cutie",50
"1","Interpol",57
"1","Manic Street Preachers",16
"1","Moloko",20
"1","Morrissey",89
"1","Patrick Wolf",99
"1","Pavement",46
"1","Placebo",42
"1","Richard Ashcroft",21
"1","Suede",79
"1","The Smiths",44
"1","The Streets",122
"1","Tori Amos",27
"1","Zero 7",89
"2","Air",8
"2","Animal Collective",104
"2","Aqualung",131
"2","Björk",105
"2","Brand New",65
"2","Bush",90
"2","Death Cab For Cutie",57
"2","Interpol",96
"2","Manic Street Preachers",32
"2","Moloko",9
"2","Morrissey",92
"2","Patrick Wolf",270
"2","Pavement",29
"2","Placebo",21
"2","Richard Ashcroft",15
"2","Suede",25
"2","The Smiths",121
"2","The Streets",106
"2","Tori Amos",23
"2","Zero 7",84
"3","Air",32
"3","Animal Collective",137
"3","Aqualung",17
"3","Björk",52
"3","Brand New",16
"3","Bush",17
"3","Death Cab For Cutie",137
"3","Interpol",106
"3","Manic Street Preachers",54
"3","Moloko",35
"3","Morrissey",167
"3","Patrick Wolf",91
"3","Pavement",14
"3","Placebo",25
"3","Richard Ashcroft",8
"3","Suede",69
"3","The Smiths",48
"3","The Streets",75
"3","Tori Amos",50
"3","Zero 7",135
"4","Air",89
"4","Animal Collective",99
"4","Aqualung",31
"4","Björk",218
"4","Brand New",8
"4","Bush",45
"4","Death Cab For Cutie",144
"4","Interpol",71
"4","Manic Street Preachers",24
"4","Moloko",1
"4","Morrissey",64
"4","Patrick Wolf",92
"4","Pavement",9
"4","Placebo",36
"4","Richard Ashcroft",47
"4","Suede",45
"4","The Smiths",59
"4","The Streets",107
"4","Tori Amos",37
"4","Zero 7",53
"5","Air",33
"5","Animal Collective",27
"5","Aqualung",36
"5","Björk",139
"5","Brand New",7
"5","Bush",35
"5","Death Cab For Cutie",32
"5","Interpol",21
"5","Manic Street Preachers",20
"5","Moloko",6
"5","Morrissey",61
"5","Patrick Wolf",35
"5","Pavement",2
"5","Placebo",27
"5","Richard Ashcroft",22
"5","Suede",54
"5","The Smiths",21
"5","The Streets",100
"5","Tori Amos",70
"5","Zero 7",121
"6","Air",2
"6","Animal Collective",57
"6","Aqualung",70
"6","Björk",81
"6","Brand New",6
"6","Bush",58
"6","Death Cab For Cutie",153
"6","Interpol",34
"6","Manic Street Preachers",31
"6","Moloko",4
"6","Morrissey",35
"6","Patrick Wolf",55
"6","Pavement",12
"6","Placebo",116
"6","Richard Ashcroft",26
"6","Suede",39
"6","The Smiths",74
"6","The Streets",124
"6","Tori Amos",24
"6","Zero 7",330
