"weekday","artist","plays"
"0","Air",9
"0","Amon Tobin",6
"0","Boards Of Canada",8
"0","Bonobo",9
"0","Everything But The Girl",3
"0","Goldfrapp",1
"0","Hooverphonic",7
"0","Lamb",9
"0","Massive Attack",7
"0","Moby",3
"0","Moloko",6
"0","Morcheeba",12
"0","Nightmares On Wax",7
"0","Portishead",6
"0","Röyksopp",8
"0","Sneaker Pimps",4
"0","St. Germain",1
"0","The Cinematic Orchestra",2
"0","Thievery Corporation",8
"0","Tricky",7
"1","Air",10
"1","Amon Tobin",1
"1","Boards Of Canada",1
"1","Bonobo",4
"1","Everything But The Girl",6
"1","Goldfrapp",3
"1","Hooverphonic",10
"1","Lamb",12
"1","Massive Attack",14
"1","Moby",2
"1","Moloko",6
"1","Morcheeba",12
"1","Nightmares On Wax",3
"1","Portishead",10
"1","Röyksopp",5
"1","Sneaker Pimps",1
"1","St. Germain",4
"1","The Cinematic Orchestra",4
"1","Thievery Corporation",12
"1","Tricky",5
"2","Air",14
"2","Amon Tobin",4
"2","Boards Of Canada",6
"2","Bonobo",6
"2","Everything But The Girl",1
"2","Goldfrapp",2
"2","Hooverphonic",12
"2","Lamb",14
"2","Massive Attack",15
"2","Moby",6
"2","Moloko",14
"2","Morcheeba",12
"2","Nightmares On Wax",4
"2","Portishead",13
"2","Röyksopp",2
"2","Sneaker Pimps",4
"2","St. Germain",5
"2","The Cinematic Orchestra",1
"2","Thievery Corporation",12
"2","Tricky",6
"3","Air",11
"3","Amon Tobin",2
"3","Boards Of Canada",2
"3","Bonobo",2
"3","Everything But The Girl",2
"3","Goldfrapp",7
"3","Hooverphonic",10
"3","Lamb",7
"3","Massive Attack",10
"3","Moby",3
"3","Moloko",7
"3","Morcheeba",10
"3","Nightmares On Wax",5
"3","Portishead",9
"3","Röyksopp",6
"3","Sneaker Pimps",1
"3","St. Germain",1
"3","The Cinematic Orchestra",3
"3","Thievery Corporation",12
"3","Tricky",5
"4","Air",13
"4","Amon Tobin",1
"4","Boards Of Canada",2
"4","Bonobo",3
"4","Everything But The Girl",3
"4","Goldfrapp",3
"4","Hooverphonic",9
"4","Lamb",11
"4","Massive Attack",15
"4","Moby",1
"4","Moloko",7
"4","Morcheeba",12
"4","Nightmares On Wax",4
"4","Portishead",22
"4","Röyksopp",6
"4","Sneaker Pimps",4
"4","St. Germain",1
"4","The Cinematic Orchestra",3
"4","Thievery Corporation",14
"4","Tricky",4
"5","Air",3
"5","Amon Tobin",3
"5","Boards Of Canada",3
"5","Bonobo",1
"5","Everything But The Girl",4
"5","Goldfrapp",2
"5","Hooverphonic",6
"5","Lamb",6
"5","Massive Attack",6
"5","Moby",4
"5","Moloko",5
"5","Morcheeba",5
"5","Nightmares On Wax",3
"5","Portishead",6
"5","Röyksopp",3
"5","Sneaker Pimps",1
"5","St. Germain",1
"5","The Cinematic Orchestra",2
"5","Thievery Corporation",4
"5","Tricky",2
"6","Air",17
"6","Amon Tobin",6
"6","Boards Of Canada",6
"6","Bonobo",8
"6","Everything But The Girl",7
"6","Goldfrapp",2
"6","Hooverphonic",12
"6","Lamb",11
"6","Massive Attack",14
"6","Moby",8
"6","Moloko",8
"6","Morcheeba",8
"6","Nightmares On Wax",6
"6","Portishead",14
"6","Röyksopp",7
"6","Sneaker Pimps",3
"6","St. Germain",6
"6","The Cinematic Orchestra",2
"6","Thievery Corporation",13
"6","Tricky",3
