"weekday","artist","plays"
"0","Alton Ellis",85
"0","Derrick & Patsy",14
"0","Derrick Harriott",11
"0","Derrick Morgan",167
"0","Desmond Dekker",153
"0","Diana Ross & The Supremes",71
"0","Immortal Technique",7
"0","Jimmy Cliff",56
"0","Ken Boothe",104
"0","Laurel Aitken",17
"0","Martha And The Vandellas",38
"0","Pat Kelly",12
"0","Phyllis Dillon",63
"0","Rico & The Rudies",5
"0","The Ethiopians",56
"0","The Gaylads",87
"0","The Heptones",152
"0","The Melodians",38
"0","The Pioneers",180
"0","Toots & The Maytals",27
"1","Alton Ellis",162
"1","Derrick & Patsy",0
"1","Derrick Harriott",9
"1","Derrick Morgan",2
"1","Desmond Dekker",59
"1","Diana Ross & The Supremes",9
"1","Immortal Technique",26
"1","Jimmy Cliff",73
"1","Ken Boothe",54
"1","Laurel Aitken",63
"1","Martha And The Vandellas",53
"1","Pat Kelly",2
"1","Phyllis Dillon",45
"1","Rico & The Rudies",17
"1","The Ethiopians",8
"1","The Gaylads",48
"1","The Heptones",65
"1","The Melodians",50
"1","The Pioneers",73
"1","Toots & The Maytals",43
"2","Alton Ellis",9
"2","Derrick & Patsy",29
"2","Derrick Harriott",7
"2","Derrick Morgan",225
"2","Desmond Dekker",98
"2","Diana Ross & The Supremes",36
"2","Immortal Technique",28
"2","Jimmy Cliff",51
"2","Ken Boothe",59
"2","Laurel Aitken",11
"2","Martha And The Vandellas",53
"2","Pat Kelly",1
"2","Phyllis Dillon",50
"2","Rico & The Rudies",33
"2","The Ethiopians",49
"2","The Gaylads",86
"2","The Heptones",61
"2","The Melodians",105
"2","The Pioneers",94
"2","Toots & The Maytals",47
"3","Alton Ellis",111
"3","Derrick & Patsy",4
"3","Derrick Harriott",10
"3","Derrick Morgan",77
"3","Desmond Dekker",94
"3","Diana Ross & The Supremes",49
"3","Immortal Technique",38
"3","Jimmy Cliff",68
"3","Ken Boothe",44
"3","Laurel Aitken",45
"3","Martha And The Vandellas",75
"3","Pat Kelly",66
"3","Phyllis Dillon",43
"3","Rico & The Rudies",2
"3","The Ethiopians",64
"3","The Gaylads",35
"3","The Heptones",11
"3","The Melodians",77
"3","The Pioneers",63
"3","Toots & The Maytals",109
"4","Alton Ellis",71
"4","Derrick & Patsy",11
"4","Derrick Harriott",4
"4","Derrick Morgan",73
"4","Desmond Dekker",16
"4","Diana Ross & The Supremes",40
"4","Immortal Technique",26
"4","Jimmy Cliff",27
"4","Ken Boothe",39
"4","Laurel Aitken",40
"4","Martha And The Vandellas",61
"4","Pat Kelly",55
"4","Phyllis Dillon",1
"4","Rico & The Rudies",0
"4","The Ethiopians",69
"4","The Gaylads",103
"4","The Heptones",51
"4","The Melodians",54
"4","The Pioneers",87
"4","Toots & The Maytals",23
"5","Alton Ellis",113
"5","Derrick & Patsy",13
"5","Derrick Harriott",7
"5","Derrick Morgan",77
"5","Desmond Dekker",93
"5","Diana Ross & The Supremes",11
"5","Immortal Technique",26
"5","Jimmy Cliff",53
"5","Ken Boothe",32
"5","Laurel Aitken",4
"5","Martha And The Vandellas",77
"5","Pat Kelly",26
"5","Phyllis Dillon",42
"5","Rico & The Rudies",17
"5","The Ethiopians",24
"5","The Gaylads",43
"5","The Heptones",84
"5","The Melodians",33
"5","The Pioneers",134
"5","Toots & The Maytals",54
"6","Alton Ellis",96
"6","Derrick & Patsy",17
"6","Derrick Harriott",14
"6","Derrick Morgan",149
"6","Desmond Dekker",7
"6","Diana Ross & The Supremes",25
"6","Immortal Technique",11
"6","Jimmy Cliff",48
"6","Ken Boothe",56
"6","Laurel Aitken",34
"6","Martha And The Vandellas",84
"6","Pat Kelly",1
"6","Phyllis Dillon",93
"6","Rico & The Rudies",32
"6","The Ethiopians",8
"6","The Gaylads",57
"6","The Heptones",55
"6","The Melodians",34
"6","The Pioneers",131
"6","Toots & The Maytals",129
