"weekday","artist","plays"
"0","Air",34
"0","Au Revoir Simone",232
"0","Bel Canto",35
"0","Club 8",128
"0","Death In Vegas",18
"0","Denali",48
"0","Eisley",159
"0","Endless Blue",22
"0","Esthero",29
"0","Hooverphonic",39
"0","Hungry Lucy",84
"0","Ivy",150
"0","Lamb",19
"0","Mono",68
"0","Poe",23
"0","Saint Etienne",253
"0","Sia",35
"0","T.A.T.U.",84
"0","Télépopmusik",16
"0","The Gathering",125
"1","Air",36
"1","Au Revoir Simone",24
"1","Bel Canto",11
"1","Club 8",8
"1","Death In Vegas",3
"1","Denali",15
"1","Eisley",14
"1","Endless Blue",7
"1","Esthero",12
"1","Hooverphonic",11
"1","Hungry Lucy",5
"1","Ivy",25
"1","Lamb",17
"1","Mono",36
"1","Poe",14
"1","Saint Etienne",145
"1","Sia",9
"1","T.A.T.U.",25
"1","Télépopmusik",15
"1","The Gathering",19
"2","Air",12
"2","Au Revoir Simone",48
"2","Bel Canto",3
"2","Club 8",71
"2","Death In Vegas",2
"2","Denali",14
"2","Eisley",13
"2","Endless Blue",23
"2","Esthero",4
"2","Hooverphonic",32
"2","Hungry Lucy",16
"2","Ivy",51
"2","Lamb",30
"2","Mono",14
"2","Poe",4
"2","Saint Etienne",78
"2","Sia",15
"2","T.A.T.U.",7
"2","Télépopmusik",3
"2","The Gathering",2
"3","Air",20
"3","Au Revoir Simone",70
"3","Bel Canto",35
"3","Club 8",39
"3","Death In Vegas",0
"3","Denali",23
"3","Eisley",6
"3","Endless Blue",9
"3","Esthero",15
"3","Hooverphonic",4
"3","Hungry Lucy",14
"3","Ivy",18
"3","Lamb",9
"3","Mono",1
"3","Poe",9
"3","Saint Etienne",57
"3","Sia",10
"3","T.A.T.U.",14
"3","Télépopmusik",9
"3","The Gathering",5
"4","Air",18
"4","Au Revoir Simone",39
"4","Bel Canto",1
"4","Club 8",4
"4","Death In Vegas",2
"4","Denali",4
"4","Eisley",8
"4","Endless Blue",8
"4","Esthero",6
"4","Hooverphonic",33
"4","Hungry Lucy",21
"4","Ivy",69
"4","Lamb",13
"4","Mono",27
"4","Poe",36
"4","Saint Etienne",33
"4","Sia",6
"4","T.A.T.U.",7
"4","Télépopmusik",4
"4","The Gathering",3
"5","Air",31
"5","Au Revoir Simone",25
"5","Bel Canto",3
"5","Club 8",1
"5","Death In Vegas",6
"5","Denali",14
"5","Eisley",14
"5","Endless Blue",13
"5","Esthero",6
"5","Hooverphonic",11
"5","Hungry Lucy",8
"5","Ivy",67
"5","Lamb",12
"5","Mono",24
"5","Poe",28
"5","Saint Etienne",61
"5","Sia",16
"5","T.A.T.U.",32
"5","Télépopmusik",20
"5","The Gathering",19
"6","Air",24
"6","Au Revoir Simone",140
"6","Bel Canto",36
"6","Club 8",45
"6","Death In Vegas",10
"6","Denali",98
"6","Eisley",114
"6","Endless Blue",20
"6","Esthero",70
"6","Hooverphonic",40
"6","Hungry Lucy",66
"6","Ivy",142
"6","Lamb",43
"6","Mono",67
"6","Poe",23
"6","Saint Etienne",128
"6","Sia",35
"6","T.A.T.U.",87
"6","Télépopmusik",26
"6","The Gathering",57
