"month","artist","plays"
"2005-02","Anberlin",39
"2005-02","Brad Paisley",2
"2005-02","Brand New",82
"2005-02","Death Cab For Cutie",0
"2005-02","Eddie Money",1
"2005-02","Fall Out Boy",41
"2005-02","Gin Blossoms",0
"2005-02","Jack'S Mannequin",14
"2005-02","Jimmy Eat World",43
"2005-02","Motion City Soundtrack",4
"2005-02","New Found Glory",0
"2005-02","Snow Patrol",41
"2005-02","Something Corporate",63
"2005-02","The Academy Is...",9
"2005-02","The Ataris",9
"2005-02","The Cars",13
"2005-02","The Format",15
"2005-02","The Goo Goo Dolls",39
"2005-02","The Starting Line",10
"2005-02","Third Eye Blind",5
"2005-03","Anberlin",27
"2005-03","Brad Paisley",20
"2005-03","Brand New",13
"2005-03","Death Cab For Cutie",1
"2005-03","Eddie Money",13
"2005-03","Fall Out Boy",1
"2005-03","Gin Blossoms",11
"2005-03","Jack'S Mannequin",15
"2005-03","Jimmy Eat World",30
"2005-03","Motion City Soundtrack",7
"2005-03","New Found Glory",3
"2005-03","Snow Patrol",5
"2005-03","Something Corporate",40
"2005-03","The Academy Is...",18
"2005-03","The Ataris",5
"2005-03","The Cars",1
"2005-03","The Format",1
"2005-03","The Goo Goo Dolls",53
"2005-03","The Starting Line",5
"2005-03","Third Eye Blind",7
"2005-04","Anberlin",41
"2005-04","Brad Paisley",2
"2005-04","Brand New",8
"2005-04","Death Cab For Cutie",0
"2005-04","Eddie Money",13
"2005-04","Fall Out Boy",7
"2005-04","Gin Blossoms",7
"2005-04","Jack'S Mannequin",0
"2005-04","Jimmy Eat World",7
"2005-04","Motion City Soundtrack",0
"2005-04","New Found Glory",26
"2005-04","Snow Patrol",0
"2005-04","Something Corporate",65
"2005-04","The Academy Is...",13
"2005-04","The Ataris",3
"2005-04","The Cars",0
"2005-04","The Format",0
"2005-04","The Goo Goo Dolls",20
"2005-04","The Starting Line",0
"2005-04","Third Eye Blind",3
"2005-05","Anberlin",0
"2005-05","Brad Paisley",0
"2005-05","Brand New",0
"2005-05","Death Cab For Cutie",0
"2005-05","Eddie Money",2
"2005-05","Fall Out Boy",1
"2005-05","Gin Blossoms",0
"2005-05","Jack'S Mannequin",0
"2005-05","Jimmy Eat World",1
"2005-05","Motion City Soundtrack",0
"2005-05","New Found Glory",0
"2005-05","Snow Patrol",0
"2005-05","Something Corporate",0
"2005-05","The Academy Is...",0
"2005-05","The Ataris",0
"2005-05","The Cars",4
"2005-05","The Format",0
"2005-05","The Goo Goo Dolls",3
"2005-05","The Starting Line",17
"2005-05","Third Eye Blind",2
"2005-06","Anberlin",0
"2005-06","Brad Paisley",2
"2005-06","Brand New",0
"2005-06","Death Cab For Cutie",0
"2005-06","Eddie Money",0
"2005-06","Fall Out Boy",0
"2005-06","Gin Blossoms",0
"2005-06","Jack'S Mannequin",0
"2005-06","Jimmy Eat World",1
"2005-06","Motion City Soundtrack",0
"2005-06","New Found Glory",0
"2005-06","Snow Patrol",0
"2005-06","Something Corporate",2
"2005-06","The Academy Is...",1
"2005-06","The Ataris",0
"2005-06","The Cars",0
"2005-06","The Format",2
"2005-06","The Goo Goo Dolls",1
"2005-06","The Starting Line",0
"2005-06","Third Eye Blind",0
"2005-07","Anberlin",0
"2005-07","Brad Paisley",0
"2005-07","Brand New",8
"2005-07","Death Cab For Cutie",0
"2005-07","Eddie Money",0
"2005-07","Fall Out Boy",25
"2005-07","Gin Blossoms",6
"2005-07","Jack'S Mannequin",29
"2005-07","Jimmy Eat World",21
"2005-07","Motion City Soundtrack",61
"2005-07","New Found Glory",49
"2005-07","Snow Patrol",1
"2005-07","Something Corporate",78
"2005-07","The Academy Is...",8
"2005-07","The Ataris",21
"2005-07","The Cars",0
"2005-07","The Format",5
"2005-07","The Goo Goo Dolls",31
"2005-07","The Starting Line",1
"2005-07","Third Eye Blind",27
"2005-08","Anberlin",5
