"weekday","artist","plays"
"0","Air",2
"0","Alicia Keys",2
"0","B'Z",3
"0","Ben Folds Five",2
"0","Bright Eyes",0
"0","Chemistry",1
"0","Common",1
"0","Guster",1
"0","Jason Mraz",1
"0","Jimi Hendrix",2
"0","Jimmy Eat World",1
"0","John Mayer",1
"0","Jurassic 5",0
"0","Lauryn Hill",2
"0","Maroon 5",1
"0","Mr.Children",5
"0","Radiohead",2
"0","Talib Kweli",1
"0","Teitur",17
"0","The Beatles",5
"1","Air",7
"1","Alicia Keys",9
"1","B'Z",8
"1","Ben Folds Five",2
"1","Bright Eyes",8
"1","Chemistry",3
"1","Common",66
"1","Guster",8
"1","Jason Mraz",28
"1","Jimi Hendrix",1
"1","Jimmy Eat World",4
"1","John Mayer",32
"1","Jurassic 5",2
"1","Lauryn Hill",2
"1","Maroon 5",3
"1","Mr.Children",61
"1","Radiohead",13
"1","Talib Kweli",14
"1","Teitur",20
"1","The Beatles",15
"2","Air",12
"2","Alicia Keys",2
"2","B'Z",6
"2","Ben Folds Five",5
"2","Bright Eyes",3
"2","Chemistry",7
"2","Common",23
"2","Guster",6
"2","Jason Mraz",15
"2","Jimi Hendrix",2
"2","Jimmy Eat World",6
"2","John Mayer",81
"2","Jurassic 5",7
"2","Lauryn Hill",8
"2","Maroon 5",9
"2","Mr.Children",17
"2","Radiohead",3
"2","Talib Kweli",10
"2","Teitur",65
"2","The Beatles",22
"3","Air",4
"3","Alicia Keys",6
"3","B'Z",9
"3","Ben Folds Five",17
"3","Bright Eyes",5
"3","Chemistry",5
"3","Common",60
"3","Guster",3
"3","Jason Mraz",7
"3","Jimi Hendrix",5
"3","Jimmy Eat World",5
"3","John Mayer",21
"3","Jurassic 5",8
"3","Lauryn Hill",1
"3","Maroon 5",7
"3","Mr.Children",14
"3","Radiohead",6
"3","Talib Kweli",14
"3","Teitur",40
"3","The Beatles",19
"4","Air",3
"4","Alicia Keys",5
"4","B'Z",3
"4","Ben Folds Five",0
"4","Bright Eyes",3
"4","Chemistry",3
"4","Common",13
"4","Guster",3
"4","Jason Mraz",3
"4","Jimi Hendrix",7
"4","Jimmy Eat World",5
"4","John Mayer",6
"4","Jurassic 5",8
"4","Lauryn Hill",1
"4","Maroon 5",3
"4","Mr.Children",8
"4","Radiohead",14
"4","Talib Kweli",5
"4","Teitur",25
"4","The Beatles",5
"5","Air",11
"5","Alicia Keys",3
"5","B'Z",2
"5","Ben Folds Five",2
"5","Bright Eyes",5
"5","Chemistry",3
"5","Common",8
"5","Guster",5
"5","Jason Mraz",3
"5","Jimi Hendrix",3
"5","Jimmy Eat World",2
"5","John Mayer",5
"5","Jurassic 5",5
"5","Lauryn Hill",3
"5","Maroon 5",2
"5","Mr.Children",0
"5","Radiohead",7
"5","Talib Kweli",7
"5","Teitur",1
"5","The Beatles",13
"6","Air",1
"6","Alicia Keys",1
"6","B'Z",2
"6","Ben Folds Five",0
"6","Bright Eyes",0
"6","Chemistry",4
"6","Common",2
"6","Guster",1
"6","Jason Mraz",2
"6","Jimi Hendrix",0
"6","Jimmy Eat World",0
"6","John Mayer",2
"6","Jurassic 5",1
"6","Lauryn Hill",0
"6","Maroon 5",2
"6","Mr.Children",20
"6","Radiohead",1
"6","Talib Kweli",2
"6","Teitur",8
"6","The Beatles",0
