"month","artist","plays"
"2005-04","Ac/Dc",13
"2005-04","Åge Aleksandersen",387
"2005-04","Alannah Myles",1
"2005-04","Bob Dylan",3
"2005-04","Bon Jovi",2
"2005-04","Bruce Springsteen",388
"2005-04","Creedence Clearwater Revisited",0
"2005-04","Dread Zeppelin",1
"2005-04","Edvard Grieg",11
"2005-04","Foreigner",1
"2005-04","Gary Moore",1
"2005-04","Johnny Cash",0
"2005-04","Mcauley-Schenker Group",1
"2005-04","Mr. Big",2
"2005-04","Ozzy Osbourne",1
"2005-04","Return",1
"2005-04","Scorpions",2
"2005-04","Skid Row",1
"2005-04","Ugly Kid Joe",1
"2005-04","Zz Top",1
"2005-05","Ac/Dc",0
"2005-05","Åge Aleksandersen",0
"2005-05","Alannah Myles",3
"2005-05","Bob Dylan",0
"2005-05","Bon Jovi",3
"2005-05","Bruce Springsteen",0
"2005-05","Creedence Clearwater Revisited",0
"2005-05","Dread Zeppelin",3
"2005-05","Edvard Grieg",0
"2005-05","Foreigner",3
"2005-05","Gary Moore",6
"2005-05","Johnny Cash",0
"2005-05","Mcauley-Schenker Group",3
"2005-05","Mr. Big",6
"2005-05","Ozzy Osbourne",3
"2005-05","Return",5
"2005-05","Scorpions",6
"2005-05","Skid Row",3
"2005-05","Ugly Kid Joe",3
"2005-05","Zz Top",3
"2005-06","Ac/Dc",2
"2005-06","Åge Aleksandersen",9
"2005-06","Alannah Myles",2
"2005-06","Bob Dylan",4
"2005-06","Bon Jovi",118
"2005-06","Bruce Springsteen",0
"2005-06","Creedence Clearwater Revisited",1
"2005-06","Dread Zeppelin",2
"2005-06","Edvard Grieg",2
"2005-06","Foreigner",28
"2005-06","Gary Moore",52
"2005-06","Johnny Cash",7
"2005-06","Mcauley-Schenker Group",2
"2005-06","Mr. Big",22
"2005-06","Ozzy Osbourne",2
"2005-06","Return",22
"2005-06","Scorpions",54
"2005-06","Skid Row",54
"2005-06","Ugly Kid Joe",21
"2005-06","Zz Top",22
"2005-07","Ac/Dc",0
"2005-07","Åge Aleksandersen",1
"2005-07","Alannah Myles",38
"2005-07","Bob Dylan",13
"2005-07","Bon Jovi",0
"2005-07","Bruce Springsteen",0
"2005-07","Creedence Clearwater Revisited",3
"2005-07","Dread Zeppelin",37
"2005-07","Edvard Grieg",0
"2005-07","Foreigner",37
"2005-07","Gary Moore",37
"2005-07","Johnny Cash",9
"2005-07","Mcauley-Schenker Group",38
"2005-07","Mr. Big",77
"2005-07","Ozzy Osbourne",37
"2005-07","Return",74
"2005-07","Scorpions",40
"2005-07","Skid Row",39
"2005-07","Ugly Kid Joe",37
"2005-07","Zz Top",37
"2005-08","Ac/Dc",0
"2005-08","Åge Aleksandersen",0
"2005-08","Alannah Myles",4
"2005-08","Bob Dylan",0
"2005-08","Bon Jovi",3
"2005-08","Bruce Springsteen",2
"2005-08","Creedence Clearwater Revisited",0
"2005-08","Dread Zeppelin",4
"2005-08","Edvard Grieg",0
"2005-08","Foreigner",4
"2005-08","Gary Moore",7
"2005-08","Johnny Cash",0
"2005-08","Mcauley-Schenker Group",4
"2005-08","Mr. Big",9
"2005-08","Ozzy Osbourne",4
"2005-08","Return",7
"2005-08","Scorpions",8
"2005-08","Skid Row",7
"2005-08","Ugly Kid Joe",4
"2005-08","Zz Top",4
"2005-09","Ac/Dc",0
"2005-09","Åge Aleksandersen",0
"2005-09","Alannah Myles",0
"2005-09","Bob Dylan",0
"2005-09","Bon Jovi",0
"2005-09","Bruce Springsteen",0
"2005-09","Creedence Clearwater Revisited",0
"2005-09","Dread Zeppelin",0
"2005-09","Edvard Grieg",0
"2005-09","Foreigner",0
"2005-09","Gary Moore",0
"2005-09","Johnny Cash",178
"2005-09","Mcauley-Schenker Group",0
"2005-09","Mr. Big",0
"2005-09","Ozzy Osbourne",0
"2005-09","Return",0
"2005-09","Scorpions",0
"2005-09","Skid Row",0
"2005-09","Ugly Kid Joe",0
"2005-09","Zz Top",0
"2005-10","Ac/Dc",3
"2005-10","Åge Aleksandersen",1
"2005-10","Alannah Myles",0
"2005-10","Bob Dylan",0
"2005-10","Bon Jovi",0
"2005-10","Bruce Springsteen",74
"2005-10","Creedence Clearwater Revisited",2
"2005-10","Dread Zeppelin",0
"2005-10","Edvard Grieg",46
"2005-10","Foreigner",0
"2005-10","Gary Moore",0
"2005-10","Johnny Cash",2
"2005-10","Mcauley-Schenker Group",0
"2005-10","Mr. Big",0
"2005-10","Ozzy Osbourne",0
"2005-10","Return",0
"2005-10","Scorpions",0
"2005-10","Skid Row",0
"2005-10","Ugly Kid Joe",0
"2005-10","Zz Top",0
"2005-11","Ac/Dc",0
"2005-11","Åge Aleksandersen",0
"2005-11","Alannah Myles",0
"2005-11","Bob Dylan",89
"2005-11","Bon Jovi",0
"2005-11","Bruce Springsteen",46
"2005-11","Creedence Clearwater Revisited",0
"2005-11","Dread Zeppelin",0
"2005-11","Edvard Grieg",0
"2005-11","Foreigner",0
"2005-11","Gary Moore",0
"2005-11","Johnny Cash",0
"2005-11","Mcauley-Schenker Group",0
"2005-11","Mr. Big",0
"2005-11","Ozzy Osbourne",0
"2005-11","Return",0
"2005-11","Scorpions",0
"2005-11","Skid Row",0
"2005-11","Ugly Kid Joe",0
"2005-11","Zz Top",0
"2005-12","Ac/Dc",2
"2005-12","Åge Aleksandersen",0
"2005-12","Alannah Myles",0
"2005-12","Bob Dylan",0
"2005-12","Bon Jovi",0
"2005-12","Bruce Springsteen",0
"2005-12","Creedence Clearwater Revisited",1
"2005-12","Dread Zeppelin",0
"2005-12","Edvard Grieg",99
"2005-12","Foreigner",0
"2005-12","Gary Moore",0
"2005-12","Johnny Cash",0
"2005-12","Mcauley-Schenker Group",0
"2005-12","Mr. Big",0
"2005-12","Ozzy Osbourne",0
"2005-12","Return",0
"2005-12","Scorpions",0
"2005-12","Skid Row",0
"2005-12","Ugly Kid Joe",0
"2005-12","Zz Top",0
"2006-01","Ac/Dc",0
"2006-01","Åge Aleksandersen",0
"2006-01","Alannah Myles",0
"2006-01","Bob Dylan",91
"2006-01","Bon Jovi",0
"2006-01","Bruce Springsteen",0
"2006-01","Creedence Clearwater Revisited",0
"2006-01","Dread Zeppelin",0
"2006-01","Edvard Grieg",327
"2006-01","Foreigner",1
"2006-01","Gary Moore",0
"2006-01","Johnny Cash",692
"2006-01","Mcauley-Schenker Group",0
"2006-01","Mr. Big",0
"2006-01","Ozzy Osbourne",0
"2006-01","Return",0
"2006-01","Scorpions",0
"2006-01","Skid Row",0
"2006-01","Ugly Kid Joe",0
"2006-01","Zz Top",1
"2006-02","Ac/Dc",1
"2006-02","Åge Aleksandersen",3
"2006-02","Alannah Myles",0
"2006-02","Bob Dylan",1
"2006-02","Bon Jovi",4
"2006-02","Bruce Springsteen",314
"2006-02","Creedence Clearwater Revisited",0
"2006-02","Dread Zeppelin",4
"2006-02","Edvard Grieg",1
"2006-02","Foreigner",0
"2006-02","Gary Moore",1
"2006-02","Johnny Cash",4
"2006-02","Mcauley-Schenker Group",1
"2006-02","Mr. Big",5
"2006-02","Ozzy Osbourne",5
"2006-02","Return",0
"2006-02","Scorpions",5
"2006-02","Skid Row",1
"2006-02","Ugly Kid Joe",3
"2006-02","Zz Top",1
"2006-03","Ac/Dc",1
"2006-03","Åge Aleksandersen",3
"2006-03","Alannah Myles",0
"2006-03","Bob Dylan",0
"2006-03","Bon Jovi",1
"2006-03","Bruce Springsteen",0
"2006-03","Creedence Clearwater Revisited",2
"2006-03","Dread Zeppelin",0
"2006-03","Edvard Grieg",0
"2006-03","Foreigner",0
"2006-03","Gary Moore",0
"2006-03","Johnny Cash",0
"2006-03","Mcauley-Schenker Group",0
"2006-03","Mr. Big",0
"2006-03","Ozzy Osbourne",0
"2006-03","Return",1
"2006-03","Scorpions",0
"2006-03","Skid Row",0
"2006-03","Ugly Kid Joe",0
"2006-03","Zz Top",0
