"weekday","artist","plays"
"0","A Perfect Circle",7
"0","Ac/Dc",15
"0","Audioslave",28
"0","Black Sabbath",16
"0","Bloc Party",8
"0","Blues Traveler",83
"0","Deus",14
"0","Dire Straits",59
"0","Ensiferum",35
"0","Foo Fighters",20
"0","Franz Ferdinand",16
"0","Millencolin",31
"0","Opeth",66
"0","Porcupine Tree",41
"0","Queens Of The Stone Age",10
"0","Rage Against The Machine",47
"0","Rammstein",3
"0","St. Germain",17
"0","Sum 41",17
"0","Tool",23
"1","A Perfect Circle",7
"1","Ac/Dc",32
"1","Audioslave",30
"1","Black Sabbath",10
"1","Bloc Party",21
"1","Blues Traveler",100
"1","Deus",50
"1","Dire Straits",54
"1","Ensiferum",49
"1","Foo Fighters",22
"1","Franz Ferdinand",2
"1","Millencolin",17
"1","Opeth",61
"1","Porcupine Tree",33
"1","Queens Of The Stone Age",18
"1","Rage Against The Machine",39
"1","Rammstein",26
"1","St. Germain",45
"1","Sum 41",12
"1","Tool",19
"2","A Perfect Circle",15
"2","Ac/Dc",29
"2","Audioslave",19
"2","Black Sabbath",5
"2","Bloc Party",0
"2","Blues Traveler",103
"2","Deus",32
"2","Dire Straits",104
"2","Ensiferum",35
"2","Foo Fighters",28
"2","Franz Ferdinand",2
"2","Millencolin",24
"2","Opeth",71
"2","Porcupine Tree",37
"2","Queens Of The Stone Age",6
"2","Rage Against The Machine",26
"2","Rammstein",21
"2","St. Germain",16
"2","Sum 41",43
"2","Tool",9
"3","A Perfect Circle",11
"3","Ac/Dc",28
"3","Audioslave",22
"3","Black Sabbath",18
"3","Bloc Party",11
"3","Blues Traveler",130
"3","Deus",37
"3","Dire Straits",79
"3","Ensiferum",42
"3","Foo Fighters",14
"3","Franz Ferdinand",11
"3","Millencolin",17
"3","Opeth",82
"3","Porcupine Tree",31
"3","Queens Of The Stone Age",4
"3","Rage Against The Machine",24
"3","Rammstein",16
"3","St. Germain",16
"3","Sum 41",7
"3","Tool",14
"4","A Perfect Circle",7
"4","Ac/Dc",21
"4","Audioslave",34
"4","Black Sabbath",10
"4","Bloc Party",18
"4","Blues Traveler",111
"4","Deus",30
"4","Dire Straits",124
"4","Ensiferum",45
"4","Foo Fighters",24
"4","Franz Ferdinand",18
"4","Millencolin",16
"4","Opeth",78
"4","Porcupine Tree",31
"4","Queens Of The Stone Age",25
"4","Rage Against The Machine",49
"4","Rammstein",17
"4","St. Germain",33
"4","Sum 41",24
"4","Tool",38
"5","A Perfect Circle",24
"5","Ac/Dc",22
"5","Audioslave",21
"5","Black Sabbath",6
"5","Bloc Party",13
"5","Blues Traveler",98
"5","Deus",43
"5","Dire Straits",100
"5","Ensiferum",44
"5","Foo Fighters",20
"5","Franz Ferdinand",23
"5","Millencolin",13
"5","Opeth",50
"5","Porcupine Tree",41
"5","Queens Of The Stone Age",29
"5","Rage Against The Machine",24
"5","Rammstein",11
"5","St. Germain",29
"5","Sum 41",15
"5","Tool",16
"6","A Perfect Circle",5
"6","Ac/Dc",4
"6","Audioslave",16
"6","Black Sabbath",11
"6","Bloc Party",5
"6","Blues Traveler",41
"6","Deus",13
"6","Dire Straits",99
"6","Ensiferum",15
"6","Foo Fighters",10
"6","Franz Ferdinand",9
"6","Millencolin",22
"6","Opeth",39
"6","Porcupine Tree",25
"6","Queens Of The Stone Age",5
"6","Rage Against The Machine",14
"6","Rammstein",14
"6","St. Germain",33
"6","Sum 41",7
"6","Tool",6
