"month","artist","plays"
"2007-02","Anberlin",1
"2007-02","Ashlee Simpson",199
"2007-02","Bayside",1
"2007-02","Britney Spears",0
"2007-02","Cartel",15
"2007-02","Chiodos",10
"2007-02","Coldplay",1
"2007-02","Copeland",19
"2007-02","Diamond Rio",1
"2007-02","Fall Out Boy",14
"2007-02","Halifax",1
"2007-02","Hellogoodbye",1
"2007-02","Hinder",0
"2007-02","Jack'S Mannequin",10
"2007-02","Jimmy Eat World",12
"2007-02","Justin Timberlake",1
"2007-02","Keith Urban",2
"2007-02","Letter Kills",1
"2007-02","Taking Back Sunday",15
"2007-02","Third Eye Blind",3
"2007-03","Anberlin",11
"2007-03","Ashlee Simpson",46
"2007-03","Bayside",12
"2007-03","Britney Spears",7
"2007-03","Cartel",50
"2007-03","Chiodos",17
"2007-03","Coldplay",12
"2007-03","Copeland",44
"2007-03","Diamond Rio",5
"2007-03","Fall Out Boy",41
"2007-03","Halifax",30
"2007-03","Hellogoodbye",48
"2007-03","Hinder",69
"2007-03","Jack'S Mannequin",32
"2007-03","Jimmy Eat World",44
"2007-03","Justin Timberlake",14
"2007-03","Keith Urban",6
"2007-03","Letter Kills",6
"2007-03","Taking Back Sunday",58
"2007-03","Third Eye Blind",11
"2007-04","Anberlin",15
"2007-04","Ashlee Simpson",6
"2007-04","Bayside",12
"2007-04","Britney Spears",4
"2007-04","Cartel",9
"2007-04","Chiodos",2
"2007-04","Coldplay",8
"2007-04","Copeland",67
"2007-04","Diamond Rio",3
"2007-04","Fall Out Boy",34
"2007-04","Halifax",6
"2007-04","Hellogoodbye",11
"2007-04","Hinder",18
"2007-04","Jack'S Mannequin",215
"2007-04","Jimmy Eat World",3
"2007-04","Justin Timberlake",4
"2007-04","Keith Urban",2
"2007-04","Letter Kills",5
"2007-04","Taking Back Sunday",65
"2007-04","Third Eye Blind",218
"2007-05","Anberlin",11
"2007-05","Ashlee Simpson",15
"2007-05","Bayside",17
"2007-05","Britney Spears",3
"2007-05","Cartel",11
"2007-05","Chiodos",13
"2007-05","Coldplay",11
"2007-05","Copeland",28
"2007-05","Diamond Rio",12
"2007-05","Fall Out Boy",226
"2007-05","Halifax",46
"2007-05","Hellogoodbye",38
"2007-05","Hinder",7
"2007-05","Jack'S Mannequin",43
"2007-05","Jimmy Eat World",229
"2007-05","Justin Timberlake",6
"2007-05","Keith Urban",6
"2007-05","Letter Kills",56
"2007-05","Taking Back Sunday",72
"2007-05","Third Eye Blind",124
"2007-06","Anberlin",166
"2007-06","Ashlee Simpson",43
"2007-06","Bayside",24
"2007-06","Britney Spears",3
"2007-06","Cartel",23
"2007-06","Chiodos",26
"2007-06","Coldplay",16
"2007-06","Copeland",64
"2007-06","Diamond Rio",13
"2007-06","Fall Out Boy",54
"2007-06","Halifax",13
"2007-06","Hellogoodbye",24
"2007-06","Hinder",7
"2007-06","Jack'S Mannequin",41
"2007-06","Jimmy Eat World",17
"2007-06","Justin Timberlake",14
"2007-06","Keith Urban",6
"2007-06","Letter Kills",15
"2007-06","Taking Back Sunday",314
"2007-06","Third Eye Blind",91
"2007-07","Anberlin",134
"2007-07","Ashlee Simpson",36
"2007-07","Bayside",35
"2007-07","Britney Spears",1
"2007-07","Cartel",14
"2007-07","Chiodos",18
"2007-07","Coldplay",2
"2007-07","Copeland",20
"2007-07","Diamond Rio",2
"2007-07","Fall Out Boy",26
"2007-07","Halifax",21
"2007-07","Hellogoodbye",16
"2007-07","Hinder",2
"2007-07","Jack'S Mannequin",25
"2007-07","Jimmy Eat World",14
"2007-07","Justin Timberlake",26
"2007-07","Keith Urban",2
"2007-07","Letter Kills",1
"2007-07","Taking Back Sunday",108
"2007-07","Third Eye Blind",74
"2007-08","Anberlin",11
"2007-08","Ashlee Simpson",3
"2007-08","Bayside",11
"2007-08","Britney Spears",1
"2007-08","Cartel",62
"2007-08","Chiodos",33
"2007-08","Coldplay",2
"2007-08","Copeland",12
"2007-08","Diamond Rio",1
"2007-08","Fall Out Boy",15
"2007-08","Halifax",94
"2007-08","Hellogoodbye",41
"2007-08","Hinder",3
"2007-08","Jack'S Mannequin",6
"2007-08","Jimmy Eat World",3
"2007-08","Justin Timberlake",5
"2007-08","Keith Urban",1
"2007-08","Letter Kills",1
"2007-08","Taking Back Sunday",147
"2007-08","Third Eye Blind",5
"2007-09","Anberlin",6
"2007-09","Ashlee Simpson",3
"2007-09","Bayside",5
"2007-09","Britney Spears",5
"2007-09","Cartel",10
"2007-09","Chiodos",7
"2007-09","Coldplay",5
"2007-09","Copeland",34
"2007-09","Diamond Rio",2
"2007-09","Fall Out Boy",9
"2007-09","Halifax",6
"2007-09","Hellogoodbye",6
"2007-09","Hinder",2
"2007-09","Jack'S Mannequin",18
"2007-09","Jimmy Eat World",10
"2007-09","Justin Timberlake",1
"2007-09","Keith Urban",1
"2007-09","Letter Kills",7
"2007-09","Taking Back Sunday",29
"2007-09","Third Eye Blind",34
"2007-10","Anberlin",0
"2007-10","Ashlee Simpson",0
"2007-10","Bayside",0
"2007-10","Britney Spears",0
"2007-10","Cartel",0
"2007-10","Chiodos",0
"2007-10","Coldplay",0
"2007-10","Copeland",0
"2007-10","Diamond Rio",0
