"month","artist","plays"
"2005-10","Arcade Fire",4
"2005-10","Arctic Monkeys",0
"2005-10","Ash",8
"2005-10","Belle And Sebastian",3
"2005-10","Blur",8
"2005-10","Coldplay",10
"2005-10","Embrace",4
"2005-10","Feeder",9
"2005-10","Jon Secada",12
"2005-10","Kaiser Chiefs",7
"2005-10","Keane",13
"2005-10","Madonna",4
"2005-10","Muse",1
"2005-10","Pulp",5
"2005-10","Razorlight",3
"2005-10","Snow Patrol",3
"2005-10","Supergrass",13
"2005-10","The Killers",9
"2005-10","Travis",21
"2005-10","U2",6
"2005-11","Arcade Fire",7
"2005-11","Arctic Monkeys",5
"2005-11","Ash",3
"2005-11","Belle And Sebastian",1
"2005-11","Blur",14
"2005-11","Coldplay",31
"2005-11","Embrace",2
"2005-11","Feeder",12
"2005-11","Jon Secada",48
"2005-11","Kaiser Chiefs",16
"2005-11","Keane",25
"2005-11","Madonna",8
"2005-11","Muse",13
"2005-11","Pulp",7
"2005-11","Razorlight",3
"2005-11","Snow Patrol",11
"2005-11","Supergrass",4
"2005-11","The Killers",8
"2005-11","Travis",34
"2005-11","U2",15
"2005-12","Arcade Fire",38
"2005-12","Arctic Monkeys",25
"2005-12","Ash",34
"2005-12","Belle And Sebastian",0
"2005-12","Blur",72
"2005-12","Coldplay",169
"2005-12","Embrace",35
"2005-12","Feeder",32
"2005-12","Jon Secada",153
"2005-12","Kaiser Chiefs",70
"2005-12","Keane",79
"2005-12","Madonna",40
"2005-12","Muse",23
"2005-12","Pulp",40
"2005-12","Razorlight",43
"2005-12","Snow Patrol",69
"2005-12","Supergrass",58
"2005-12","The Killers",56
"2005-12","Travis",123
"2005-12","U2",76
"2006-01","Arcade Fire",28
"2006-01","Arctic Monkeys",74
"2006-01","Ash",13
"2006-01","Belle And Sebastian",7
"2006-01","Blur",29
"2006-01","Coldplay",110
"2006-01","Embrace",20
"2006-01","Feeder",11
"2006-01","Jon Secada",82
"2006-01","Kaiser Chiefs",60
"2006-01","Keane",41
"2006-01","Madonna",17
"2006-01","Muse",7
"2006-01","Pulp",23
"2006-01","Razorlight",19
"2006-01","Snow Patrol",38
"2006-01","Supergrass",32
"2006-01","The Killers",24
"2006-01","Travis",82
"2006-01","U2",40
"2006-02","Arcade Fire",12
"2006-02","Arctic Monkeys",40
"2006-02","Ash",78
"2006-02","Belle And Sebastian",8
"2006-02","Blur",36
"2006-02","Coldplay",150
"2006-02","Embrace",29
"2006-02","Feeder",29
"2006-02","Jon Secada",128
"2006-02","Kaiser Chiefs",38
"2006-02","Keane",67
"2006-02","Madonna",27
"2006-02","Muse",4
"2006-02","Pulp",11
"2006-02","Razorlight",15
"2006-02","Snow Patrol",52
"2006-02","Supergrass",32
"2006-02","The Killers",20
"2006-02","Travis",175
"2006-02","U2",73
"2006-03","Arcade Fire",15
"2006-03","Arctic Monkeys",28
"2006-03","Ash",25
"2006-03","Belle And Sebastian",10
"2006-03","Blur",36
"2006-03","Coldplay",123
"2006-03","Embrace",32
"2006-03","Feeder",31
"2006-03","Jon Secada",74
"2006-03","Kaiser Chiefs",19
"2006-03","Keane",30
"2006-03","Madonna",23
"2006-03","Muse",3
"2006-03","Pulp",7
"2006-03","Razorlight",18
"2006-03","Snow Patrol",158
"2006-03","Supergrass",34
"2006-03","The Killers",7
"2006-03","Travis",175
"2006-03","U2",47
"2006-04","Arcade Fire",4
"2006-04","Arctic Monkeys",21
"2006-04","Ash",21
"2006-04","Belle And Sebastian",8
"2006-04","Blur",19
"2006-04","Coldplay",58
"2006-04","Embrace",45
"2006-04","Feeder",11
"2006-04","Jon Secada",49
"2006-04","Kaiser Chiefs",23
"2006-04","Keane",64
"2006-04","Madonna",18
"2006-04","Muse",17
"2006-04","Pulp",21
"2006-04","Razorlight",20
"2006-04","Snow Patrol",77
"2006-04","Supergrass",21
"2006-04","The Killers",18
"2006-04","Travis",80
"2006-04","U2",21
"2006-05","Arcade Fire",15
"2006-05","Arctic Monkeys",48
"2006-05","Ash",13
"2006-05","Belle And Sebastian",7
"2006-05","Blur",18
"2006-05","Coldplay",59
"2006-05","Embrace",47
"2006-05","Feeder",22
"2006-05","Jon Secada",51
"2006-05","Kaiser Chiefs",22
"2006-05","Keane",53
"2006-05","Madonna",18
"2006-05","Muse",35
"2006-05","Pulp",13
"2006-05","Razorlight",30
"2006-05","Snow Patrol",95
"2006-05","Supergrass",13
"2006-05","The Killers",12
"2006-05","Travis",98
"2006-05","U2",11
"2006-06","Arcade Fire",10
"2006-06","Arctic Monkeys",14
"2006-06","Ash",17
"2006-06","Belle And Sebastian",10
"2006-06","Blur",23
"2006-06","Coldplay",56
"2006-06","Embrace",42
"2006-06","Feeder",42
"2006-06","Jon Secada",58
"2006-06","Kaiser Chiefs",19
"2006-06","Keane",83
"2006-06","Madonna",18
"2006-06","Muse",14
"2006-06","Pulp",5
"2006-06","Razorlight",25
"2006-06","Snow Patrol",49
"2006-06","Supergrass",15
"2006-06","The Killers",17
"2006-06","Travis",84
"2006-06","U2",20
"2006-07","Arcade Fire",22
"2006-07","Arctic Monkeys",35
"2006-07","Ash",15
"2006-07","Belle And Sebastian",7
"2006-07","Blur",21
"2006-07","Coldplay",108
"2006-07","Embrace",26
"2006-07","Feeder",35
"2006-07","Jon Secada",52
"2006-07","Kaiser Chiefs",25
"2006-07","Keane",59
"2006-07","Madonna",33
"2006-07","Muse",27
"2006-07","Pulp",19
"2006-07","Razorlight",129
"2006-07","Snow Patrol",60
"2006-07","Supergrass",30
"2006-07","The Killers",46
"2006-07","Travis",183
"2006-07","U2",27
"2006-08","Arcade Fire",4
"2006-08","Arctic Monkeys",24
"2006-08","Ash",9
"2006-08","Belle And Sebastian",1
"2006-08","Blur",8
"2006-08","Coldplay",18
"2006-08","Embrace",8
"2006-08","Feeder",17
"2006-08","Jon Secada",13
"2006-08","Kaiser Chiefs",6
"2006-08","Keane",22
"2006-08","Madonna",11
"2006-08","Muse",9
"2006-08","Pulp",19
"2006-08","Razorlight",19
"2006-08","Snow Patrol",37
"2006-08","Supergrass",13
"2006-08","The Killers",8
"2006-08","Travis",42
"2006-08","U2",3
"2006-09","Arcade Fire",13
"2006-09","Arctic Monkeys",26
"2006-09","Ash",13
"2006-09","Belle And Sebastian",2
"2006-09","Blur",15
"2006-09","Coldplay",50
"2006-09","Embrace",12
"2006-09","Feeder",13
"2006-09","Jon Secada",56
"2006-09","Kaiser Chiefs",17
"2006-09","Keane",45
"2006-09","Madonna",9
"2006-09","Muse",20
"2006-09","Pulp",13
"2006-09","Razorlight",45
"2006-09","Snow Patrol",23
"2006-09","Supergrass",14
"2006-09","The Killers",25
"2006-09","Travis",78
"2006-09","U2",11
"2006-10","Arcade Fire",7
"2006-10","Arctic Monkeys",28
"2006-10","Ash",76
"2006-10","Belle And Sebastian",5
"2006-10","Blur",53
"2006-10","Coldplay",70
"2006-10","Embrace",47
"2006-10","Feeder",43
"2006-10","Jon Secada",113
"2006-10","Kaiser Chiefs",28
"2006-10","Keane",74
"2006-10","Madonna",7
"2006-10","Muse",20
"2006-10","Pulp",25
"2006-10","Razorlight",56
"2006-10","Snow Patrol",89
"2006-10","Supergrass",45
"2006-10","The Killers",67
"2006-10","Travis",107
"2006-10","U2",72
"2006-11","Arcade Fire",0
"2006-11","Arctic Monkeys",0
"2006-11","Ash",0
"2006-11","Belle And Sebastian",0
"2006-11","Blur",0
"2006-11","Coldplay",0
"2006-11","Embrace",0
"2006-11","Feeder",0
"2006-11","Jon Secada",0
"2006-11","Kaiser Chiefs",0
"2006-11","Keane",0
"2006-11","Madonna",0
"2006-11","Muse",0
"2006-11","Pulp",0
"2006-11","Razorlight",0
"2006-11","Snow Patrol",0
"2006-11","Supergrass",0
"2006-11","The Killers",0
"2006-11","Travis",0
"2006-11","U2",0
"2006-12","Arcade Fire",0
"2006-12","Arctic Monkeys",0
"2006-12","Ash",0
"2006-12","Belle And Sebastian",0
"2006-12","Blur",0
"2006-12","Coldplay",0
"2006-12","Embrace",0
"2006-12","Feeder",0
"2006-12","Jon Secada",0
"2006-12","Kaiser Chiefs",0
"2006-12","Keane",0
"2006-12","Madonna",0
"2006-12","Muse",0
"2006-12","Pulp",0
"2006-12","Razorlight",0
"2006-12","Snow Patrol",0
"2006-12","Supergrass",0
"2006-12","The Killers",0
"2006-12","Travis",0
"2006-12","U2",0
"2007-01","Arcade Fire",0
"2007-01","Arctic Monkeys",1
"2007-01","Ash",0
"2007-01","Belle And Sebastian",1
"2007-01","Blur",1
"2007-01","Coldplay",1
"2007-01","Embrace",1
"2007-01","Feeder",1
"2007-01","Jon Secada",2
"2007-01","Kaiser Chiefs",1
"2007-01","Keane",2
"2007-01","Madonna",1
"2007-01","Muse",1
"2007-01","Pulp",2
"2007-01","Razorlight",2
"2007-01","Snow Patrol",4
"2007-01","Supergrass",1
"2007-01","The Killers",5
"2007-01","Travis",32
"2007-01","U2",1
"2007-02","Arcade Fire",7
"2007-02","Arctic Monkeys",10
"2007-02","Ash",6
"2007-02","Belle And Sebastian",4
"2007-02","Blur",11
"2007-02","Coldplay",16
