"weekday","artist","plays"
"0","2Pac",0
"0","30 Seconds To Mars",0
"0","Abx / The Hood Internet",0
"0","Ac/Dc",2
"0","Aerosmith",0
"0","Alkaline Trio",0
"0","Aly & Aj",0
"0","Aly & Al",0
"0","Andy Prieboy",0
"0","Anna Ternheim",0
"0","Art Of Noise",0
"0","Avenged Sevenfold",0
"0","Backstreet Boys",2
"0","Barenaked Ladies",0
"0","Béla Fleck And The Flecktones",0
"0","Biffy Clyro",0
"0","Bill Hicks",0
"0","Billy Joel",0
"0","Black Label Society",0
"0","Blind Melon",0
"1","2Pac",0
"1","30 Seconds To Mars",0
"1","Abx / The Hood Internet",0
"1","Ac/Dc",0
"1","Aerosmith",0
"1","Alkaline Trio",1
"1","Aly & Aj",1
"1","Aly & Al",0
"1","Andy Prieboy",0
"1","Anna Ternheim",0
"1","Art Of Noise",0
"1","Avenged Sevenfold",0
"1","Backstreet Boys",0
"1","Barenaked Ladies",0
"1","Béla Fleck And The Flecktones",0
"1","Biffy Clyro",0
"1","Bill Hicks",0
"1","Billy Joel",1
"1","Black Label Society",1
"1","Blind Melon",0
"2","2Pac",0
"2","30 Seconds To Mars",0
"2","Abx / The Hood Internet",1
"2","Ac/Dc",0
"2","Aerosmith",0
"2","Alkaline Trio",0
"2","Aly & Aj",0
"2","Aly & Al",0
"2","Andy Prieboy",0
"2","Anna Ternheim",2
"2","Art Of Noise",0
"2","Avenged Sevenfold",0
"2","Backstreet Boys",0
"2","Barenaked Ladies",0
"2","Béla Fleck And The Flecktones",0
"2","Biffy Clyro",0
"2","Bill Hicks",0
"2","Billy Joel",0
"2","Black Label Society",0
"2","Blind Melon",0
"3","2Pac",0
"3","30 Seconds To Mars",0
"3","Abx / The Hood Internet",0
"3","Ac/Dc",0
"3","Aerosmith",0
"3","Alkaline Trio",0
"3","Aly & Aj",0
"3","Aly & Al",0
"3","Andy Prieboy",0
"3","Anna Ternheim",0
"3","Art Of Noise",0
"3","Avenged Sevenfold",0
"3","Backstreet Boys",0
"3","Barenaked Ladies",1
"3","Béla Fleck And The Flecktones",0
"3","Biffy Clyro",0
"3","Bill Hicks",0
"3","Billy Joel",0
"3","Black Label Society",0
"3","Blind Melon",1
"4","2Pac",0
"4","30 Seconds To Mars",0
"4","Abx / The Hood Internet",0
"4","Ac/Dc",0
"4","Aerosmith",0
"4","Alkaline Trio",0
"4","Aly & Aj",0
"4","Aly & Al",0
"4","Andy Prieboy",0
"4","Anna Ternheim",0
"4","Art Of Noise",0
"4","Avenged Sevenfold",0
"4","Backstreet Boys",0
"4","Barenaked Ladies",0
"4","Béla Fleck And The Flecktones",0
"4","Biffy Clyro",0
"4","Bill Hicks",0
"4","Billy Joel",0
"4","Black Label Society",0
"4","Blind Melon",0
"5","2Pac",0
"5","30 Seconds To Mars",0
"5","Abx / The Hood Internet",0
"5","Ac/Dc",0
"5","Aerosmith",0
"5","Alkaline Trio",0
"5","Aly & Aj",0
"5","Aly & Al",0
"5","Andy Prieboy",1
"5","Anna Ternheim",0
"5","Art Of Noise",0
"5","Avenged Sevenfold",1
"5","Backstreet Boys",0
"5","Barenaked Ladies",0
"5","Béla Fleck And The Flecktones",0
"5","Biffy Clyro",0
"5","Bill Hicks",1
"5","Billy Joel",1
"5","Black Label Society",0
"5","Blind Melon",0
"6","2Pac",1
"6","30 Seconds To Mars",1
"6","Abx / The Hood Internet",0
"6","Ac/Dc",0
"6","Aerosmith",1
"6","Alkaline Trio",0
"6","Aly & Aj",0
"6","Aly & Al",1
"6","Andy Prieboy",0
"6","Anna Ternheim",0
"6","Art Of Noise",1
"6","Avenged Sevenfold",1
"6","Backstreet Boys",0
"6","Barenaked Ladies",0
"6","Béla Fleck And The Flecktones",1
"6","Biffy Clyro",1
"6","Bill Hicks",0
"6","Billy Joel",0
"6","Black Label Society",0
"6","Blind Melon",0
