"weekday","artist","plays"
"0","Be Your Own Pet",15
"0","Beastie Boys",44
"0","Boards Of Canada",25
"0","Dabrye",5
"0","Daedelus",73
"0","Diplo",1
"0","Feist",27
"0","Fink",31
"0","Hot Chip",24
"0","Keep Up!",2
"0","Lcd Soundsystem",19
"0","Madvillain",29
"0","Mirah",8
"0","Pavement",41
"0","Radiohead",0
"0","Regina Spektor",29
"0","Rilo Kiley",0
"0","Sufjan Stevens",12
"0","The Grates",28
"0","Weezer",2
"1","Be Your Own Pet",36
"1","Beastie Boys",40
"1","Boards Of Canada",50
"1","Dabrye",9
"1","Daedelus",75
"1","Diplo",31
"1","Feist",24
"1","Fink",46
"1","Hot Chip",12
"1","Keep Up!",2
"1","Lcd Soundsystem",7
"1","Madvillain",16
"1","Mirah",4
"1","Pavement",5
"1","Radiohead",31
"1","Regina Spektor",23
"1","Rilo Kiley",6
"1","Sufjan Stevens",44
"1","The Grates",69
"1","Weezer",2
"2","Be Your Own Pet",49
"2","Beastie Boys",7
"2","Boards Of Canada",49
"2","Dabrye",16
"2","Daedelus",46
"2","Diplo",8
"2","Feist",51
"2","Fink",63
"2","Hot Chip",13
"2","Keep Up!",10
"2","Lcd Soundsystem",20
"2","Madvillain",10
"2","Mirah",32
"2","Pavement",28
"2","Radiohead",14
"2","Regina Spektor",65
"2","Rilo Kiley",6
"2","Sufjan Stevens",8
"2","The Grates",86
"2","Weezer",32
"3","Be Your Own Pet",67
"3","Beastie Boys",28
"3","Boards Of Canada",52
"3","Dabrye",37
"3","Daedelus",89
"3","Diplo",10
"3","Feist",28
"3","Fink",24
"3","Hot Chip",16
"3","Keep Up!",5
"3","Lcd Soundsystem",15
"3","Madvillain",41
"3","Mirah",37
"3","Pavement",9
"3","Radiohead",31
"3","Regina Spektor",74
"3","Rilo Kiley",14
"3","Sufjan Stevens",18
"3","The Grates",93
"3","Weezer",28
"4","Be Your Own Pet",55
"4","Beastie Boys",12
"4","Boards Of Canada",25
"4","Dabrye",42
"4","Daedelus",46
"4","Diplo",26
"4","Feist",7
"4","Fink",2
"4","Hot Chip",24
"4","Keep Up!",7
"4","Lcd Soundsystem",29
"4","Madvillain",14
"4","Mirah",43
"4","Pavement",39
"4","Radiohead",12
"4","Regina Spektor",57
"4","Rilo Kiley",8
"4","Sufjan Stevens",31
"4","The Grates",17
"4","Weezer",22
"5","Be Your Own Pet",47
"5","Beastie Boys",4
"5","Boards Of Canada",40
"5","Dabrye",2
"5","Daedelus",21
"5","Diplo",13
"5","Feist",12
"5","Fink",11
"5","Hot Chip",21
"5","Keep Up!",6
"5","Lcd Soundsystem",14
"5","Madvillain",34
"5","Mirah",11
"5","Pavement",23
"5","Radiohead",7
"5","Regina Spektor",11
"5","Rilo Kiley",8
"5","Sufjan Stevens",10
"5","The Grates",24
"5","Weezer",3
"6","Be Your Own Pet",7
"6","Beastie Boys",14
"6","Boards Of Canada",5
"6","Dabrye",2
"6","Daedelus",2
"6","Diplo",1
"6","Feist",1
"6","Fink",15
"6","Hot Chip",1
"6","Keep Up!",0
"6","Lcd Soundsystem",7
"6","Madvillain",3
"6","Mirah",4
"6","Pavement",2
"6","Radiohead",0
"6","Regina Spektor",2
"6","Rilo Kiley",1
"6","Sufjan Stevens",22
"6","The Grates",2
"6","Weezer",1
