"weekday","artist","plays"
"0","3 Doors Down",30
"0","Cascada",14
"0","Deepest Blue",7
"0","Funktelligence",14
"0","Gina G",2
"0","Groove Coverage",9
"0","Gwen Stefani",6
"0","Ian Van Dahl",11
"0","Jennifer Lopez",24
"0","Keane",8
"0","Madonna",6
"0","Manson Vs. Princess Superstars",3
"0","Melanie C",4
"0","Real Mccoy",10
"0","Rihanna",5
"0","Shakira",4
"0","Sheryl Crow",35
"0","Simply Red",5
"0","The Killers",15
"0","Uncle Kracker",12
"1","3 Doors Down",54
"1","Cascada",28
"1","Deepest Blue",15
"1","Funktelligence",7
"1","Gina G",5
"1","Groove Coverage",7
"1","Gwen Stefani",20
"1","Ian Van Dahl",24
"1","Jennifer Lopez",13
"1","Keane",2
"1","Madonna",8
"1","Manson Vs. Princess Superstars",9
"1","Melanie C",9
"1","Real Mccoy",7
"1","Rihanna",7
"1","Shakira",11
"1","Sheryl Crow",8
"1","Simply Red",10
"1","The Killers",11
"1","Uncle Kracker",21
"2","3 Doors Down",44
"2","Cascada",8
"2","Deepest Blue",14
"2","Funktelligence",8
"2","Gina G",3
"2","Groove Coverage",18
"2","Gwen Stefani",7
"2","Ian Van Dahl",4
"2","Jennifer Lopez",5
"2","Keane",11
"2","Madonna",5
"2","Manson Vs. Princess Superstars",1
"2","Melanie C",0
"2","Real Mccoy",10
"2","Rihanna",2
"2","Shakira",1
"2","Sheryl Crow",8
"2","Simply Red",1
"2","The Killers",20
"2","Uncle Kracker",8
"3","3 Doors Down",50
"3","Cascada",49
"3","Deepest Blue",15
"3","Funktelligence",14
"3","Gina G",0
"3","Groove Coverage",24
"3","Gwen Stefani",20
"3","Ian Van Dahl",12
"3","Jennifer Lopez",30
"3","Keane",1
"3","Madonna",5
"3","Manson Vs. Princess Superstars",3
"3","Melanie C",3
"3","Real Mccoy",9
"3","Rihanna",4
"3","Shakira",4
"3","Sheryl Crow",13
"3","Simply Red",4
"3","The Killers",10
"3","Uncle Kracker",8
"4","3 Doors Down",65
"4","Cascada",10
"4","Deepest Blue",7
"4","Funktelligence",19
"4","Gina G",2
"4","Groove Coverage",27
"4","Gwen Stefani",6
"4","Ian Van Dahl",21
"4","Jennifer Lopez",5
"4","Keane",6
"4","Madonna",8
"4","Manson Vs. Princess Superstars",1
"4","Melanie C",3
"4","Real Mccoy",14
"4","Rihanna",2
"4","Shakira",7
"4","Sheryl Crow",27
"4","Simply Red",2
"4","The Killers",11
"4","Uncle Kracker",31
"5","3 Doors Down",41
"5","Cascada",20
"5","Deepest Blue",14
"5","Funktelligence",10
"5","Gina G",2
"5","Groove Coverage",28
"5","Gwen Stefani",15
"5","Ian Van Dahl",7
"5","Jennifer Lopez",9
"5","Keane",3
"5","Madonna",24
"5","Manson Vs. Princess Superstars",3
"5","Melanie C",5
"5","Real Mccoy",8
"5","Rihanna",2
"5","Shakira",18
"5","Sheryl Crow",34
"5","Simply Red",2
"5","The Killers",22
"5","Uncle Kracker",15
"6","3 Doors Down",31
"6","Cascada",47
"6","Deepest Blue",25
"6","Funktelligence",38
"6","Gina G",5
"6","Groove Coverage",18
"6","Gwen Stefani",48
"6","Ian Van Dahl",26
"6","Jennifer Lopez",7
"6","Keane",5
"6","Madonna",15
"6","Manson Vs. Princess Superstars",4
"6","Melanie C",7
"6","Real Mccoy",7
"6","Rihanna",6
"6","Shakira",13
"6","Sheryl Crow",38
"6","Simply Red",6
"6","The Killers",40
"6","Uncle Kracker",21
