"user.id","artist","preferred.listening.weekdays","avoided.listening.weekdays","mean.plays","sd.plays","var.plays"
"user_000110","Cool Kids Of Death","Thu","",0.725062258580457,0.252222895392914,0.0636163889603846
"user_000110","The Beatles","Sat","Tue",0.656368684513917,0.501926070973631,0.251929780723027
"user_000110","John Lennon","Tue/Wed","Sat",0.591706318797128,0.367855690696664,0.13531780917792
"user_000110","System Of A Down","Tue","",0.828647447495319,0.368790947806774,0.136006763184219
"user_000110","Coldplay","Tue","",0.773438981037326,0.370917863328769,0.137580061336379
"user_000110","Myslovitz","Tue/Wed","Thu/Fri",0.483026595201061,0.464791350036731,0.216030999068967
"user_000110","Nirvana","","",0.917084128556666,0.307642283365814,0.0946437745145315
"user_000110","Gorillaz","Tue","Sat",0.500840669144067,0.402900710147834,0.162328982237629
"user_000110","Muchy","Fri","",0.652416762649697,0.387589051450823,0.150225272804549
"user_000110","Paul Anka","Fri","",0.594181718931991,0.413300613726826,0.170817397306971
"user_000110","Rage Against The Machine","Sat","",0.781812327740515,0.484903296389069,0.235131206848985
"user_000110","Kazik Staszewski","Wed","",0.550629866324685,0.311063460655994,0.0967604765552831
"user_000110","The Rolling Stones","Sat","",0.792884383289577,0.486213635969225,0.236403699802414
"user_000110","1800S Sea Monster","Mon","Tue",0.51150680333213,0.310202533869834,0.0962256120192655
"user_000110","Black Sabbath","Mon/Tue","",0.648516174505134,0.284957296842238,0.0812006610236353
"user_000110","Galt Macdermot","Mon","Thu",0.397439035298162,0.315681045850962,0.0996545227095574
"user_000110","Dezerter","Mon","",0.214840692378266,0.350898091614601,0.123129470698769
"user_000110","Kazik","Sat","",1.00054071731851,0.446080086095816,0.198987443211251
"user_000110","La Minor","Fri","",0.477643588288633,0.448153927220668,0.200841942483308
"user_000110","Mike Oldfield","","",0.754299762123701,0.269917839677612,0.072855640176229
"user_000110","Radiohead","Tue/Sat","",0.795932074900539,0.54852305945353,0.300877546752261
"user_000110","Kaliber 44","Thu","Sat",0.456871956302711,0.32937855241429,0.108490230790533
"user_000110","My Chemical Romance","Tue/Wed","Mon/Sat",0.42544329205933,0.409325694667248,0.167547524314825
"user_000110","Outkast","Thu","",0.249505168138251,0.402963084508657,0.162379247476731
"user_000110","R.E.M.","Sun","",0.688168495218593,0.365363770455362,0.133490684761359
"user_000110","T.Love","Mon/Tue","Fri",0.454746158448998,0.351634603923732,0.1236468946766
"user_000110","Talking Heads","Wed/Thu/Fri","Sat",0.532655064266721,0.438132462506795,0.191960054702268
"user_000110","Babyshambles","Sat","",0.712320359796612,0.502618231901537,0.252625087039827
"user_000110","Beastie Boys","Wed/Sat","Tue/Fri",0.465442474579064,0.487306246506372,0.237467377884129
"user_000110","Editors","Sun/Wed","Fri",0.538550966999816,0.375783151926014,0.14121297727145
"user_000110","Pink Floyd","Wed","Sun/Fri",0.288181673863685,0.346692134751795,0.120195436298757
"user_000110","Serj Tankian","Sun","",0.873536166663587,0.353347438120247,0.124854412026142
"user_000110","Snow Patrol","","Sat",0.66724612542391,0.468100861947079,0.219118416955598
"user_000110","The Shins","Wed/Fri","",0.499068921648605,0.411734124023768,0.16952498888562
"user_000110","The White Stripes","Mon","Tue",0.348421171904882,0.30936861994547,0.0957089430069644
"user_000110","U2","Thu","Sun",0.593730190618763,0.372150963939601,0.138496339961174
"user_000110","Bee Gees","Thu","Sun/Wed/Sat",0.266962970124779,0.389721422317485,0.151882787013164
"user_000110","Jane'S Addiction","","",0.730035750075693,0.308948217628316,0.0954490011757134
"user_000110","Jimi Hendrix","Mon/Fri","",0.52111713979776,0.300624827634513,0.0903752869902805
"user_000110","Klimt","Sun/Tue/Thu","",0.725135643827913,0.466903660391939,0.217999028087391
"user_000110","Komety","Sun/Sat","Wed",0.514429897342579,0.542166509664932,0.293944524202255
"user_000110","Korn","Wed","Sat",0.545000454870776,0.33227471878485,0.110406488743551
"user_000110","Kult","Sat","",0.928253164574572,0.475178405602411,0.225794517150849
"user_000110","Lacrimosa","Sun","",0.695812493581252,0.470718641045585,0.221576039027803
"user_000110","Marek Grechuta","Sun/Sat","Wed/Thu",0.593091138497099,0.549144129438158,0.301559274896392
"user_000110","Pustki","Thu/Sat","Fri",0.417026067905297,0.397639510916223,0.158117180641693
"user_000110","Queen","Sun/Tue","Wed",0.477474675140486,0.470215089316699,0.221102230221112
"user_000110","Red Hot Chili Peppers","Thu","Fri",0.612710428855359,0.344332189509266,0.118564656732245
"user_000110","The Killers","Sun","",0.62384243610212,0.407550474615551,0.166097389359361
"user_000110","Toots & The Maytals","Mon","",0.627196208261479,0.264584032978409,0.0700047105071198
