"weekday","artist","plays"
"0","Air",13
"0","Arctic Monkeys",44
"0","Athlete",55
"0","Babyshambles",20
"0","Bloc Party",66
"0","Coldplay",1
"0","Get Cape. Wear Cape. Fly",54
"0","Hard-Fi",11
"0","Kasabian",7
"0","Kings Of Leon",0
"0","Klaxons",11
"0","Limp Bizkit",4
"0","Oasis",18
"0","Red Hot Chili Peppers",1
"0","Snow Patrol",0
"0","Stereophonics",1
"0","The Automatic",29
"0","The Kooks",22
"0","The Ordinary Boys",4
"0","The Zutons",15
"1","Air",23
"1","Arctic Monkeys",216
"1","Athlete",8
"1","Babyshambles",8
"1","Bloc Party",86
"1","Coldplay",3
"1","Get Cape. Wear Cape. Fly",106
"1","Hard-Fi",6
"1","Kasabian",20
"1","Kings Of Leon",8
"1","Klaxons",73
"1","Limp Bizkit",6
"1","Oasis",85
"1","Red Hot Chili Peppers",24
"1","Snow Patrol",19
"1","Stereophonics",5
"1","The Automatic",33
"1","The Kooks",11
"1","The Ordinary Boys",36
"1","The Zutons",40
"2","Air",4
"2","Arctic Monkeys",107
"2","Athlete",68
"2","Babyshambles",34
"2","Bloc Party",69
"2","Coldplay",13
"2","Get Cape. Wear Cape. Fly",70
"2","Hard-Fi",36
"2","Kasabian",5
"2","Kings Of Leon",3
"2","Klaxons",66
"2","Limp Bizkit",3
"2","Oasis",72
"2","Red Hot Chili Peppers",19
"2","Snow Patrol",3
"2","Stereophonics",3
"2","The Automatic",72
"2","The Kooks",24
"2","The Ordinary Boys",11
"2","The Zutons",7
"3","Air",4
"3","Arctic Monkeys",119
"3","Athlete",56
"3","Babyshambles",14
"3","Bloc Party",123
"3","Coldplay",7
"3","Get Cape. Wear Cape. Fly",135
"3","Hard-Fi",19
"3","Kasabian",11
"3","Kings Of Leon",0
"3","Klaxons",44
"3","Limp Bizkit",2
"3","Oasis",68
"3","Red Hot Chili Peppers",18
"3","Snow Patrol",8
"3","Stereophonics",4
"3","The Automatic",53
"3","The Kooks",5
"3","The Ordinary Boys",32
"3","The Zutons",6
"4","Air",3
"4","Arctic Monkeys",105
"4","Athlete",51
"4","Babyshambles",6
"4","Bloc Party",71
"4","Coldplay",4
"4","Get Cape. Wear Cape. Fly",87
"4","Hard-Fi",20
"4","Kasabian",20
"4","Kings Of Leon",14
"4","Klaxons",22
"4","Limp Bizkit",1
"4","Oasis",66
"4","Red Hot Chili Peppers",1
"4","Snow Patrol",15
"4","Stereophonics",4
"4","The Automatic",40
"4","The Kooks",46
"4","The Ordinary Boys",37
"4","The Zutons",13
"5","Air",6
"5","Arctic Monkeys",99
"5","Athlete",39
"5","Babyshambles",0
"5","Bloc Party",58
"5","Coldplay",6
"5","Get Cape. Wear Cape. Fly",119
"5","Hard-Fi",0
"5","Kasabian",10
"5","Kings Of Leon",24
"5","Klaxons",19
"5","Limp Bizkit",0
"5","Oasis",23
"5","Red Hot Chili Peppers",3
"5","Snow Patrol",7
"5","Stereophonics",9
"5","The Automatic",20
"5","The Kooks",6
"5","The Ordinary Boys",14
"5","The Zutons",2
"6","Air",8
"6","Arctic Monkeys",95
"6","Athlete",31
"6","Babyshambles",19
"6","Bloc Party",72
"6","Coldplay",6
"6","Get Cape. Wear Cape. Fly",84
"6","Hard-Fi",8
"6","Kasabian",16
"6","Kings Of Leon",22
"6","Klaxons",35
"6","Limp Bizkit",7
"6","Oasis",118
"6","Red Hot Chili Peppers",12
"6","Snow Patrol",11
"6","Stereophonics",24
"6","The Automatic",26
"6","The Kooks",14
"6","The Ordinary Boys",35
"6","The Zutons",4
