"month","artist","plays"
"2005-11","Animal Collective",4
"2005-11","Belle And Sebastian",4
"2005-11","Boards Of Canada",2
"2005-11","Bonnie 'Prince' Billy",0
"2005-11","Boredoms",0
"2005-11","Boris",0
"2005-11","Car Bombs And Allah",0
"2005-11","Casiotone For The Painfully Alone",0
"2005-11","Deerhoof",0
"2005-11","Jackie-O Motherfucker",0
"2005-11","Man Man",0
"2005-11","Modest Mouse",0
"2005-11","Mogwai",1
"2005-11","R.E.M.",0
"2005-11","Shugo Tokumaru",0
"2005-11","Six Organs Of Admittance",0
"2005-11","The Boy Least Likely To",0
"2005-11","The Flaming Lips",0
"2005-11","The Go! Team",0
"2005-11","The Microphones",0
"2005-12","Animal Collective",0
"2005-12","Belle And Sebastian",0
"2005-12","Boards Of Canada",0
"2005-12","Bonnie 'Prince' Billy",0
"2005-12","Boredoms",0
"2005-12","Boris",0
"2005-12","Car Bombs And Allah",0
"2005-12","Casiotone For The Painfully Alone",0
"2005-12","Deerhoof",0
"2005-12","Jackie-O Motherfucker",0
"2005-12","Man Man",0
"2005-12","Modest Mouse",0
"2005-12","Mogwai",0
"2005-12","R.E.M.",0
"2005-12","Shugo Tokumaru",0
"2005-12","Six Organs Of Admittance",0
"2005-12","The Boy Least Likely To",0
"2005-12","The Flaming Lips",0
"2005-12","The Go! Team",0
"2005-12","The Microphones",0
"2006-01","Animal Collective",13
"2006-01","Belle And Sebastian",3
"2006-01","Boards Of Canada",6
"2006-01","Bonnie 'Prince' Billy",0
"2006-01","Boredoms",7
"2006-01","Boris",7
"2006-01","Car Bombs And Allah",0
"2006-01","Casiotone For The Painfully Alone",0
"2006-01","Deerhoof",6
"2006-01","Jackie-O Motherfucker",1
"2006-01","Man Man",0
"2006-01","Modest Mouse",0
"2006-01","Mogwai",0
"2006-01","R.E.M.",3
"2006-01","Shugo Tokumaru",15
"2006-01","Six Organs Of Admittance",3
"2006-01","The Boy Least Likely To",0
"2006-01","The Flaming Lips",10
"2006-01","The Go! Team",0
"2006-01","The Microphones",8
"2006-02","Animal Collective",13
"2006-02","Belle And Sebastian",29
"2006-02","Boards Of Canada",4
"2006-02","Bonnie 'Prince' Billy",0
"2006-02","Boredoms",15
"2006-02","Boris",7
"2006-02","Car Bombs And Allah",1
"2006-02","Casiotone For The Painfully Alone",0
"2006-02","Deerhoof",0
"2006-02","Jackie-O Motherfucker",3
"2006-02","Man Man",1
"2006-02","Modest Mouse",0
"2006-02","Mogwai",0
"2006-02","R.E.M.",14
"2006-02","Shugo Tokumaru",19
"2006-02","Six Organs Of Admittance",0
"2006-02","The Boy Least Likely To",2
"2006-02","The Flaming Lips",8
"2006-02","The Go! Team",3
"2006-02","The Microphones",8
"2006-03","Animal Collective",12
"2006-03","Belle And Sebastian",0
"2006-03","Boards Of Canada",0
"2006-03","Bonnie 'Prince' Billy",11
"2006-03","Boredoms",8
"2006-03","Boris",0
"2006-03","Car Bombs And Allah",5
"2006-03","Casiotone For The Painfully Alone",12
"2006-03","Deerhoof",24
"2006-03","Jackie-O Motherfucker",8
"2006-03","Man Man",15
"2006-03","Modest Mouse",39
"2006-03","Mogwai",22
"2006-03","R.E.M.",1
"2006-03","Shugo Tokumaru",25
"2006-03","Six Organs Of Admittance",8
"2006-03","The Boy Least Likely To",17
"2006-03","The Flaming Lips",21
"2006-03","The Go! Team",1
"2006-03","The Microphones",15
"2006-04","Animal Collective",82
"2006-04","Belle And Sebastian",0
"2006-04","Boards Of Canada",0
"2006-04","Bonnie 'Prince' Billy",33
"2006-04","Boredoms",65
"2006-04","Boris",31
"2006-04","Car Bombs And Allah",12
"2006-04","Casiotone For The Painfully Alone",22
"2006-04","Deerhoof",28
"2006-04","Jackie-O Motherfucker",7
"2006-04","Man Man",12
"2006-04","Modest Mouse",30
"2006-04","Mogwai",28
"2006-04","R.E.M.",0
"2006-04","Shugo Tokumaru",40
"2006-04","Six Organs Of Admittance",11
"2006-04","The Boy Least Likely To",24
"2006-04","The Flaming Lips",23
"2006-04","The Go! Team",12
"2006-04","The Microphones",15
"2006-05","Animal Collective",5
"2006-05","Belle And Sebastian",1
"2006-05","Boards Of Canada",0
"2006-05","Bonnie 'Prince' Billy",11
"2006-05","Boredoms",22
"2006-05","Boris",12
"2006-05","Car Bombs And Allah",5
"2006-05","Casiotone For The Painfully Alone",2
"2006-05","Deerhoof",5
"2006-05","Jackie-O Motherfucker",7
"2006-05","Man Man",12
"2006-05","Modest Mouse",1
"2006-05","Mogwai",3
"2006-05","R.E.M.",1
"2006-05","Shugo Tokumaru",24
"2006-05","Six Organs Of Admittance",8
"2006-05","The Boy Least Likely To",12
"2006-05","The Flaming Lips",5
"2006-05","The Go! Team",1
"2006-05","The Microphones",8
"2006-06","Animal Collective",2
"2006-06","Belle And Sebastian",0
"2006-06","Boards Of Canada",0
"2006-06","Bonnie 'Prince' Billy",0
"2006-06","Boredoms",1
"2006-06","Boris",0
"2006-06","Car Bombs And Allah",0
"2006-06","Casiotone For The Painfully Alone",0
"2006-06","Deerhoof",0
"2006-06","Jackie-O Motherfucker",0
"2006-06","Man Man",0
"2006-06","Modest Mouse",2
"2006-06","Mogwai",0
"2006-06","R.E.M.",0
"2006-06","Shugo Tokumaru",0
"2006-06","Six Organs Of Admittance",0
"2006-06","The Boy Least Likely To",0
"2006-06","The Flaming Lips",0
"2006-06","The Go! Team",0
"2006-06","The Microphones",0
"2006-07","Animal Collective",4
"2006-07","Belle And Sebastian",0
"2006-07","Boards Of Canada",0
"2006-07","Bonnie 'Prince' Billy",2
"2006-07","Boredoms",0
"2006-07","Boris",0
"2006-07","Car Bombs And Allah",0
"2006-07","Casiotone For The Painfully Alone",0
"2006-07","Deerhoof",4
"2006-07","Jackie-O Motherfucker",0
"2006-07","Man Man",0
"2006-07","Modest Mouse",5
"2006-07","Mogwai",2
"2006-07","R.E.M.",0
"2006-07","Shugo Tokumaru",7
"2006-07","Six Organs Of Admittance",0
"2006-07","The Boy Least Likely To",0
"2006-07","The Flaming Lips",3
"2006-07","The Go! Team",0
"2006-07","The Microphones",0
"2006-08","Animal Collective",0
"2006-08","Belle And Sebastian",0
"2006-08","Boards Of Canada",0
"2006-08","Bonnie 'Prince' Billy",0
"2006-08","Boredoms",0
"2006-08","Boris",0
"2006-08","Car Bombs And Allah",0
"2006-08","Casiotone For The Painfully Alone",0
"2006-08","Deerhoof",0
"2006-08","Jackie-O Motherfucker",0
"2006-08","Man Man",0
"2006-08","Modest Mouse",0
"2006-08","Mogwai",0
"2006-08","R.E.M.",0
"2006-08","Shugo Tokumaru",1
"2006-08","Six Organs Of Admittance",0
"2006-08","The Boy Least Likely To",0
"2006-08","The Flaming Lips",0
"2006-08","The Go! Team",0
"2006-08","The Microphones",14
