"weekday","artist","plays"
"0","Aim",0
"0","Asian Dub Foundation",0
"0","Badmarsh & Shri",0
"0","Blasted Mechanism",0
"0","Blockhead",0
"0","Bonobo",0
"0","Buju Banton",0
"0","Dj Krush",0
"0","Dj Shadow",0
"0","Groove Armada",0
"0","Kid Koala",0
"0","Lamb",0
"0","Manu Chao",0
"0","Nitin Sawhney",1
"0","Talvin Singh",0
"0","The Chemical Brothers",0
"0","Thievery Corporation",0
"0","Tricky",0
"0","Unkle",2
"0","Zero 7",1
"1","Aim",3
"1","Asian Dub Foundation",0
"1","Badmarsh & Shri",2
"1","Blasted Mechanism",0
"1","Blockhead",4
"1","Bonobo",1
"1","Buju Banton",0
"1","Dj Krush",6
"1","Dj Shadow",1
"1","Groove Armada",4
"1","Kid Koala",4
"1","Lamb",5
"1","Manu Chao",4
"1","Nitin Sawhney",4
"1","Talvin Singh",3
"1","The Chemical Brothers",1
"1","Thievery Corporation",5
"1","Tricky",1
"1","Unkle",0
"1","Zero 7",5
"2","Aim",1
"2","Asian Dub Foundation",1
"2","Badmarsh & Shri",1
"2","Blasted Mechanism",1
"2","Blockhead",1
"2","Bonobo",2
"2","Buju Banton",0
"2","Dj Krush",1
"2","Dj Shadow",3
"2","Groove Armada",0
"2","Kid Koala",1
"2","Lamb",5
"2","Manu Chao",2
"2","Nitin Sawhney",1
"2","Talvin Singh",1
"2","The Chemical Brothers",0
"2","Thievery Corporation",2
"2","Tricky",6
"2","Unkle",4
"2","Zero 7",2
"3","Aim",0
"3","Asian Dub Foundation",2
"3","Badmarsh & Shri",0
"3","Blasted Mechanism",1
"3","Blockhead",3
"3","Bonobo",4
"3","Buju Banton",4
"3","Dj Krush",6
"3","Dj Shadow",4
"3","Groove Armada",2
"3","Kid Koala",3
"3","Lamb",5
"3","Manu Chao",4
"3","Nitin Sawhney",0
"3","Talvin Singh",0
"3","The Chemical Brothers",1
"3","Thievery Corporation",4
"3","Tricky",2
"3","Unkle",2
"3","Zero 7",2
"4","Aim",1
"4","Asian Dub Foundation",0
"4","Badmarsh & Shri",0
"4","Blasted Mechanism",1
"4","Blockhead",3
"4","Bonobo",2
"4","Buju Banton",0
"4","Dj Krush",3
"4","Dj Shadow",2
"4","Groove Armada",0
"4","Kid Koala",2
"4","Lamb",0
"4","Manu Chao",1
"4","Nitin Sawhney",0
"4","Talvin Singh",1
"4","The Chemical Brothers",1
"4","Thievery Corporation",0
"4","Tricky",0
"4","Unkle",1
"4","Zero 7",0
"5","Aim",1
"5","Asian Dub Foundation",3
"5","Badmarsh & Shri",2
"5","Blasted Mechanism",1
"5","Blockhead",1
"5","Bonobo",2
"5","Buju Banton",2
"5","Dj Krush",2
"5","Dj Shadow",3
"5","Groove Armada",4
"5","Kid Koala",1
"5","Lamb",2
"5","Manu Chao",0
"5","Nitin Sawhney",10
"5","Talvin Singh",7
"5","The Chemical Brothers",2
"5","Thievery Corporation",2
"5","Tricky",1
"5","Unkle",1
"5","Zero 7",3
"6","Aim",1
"6","Asian Dub Foundation",0
"6","Badmarsh & Shri",1
"6","Blasted Mechanism",1
"6","Blockhead",0
"6","Bonobo",0
"6","Buju Banton",1
"6","Dj Krush",0
"6","Dj Shadow",0
"6","Groove Armada",2
"6","Kid Koala",2
"6","Lamb",0
"6","Manu Chao",0
"6","Nitin Sawhney",0
"6","Talvin Singh",1
"6","The Chemical Brothers",2
"6","Thievery Corporation",0
"6","Tricky",1
"6","Unkle",0
"6","Zero 7",0
