"weekday","artist","plays"
"0","Aerosmith",1
"0","Alanis Morissette",2
"0","At Vance",1
"0","Blackmore'S Night",72
"0","Chris Isaak",25
"0","David Bowie",4
"0","Elvis Presley",14
"0","Ennio Morricone",3
"0","Frédéric Chopin",590
"0","Guns N' Roses",4
"0","Hans Zimmer",4
"0","Leonard Cohen",1
"0","Louis Armstrong",2
"0","Manowar",4
"0","R.E.M.",30
"0","Soundtrack",7
"0","The Divine Comedy",5
"0","The Rolling Stones",12
"0","Tom Waits",0
"0","Uriah Heep",0
"1","Aerosmith",7
"1","Alanis Morissette",1
"1","At Vance",2
"1","Blackmore'S Night",302
"1","Chris Isaak",24
"1","David Bowie",11
"1","Elvis Presley",21
"1","Ennio Morricone",2
"1","Frédéric Chopin",811
"1","Guns N' Roses",3
"1","Hans Zimmer",4
"1","Leonard Cohen",3
"1","Louis Armstrong",3
"1","Manowar",14
"1","R.E.M.",7
"1","Soundtrack",109
"1","The Divine Comedy",45
"1","The Rolling Stones",21
"1","Tom Waits",2
"1","Uriah Heep",5
"2","Aerosmith",9
"2","Alanis Morissette",11
"2","At Vance",14
"2","Blackmore'S Night",52
"2","Chris Isaak",20
"2","David Bowie",3
"2","Elvis Presley",49
"2","Ennio Morricone",140
"2","Frédéric Chopin",808
"2","Guns N' Roses",20
"2","Hans Zimmer",11
"2","Leonard Cohen",8
"2","Louis Armstrong",10
"2","Manowar",3
"2","R.E.M.",8
"2","Soundtrack",166
"2","The Divine Comedy",4
"2","The Rolling Stones",5
"2","Tom Waits",14
"2","Uriah Heep",14
"3","Aerosmith",2
"3","Alanis Morissette",25
"3","At Vance",6
"3","Blackmore'S Night",87
"3","Chris Isaak",9
"3","David Bowie",15
"3","Elvis Presley",7
"3","Ennio Morricone",7
"3","Frédéric Chopin",513
"3","Guns N' Roses",4
"3","Hans Zimmer",6
"3","Leonard Cohen",1
"3","Louis Armstrong",3
"3","Manowar",54
"3","R.E.M.",5
"3","Soundtrack",20
"3","The Divine Comedy",81
"3","The Rolling Stones",3
"3","Tom Waits",1
"3","Uriah Heep",16
"4","Aerosmith",65
"4","Alanis Morissette",7
"4","At Vance",8
"4","Blackmore'S Night",414
"4","Chris Isaak",13
"4","David Bowie",4
"4","Elvis Presley",11
"4","Ennio Morricone",4
"4","Frédéric Chopin",581
"4","Guns N' Roses",2
"4","Hans Zimmer",0
"4","Leonard Cohen",2
"4","Louis Armstrong",7
"4","Manowar",37
"4","R.E.M.",28
"4","Soundtrack",7
"4","The Divine Comedy",3
"4","The Rolling Stones",1
"4","Tom Waits",11
"4","Uriah Heep",3
"5","Aerosmith",0
"5","Alanis Morissette",19
"5","At Vance",4
"5","Blackmore'S Night",165
"5","Chris Isaak",3
"5","David Bowie",7
"5","Elvis Presley",13
"5","Ennio Morricone",0
"5","Frédéric Chopin",675
"5","Guns N' Roses",7
"5","Hans Zimmer",2
"5","Leonard Cohen",2
"5","Louis Armstrong",7
"5","Manowar",2
"5","R.E.M.",2
"5","Soundtrack",54
"5","The Divine Comedy",11
"5","The Rolling Stones",5
"5","Tom Waits",2
"5","Uriah Heep",2
"6","Aerosmith",8
"6","Alanis Morissette",6
"6","At Vance",7
"6","Blackmore'S Night",3
"6","Chris Isaak",4
"6","David Bowie",23
"6","Elvis Presley",6
"6","Ennio Morricone",0
"6","Frédéric Chopin",579
"6","Guns N' Roses",8
"6","Hans Zimmer",4
"6","Leonard Cohen",0
"6","Louis Armstrong",0
"6","Manowar",1
"6","R.E.M.",1
"6","Soundtrack",4
"6","The Divine Comedy",9
"6","The Rolling Stones",5
"6","Tom Waits",2
"6","Uriah Heep",3
