"weekday","artist","plays"
"0","Almôra",75
"0","Anathema",12
"0","Anima",8
"0","Aslı",30
"0","Blackmore'S Night",32
"0","Blind Guardian",47
"0","Coldplay",51
"0","Dread Zeppelin",3
"0","Gregorian",49
"0","Guns N' Roses",14
"0","Joan Jett And The Blackhearts",14
"0","Manga",16
"0","Manowar",18
"0","Nightwish",9
"0","Pamela",12
"0","Pete Yorn",3
"0","Pink Floyd",3
"0","Queen",60
"0","Şebnem Ferah",25
"0","The Dandy Warhols",70
"1","Almôra",30
"1","Anathema",32
"1","Anima",14
"1","Aslı",25
"1","Blackmore'S Night",10
"1","Blind Guardian",54
"1","Coldplay",2
"1","Dread Zeppelin",12
"1","Gregorian",39
"1","Guns N' Roses",39
"1","Joan Jett And The Blackhearts",19
"1","Manga",23
"1","Manowar",22
"1","Nightwish",1
"1","Pamela",1
"1","Pete Yorn",1
"1","Pink Floyd",12
"1","Queen",26
"1","Şebnem Ferah",7
"1","The Dandy Warhols",18
"2","Almôra",12
"2","Anathema",22
"2","Anima",28
"2","Aslı",33
"2","Blackmore'S Night",34
"2","Blind Guardian",14
"2","Coldplay",8
"2","Dread Zeppelin",6
"2","Gregorian",21
"2","Guns N' Roses",11
"2","Joan Jett And The Blackhearts",13
"2","Manga",26
"2","Manowar",1
"2","Nightwish",31
"2","Pamela",57
"2","Pete Yorn",35
"2","Pink Floyd",77
"2","Queen",3
"2","Şebnem Ferah",28
"2","The Dandy Warhols",35
"3","Almôra",59
"3","Anathema",43
"3","Anima",22
"3","Aslı",8
"3","Blackmore'S Night",64
"3","Blind Guardian",58
"3","Coldplay",14
"3","Dread Zeppelin",14
"3","Gregorian",33
"3","Guns N' Roses",6
"3","Joan Jett And The Blackhearts",26
"3","Manga",0
"3","Manowar",7
"3","Nightwish",27
"3","Pamela",27
"3","Pete Yorn",29
"3","Pink Floyd",41
"3","Queen",31
"3","Şebnem Ferah",49
"3","The Dandy Warhols",18
"4","Almôra",45
"4","Anathema",21
"4","Anima",15
"4","Aslı",52
"4","Blackmore'S Night",32
"4","Blind Guardian",30
"4","Coldplay",8
"4","Dread Zeppelin",5
"4","Gregorian",15
"4","Guns N' Roses",8
"4","Joan Jett And The Blackhearts",2
"4","Manga",31
"4","Manowar",32
"4","Nightwish",1
"4","Pamela",29
"4","Pete Yorn",28
"4","Pink Floyd",17
"4","Queen",13
"4","Şebnem Ferah",25
"4","The Dandy Warhols",16
"5","Almôra",28
"5","Anathema",48
"5","Anima",3
"5","Aslı",38
"5","Blackmore'S Night",57
"5","Blind Guardian",90
"5","Coldplay",44
"5","Dread Zeppelin",4
"5","Gregorian",22
"5","Guns N' Roses",49
"5","Joan Jett And The Blackhearts",1
"5","Manga",17
"5","Manowar",54
"5","Nightwish",17
"5","Pamela",79
"5","Pete Yorn",18
"5","Pink Floyd",38
"5","Queen",0
"5","Şebnem Ferah",39
"5","The Dandy Warhols",19
"6","Almôra",54
"6","Anathema",56
"6","Anima",5
"6","Aslı",9
"6","Blackmore'S Night",30
"6","Blind Guardian",57
"6","Coldplay",31
"6","Dread Zeppelin",14
"6","Gregorian",13
"6","Guns N' Roses",83
"6","Joan Jett And The Blackhearts",17
"6","Manga",1
"6","Manowar",13
"6","Nightwish",15
"6","Pamela",54
"6","Pete Yorn",15
"6","Pink Floyd",27
"6","Queen",30
"6","Şebnem Ferah",13
"6","The Dandy Warhols",101
