"month","artist","plays"
"2005-10","Air",4
"2005-10","Aphex Twin",2
"2005-10","Björk",0
"2005-10","Boards Of Canada",4
"2005-10","Cassius",9
"2005-10","Daft Punk",2
"2005-10","Deep Dish",15
"2005-10","Faithless",1
"2005-10","Groove Armada",1
"2005-10","Jazzanova",4
"2005-10","Ladytron",10
"2005-10","Lamb",2
"2005-10","Lemongrass",7
"2005-10","Massive Attack",52
"2005-10","Moby",4
"2005-10","Moloko",3
"2005-10","Röyksopp",0
"2005-10","Télépopmusik",64
"2005-10","The Chemical Brothers",6
"2005-10","Zero 7",3
"2005-11","Air",1
"2005-11","Aphex Twin",0
"2005-11","Björk",0
"2005-11","Boards Of Canada",0
"2005-11","Cassius",3
"2005-11","Daft Punk",1
"2005-11","Deep Dish",98
"2005-11","Faithless",5
"2005-11","Groove Armada",0
"2005-11","Jazzanova",0
"2005-11","Ladytron",9
"2005-11","Lamb",0
"2005-11","Lemongrass",6
"2005-11","Massive Attack",14
"2005-11","Moby",0
"2005-11","Moloko",2
"2005-11","Röyksopp",0
"2005-11","Télépopmusik",39
"2005-11","The Chemical Brothers",8
"2005-11","Zero 7",0
"2005-12","Air",0
"2005-12","Aphex Twin",0
"2005-12","Björk",0
"2005-12","Boards Of Canada",0
"2005-12","Cassius",21
"2005-12","Daft Punk",0
"2005-12","Deep Dish",29
"2005-12","Faithless",23
"2005-12","Groove Armada",0
"2005-12","Jazzanova",0
"2005-12","Ladytron",36
"2005-12","Lamb",0
"2005-12","Lemongrass",19
"2005-12","Massive Attack",19
"2005-12","Moby",0
"2005-12","Moloko",0
"2005-12","Röyksopp",0
"2005-12","Télépopmusik",29
"2005-12","The Chemical Brothers",1
"2005-12","Zero 7",0
"2006-01","Air",1
"2006-01","Aphex Twin",12
"2006-01","Björk",16
"2006-01","Boards Of Canada",151
"2006-01","Cassius",10
"2006-01","Daft Punk",0
"2006-01","Deep Dish",13
"2006-01","Faithless",5
"2006-01","Groove Armada",1
"2006-01","Jazzanova",29
"2006-01","Ladytron",20
"2006-01","Lamb",0
"2006-01","Lemongrass",3
"2006-01","Massive Attack",12
"2006-01","Moby",0
"2006-01","Moloko",0
"2006-01","Röyksopp",0
"2006-01","Télépopmusik",11
"2006-01","The Chemical Brothers",12
"2006-01","Zero 7",0
"2006-02","Air",15
"2006-02","Aphex Twin",9
"2006-02","Björk",0
"2006-02","Boards Of Canada",90
"2006-02","Cassius",2
"2006-02","Daft Punk",28
"2006-02","Deep Dish",96
"2006-02","Faithless",46
"2006-02","Groove Armada",0
"2006-02","Jazzanova",0
"2006-02","Ladytron",4
"2006-02","Lamb",0
"2006-02","Lemongrass",3
"2006-02","Massive Attack",33
"2006-02","Moby",0
"2006-02","Moloko",0
"2006-02","Röyksopp",65
"2006-02","Télépopmusik",25
"2006-02","The Chemical Brothers",135
"2006-02","Zero 7",0
"2006-03","Air",89
"2006-03","Aphex Twin",2
"2006-03","Björk",8
"2006-03","Boards Of Canada",47
"2006-03","Cassius",3
"2006-03","Daft Punk",3
"2006-03","Deep Dish",83
"2006-03","Faithless",12
"2006-03","Groove Armada",2
"2006-03","Jazzanova",1
"2006-03","Ladytron",2
"2006-03","Lamb",1
"2006-03","Lemongrass",0
"2006-03","Massive Attack",19
"2006-03","Moby",36
"2006-03","Moloko",50
"2006-03","Röyksopp",7
"2006-03","Télépopmusik",13
"2006-03","The Chemical Brothers",9
"2006-03","Zero 7",1
"2006-04","Air",117
"2006-04","Aphex Twin",1
"2006-04","Björk",2
"2006-04","Boards Of Canada",1
"2006-04","Cassius",97
"2006-04","Daft Punk",6
"2006-04","Deep Dish",0
"2006-04","Faithless",1
"2006-04","Groove Armada",16
"2006-04","Jazzanova",0
"2006-04","Ladytron",139
"2006-04","Lamb",7
"2006-04","Lemongrass",48
"2006-04","Massive Attack",86
"2006-04","Moby",37
"2006-04","Moloko",0
"2006-04","Röyksopp",7
"2006-04","Télépopmusik",0
"2006-04","The Chemical Brothers",2
"2006-04","Zero 7",3
"2006-05","Air",50
"2006-05","Aphex Twin",13
"2006-05","Björk",2
"2006-05","Boards Of Canada",0
"2006-05","Cassius",83
"2006-05","Daft Punk",29
"2006-05","Deep Dish",21
"2006-05","Faithless",12
"2006-05","Groove Armada",0
"2006-05","Jazzanova",0
"2006-05","Ladytron",0
"2006-05","Lamb",0
"2006-05","Lemongrass",0
"2006-05","Massive Attack",48
"2006-05","Moby",0
"2006-05","Moloko",0
"2006-05","Röyksopp",0
"2006-05","Télépopmusik",19
"2006-05","The Chemical Brothers",25
"2006-05","Zero 7",0
"2006-06","Air",129
"2006-06","Aphex Twin",24
"2006-06","Björk",10
"2006-06","Boards Of Canada",2
"2006-06","Cassius",15
"2006-06","Daft Punk",12
"2006-06","Deep Dish",48
"2006-06","Faithless",24
"2006-06","Groove Armada",28
"2006-06","Jazzanova",5
"2006-06","Ladytron",7
"2006-06","Lamb",18
"2006-06","Lemongrass",4
"2006-06","Massive Attack",84
"2006-06","Moby",7
"2006-06","Moloko",12
"2006-06","Röyksopp",13
"2006-06","Télépopmusik",46
"2006-06","The Chemical Brothers",50
"2006-06","Zero 7",5
"2006-07","Air",19
"2006-07","Aphex Twin",1
"2006-07","Björk",1
"2006-07","Boards Of Canada",1
"2006-07","Cassius",12
"2006-07","Daft Punk",2
"2006-07","Deep Dish",95
"2006-07","Faithless",80
"2006-07","Groove Armada",7
"2006-07","Jazzanova",1
"2006-07","Ladytron",44
"2006-07","Lamb",6
"2006-07","Lemongrass",17
"2006-07","Massive Attack",43
"2006-07","Moby",1
"2006-07","Moloko",21
"2006-07","Röyksopp",27
"2006-07","Télépopmusik",31
"2006-07","The Chemical Brothers",72
"2006-07","Zero 7",4
"2006-08","Air",32
"2006-08","Aphex Twin",0
"2006-08","Björk",0
"2006-08","Boards Of Canada",1
"2006-08","Cassius",2
"2006-08","Daft Punk",1
"2006-08","Deep Dish",2
"2006-08","Faithless",43
"2006-08","Groove Armada",1
"2006-08","Jazzanova",1
"2006-08","Ladytron",2
"2006-08","Lamb",5
"2006-08","Lemongrass",1
"2006-08","Massive Attack",5
"2006-08","Moby",1
"2006-08","Moloko",11
"2006-08","Röyksopp",6
"2006-08","Télépopmusik",4
"2006-08","The Chemical Brothers",56
"2006-08","Zero 7",1
"2006-09","Air",3
"2006-09","Aphex Twin",5
"2006-09","Björk",6
"2006-09","Boards Of Canada",7
"2006-09","Cassius",1
"2006-09","Daft Punk",10
"2006-09","Deep Dish",2
"2006-09","Faithless",5
"2006-09","Groove Armada",7
"2006-09","Jazzanova",8
"2006-09","Ladytron",2
"2006-09","Lamb",7
"2006-09","Lemongrass",0
"2006-09","Massive Attack",7
"2006-09","Moby",4
"2006-09","Moloko",2
"2006-09","Röyksopp",9
"2006-09","Télépopmusik",3
"2006-09","The Chemical Brothers",12
"2006-09","Zero 7",7
"2006-10","Air",5
"2006-10","Aphex Twin",37
"2006-10","Björk",2
"2006-10","Boards Of Canada",69
"2006-10","Cassius",1
"2006-10","Daft Punk",1
"2006-10","Deep Dish",0
"2006-10","Faithless",12
"2006-10","Groove Armada",3
"2006-10","Jazzanova",46
"2006-10","Ladytron",1
"2006-10","Lamb",0
"2006-10","Lemongrass",0
"2006-10","Massive Attack",4
"2006-10","Moby",3
"2006-10","Moloko",0
"2006-10","Röyksopp",3
"2006-10","Télépopmusik",1
"2006-10","The Chemical Brothers",31
"2006-10","Zero 7",3
"2006-11","Air",0
"2006-11","Aphex Twin",0
"2006-11","Björk",0
"2006-11","Boards Of Canada",0
"2006-11","Cassius",0
"2006-11","Daft Punk",0
"2006-11","Deep Dish",0
"2006-11","Faithless",0
"2006-11","Groove Armada",0
"2006-11","Jazzanova",38
"2006-11","Ladytron",0
"2006-11","Lamb",0
"2006-11","Lemongrass",0
"2006-11","Massive Attack",0
"2006-11","Moby",0
"2006-11","Moloko",0
"2006-11","Röyksopp",0
"2006-11","Télépopmusik",0
"2006-11","The Chemical Brothers",0
"2006-11","Zero 7",0
"2006-12","Air",0
"2006-12","Aphex Twin",0
"2006-12","Björk",0
"2006-12","Boards Of Canada",0
"2006-12","Cassius",0
"2006-12","Daft Punk",0
"2006-12","Deep Dish",3
"2006-12","Faithless",8
"2006-12","Groove Armada",5
"2006-12","Jazzanova",0
"2006-12","Ladytron",0
"2006-12","Lamb",0
"2006-12","Lemongrass",0
"2006-12","Massive Attack",0
"2006-12","Moby",0
"2006-12","Moloko",0
"2006-12","Röyksopp",0
"2006-12","Télépopmusik",0
"2006-12","The Chemical Brothers",9
"2006-12","Zero 7",0
"2007-01","Air",15
"2007-01","Aphex Twin",6
"2007-01","Björk",10
"2007-01","Boards Of Canada",10
"2007-01","Cassius",20
"2007-01","Daft Punk",8
"2007-01","Deep Dish",0
"2007-01","Faithless",5
"2007-01","Groove Armada",7
"2007-01","Jazzanova",1
"2007-01","Ladytron",17
"2007-01","Lamb",6
"2007-01","Lemongrass",4
"2007-01","Massive Attack",14
"2007-01","Moby",8
"2007-01","Moloko",6
"2007-01","Röyksopp",11
"2007-01","Télépopmusik",2
"2007-01","The Chemical Brothers",7
"2007-01","Zero 7",9
"2007-02","Air",0
"2007-02","Aphex Twin",0
"2007-02","Björk",0
"2007-02","Boards Of Canada",0
"2007-02","Cassius",4
"2007-02","Daft Punk",0
"2007-02","Deep Dish",0
"2007-02","Faithless",0
"2007-02","Groove Armada",0
"2007-02","Jazzanova",0
"2007-02","Ladytron",9
"2007-02","Lamb",0
"2007-02","Lemongrass",1
"2007-02","Massive Attack",0
"2007-02","Moby",0
"2007-02","Moloko",0
"2007-02","Röyksopp",0
"2007-02","Télépopmusik",0
"2007-02","The Chemical Brothers",0
"2007-02","Zero 7",0
"2007-03","Air",4
"2007-03","Aphex Twin",0
"2007-03","Björk",0
"2007-03","Boards Of Canada",0
"2007-03","Cassius",1
"2007-03","Daft Punk",0
"2007-03","Deep Dish",14
"2007-03","Faithless",0
"2007-03","Groove Armada",0
"2007-03","Jazzanova",0
"2007-03","Ladytron",1
"2007-03","Lamb",14
"2007-03","Lemongrass",0
"2007-03","Massive Attack",0
"2007-03","Moby",0
"2007-03","Moloko",0
"2007-03","Röyksopp",0
"2007-03","Télépopmusik",0
"2007-03","The Chemical Brothers",0
"2007-03","Zero 7",0
"2007-04","Air",6
"2007-04","Aphex Twin",2
"2007-04","Björk",4
"2007-04","Boards Of Canada",4
"2007-04","Cassius",2
"2007-04","Daft Punk",0
"2007-04","Deep Dish",0
"2007-04","Faithless",0
"2007-04","Groove Armada",3
"2007-04","Jazzanova",5
"2007-04","Ladytron",0
"2007-04","Lamb",6
"2007-04","Lemongrass",0
"2007-04","Massive Attack",25
"2007-04","Moby",1
"2007-04","Moloko",2
"2007-04","Röyksopp",5
"2007-04","Télépopmusik",3
"2007-04","The Chemical Brothers",0
"2007-04","Zero 7",6
"2007-05","Air",10
"2007-05","Aphex Twin",1
"2007-05","Björk",4
"2007-05","Boards Of Canada",5
"2007-05","Cassius",0
"2007-05","Daft Punk",0
"2007-05","Deep Dish",0
"2007-05","Faithless",0
"2007-05","Groove Armada",3
"2007-05","Jazzanova",5
"2007-05","Ladytron",0
"2007-05","Lamb",5
"2007-05","Lemongrass",0
"2007-05","Massive Attack",77
"2007-05","Moby",6
"2007-05","Moloko",3
"2007-05","Röyksopp",5
"2007-05","Télépopmusik",12
"2007-05","The Chemical Brothers",0
"2007-05","Zero 7",8
"2007-06","Air",2
"2007-06","Aphex Twin",0
"2007-06","Björk",0
"2007-06","Boards Of Canada",0
"2007-06","Cassius",0
"2007-06","Daft Punk",0
"2007-06","Deep Dish",0
"2007-06","Faithless",0
"2007-06","Groove Armada",0
"2007-06","Jazzanova",0
"2007-06","Ladytron",0
"2007-06","Lamb",0
"2007-06","Lemongrass",0
"2007-06","Massive Attack",0
"2007-06","Moby",0
"2007-06","Moloko",0
"2007-06","Röyksopp",0
"2007-06","Télépopmusik",0
"2007-06","The Chemical Brothers",0
"2007-06","Zero 7",0
"2007-07","Air",28
"2007-07","Aphex Twin",0
"2007-07","Björk",0
"2007-07","Boards Of Canada",1
"2007-07","Cassius",0
"2007-07","Daft Punk",0
"2007-07","Deep Dish",16
"2007-07","Faithless",0
"2007-07","Groove Armada",0
"2007-07","Jazzanova",0
"2007-07","Ladytron",0
"2007-07","Lamb",13
"2007-07","Lemongrass",0
"2007-07","Massive Attack",0
"2007-07","Moby",0
"2007-07","Moloko",15
"2007-07","Röyksopp",1
"2007-07","Télépopmusik",0
"2007-07","The Chemical Brothers",0
"2007-07","Zero 7",0
"2007-08","Air",4
"2007-08","Aphex Twin",0
"2007-08","Björk",0
"2007-08","Boards Of Canada",0
"2007-08","Cassius",0
"2007-08","Daft Punk",0
"2007-08","Deep Dish",6
"2007-08","Faithless",0
"2007-08","Groove Armada",9
"2007-08","Jazzanova",0
"2007-08","Ladytron",0
"2007-08","Lamb",2
"2007-08","Lemongrass",0
"2007-08","Massive Attack",0
"2007-08","Moby",0
"2007-08","Moloko",11
"2007-08","Röyksopp",0
"2007-08","Télépopmusik",0
"2007-08","The Chemical Brothers",0
"2007-08","Zero 7",0
"2007-09","Air",1
"2007-09","Aphex Twin",0
"2007-09","Björk",1
"2007-09","Boards Of Canada",0
"2007-09","Cassius",0
"2007-09","Daft Punk",0
"2007-09","Deep Dish",7
"2007-09","Faithless",3
"2007-09","Groove Armada",11
"2007-09","Jazzanova",2
"2007-09","Ladytron",0
"2007-09","Lamb",0
"2007-09","Lemongrass",1
"2007-09","Massive Attack",1
"2007-09","Moby",1
"2007-09","Moloko",0
"2007-09","Röyksopp",0
"2007-09","Télépopmusik",0
"2007-09","The Chemical Brothers",1
"2007-09","Zero 7",1
"2007-10","Air",0
"2007-10","Aphex Twin",1
"2007-10","Björk",0
"2007-10","Boards Of Canada",0
