"month","artist","plays"
"2008-08","Adele",0
"2008-08","Amnesys",1
"2008-08","Amy Winehouse",0
"2008-08","Art Of Fighters",1
"2008-08","Art Of Fighters & Endymion",0
"2008-08","Björk",0
"2008-08","Camera Obscura",0
"2008-08","D-Passion",7
"2008-08","Dj Dione",0
"2008-08","Dj Nosferatu",0
"2008-08","Duffy",0
"2008-08","Elbicho",0
"2008-08","Endymion",1
"2008-08","Him",0
"2008-08","Marilyn Manson",0
"2008-08","Meccano Twins",0
"2008-08","Nach Scratch",0
"2008-08","Najwajean",0
"2008-08","Pereza",0
"2008-08","Violadores Del Verso",0
"2008-09","Adele",1
"2008-09","Amnesys",8
"2008-09","Amy Winehouse",3
"2008-09","Art Of Fighters",6
"2008-09","Art Of Fighters & Endymion",4
"2008-09","Björk",34
"2008-09","Camera Obscura",20
"2008-09","D-Passion",11
"2008-09","Dj Dione",2
"2008-09","Dj Nosferatu",7
"2008-09","Duffy",17
"2008-09","Elbicho",19
"2008-09","Endymion",4
"2008-09","Him",19
"2008-09","Marilyn Manson",0
"2008-09","Meccano Twins",11
"2008-09","Nach Scratch",17
"2008-09","Najwajean",11
"2008-09","Pereza",9
"2008-09","Violadores Del Verso",2
"2008-10","Adele",0
"2008-10","Amnesys",1
"2008-10","Amy Winehouse",1
"2008-10","Art Of Fighters",1
"2008-10","Art Of Fighters & Endymion",1
"2008-10","Björk",7
"2008-10","Camera Obscura",23
"2008-10","D-Passion",7
"2008-10","Dj Dione",5
"2008-10","Dj Nosferatu",1
"2008-10","Duffy",16
"2008-10","Elbicho",46
"2008-10","Endymion",1
"2008-10","Him",0
"2008-10","Marilyn Manson",7
"2008-10","Meccano Twins",1
"2008-10","Nach Scratch",31
"2008-10","Najwajean",12
"2008-10","Pereza",50
"2008-10","Violadores Del Verso",4
"2008-11","Adele",1
"2008-11","Amnesys",4
"2008-11","Amy Winehouse",0
"2008-11","Art Of Fighters",2
"2008-11","Art Of Fighters & Endymion",1
"2008-11","Björk",8
"2008-11","Camera Obscura",30
"2008-11","D-Passion",1
"2008-11","Dj Dione",1
"2008-11","Dj Nosferatu",1
"2008-11","Duffy",70
"2008-11","Elbicho",5
"2008-11","Endymion",0
"2008-11","Him",8
"2008-11","Marilyn Manson",15
"2008-11","Meccano Twins",3
"2008-11","Nach Scratch",7
"2008-11","Najwajean",18
"2008-11","Pereza",2
"2008-11","Violadores Del Verso",19
"2008-12","Adele",1
"2008-12","Amnesys",0
"2008-12","Amy Winehouse",2
"2008-12","Art Of Fighters",0
"2008-12","Art Of Fighters & Endymion",0
"2008-12","Björk",16
"2008-12","Camera Obscura",5
"2008-12","D-Passion",0
"2008-12","Dj Dione",2
"2008-12","Dj Nosferatu",0
"2008-12","Duffy",73
"2008-12","Elbicho",22
"2008-12","Endymion",0
"2008-12","Him",9
"2008-12","Marilyn Manson",3
"2008-12","Meccano Twins",0
"2008-12","Nach Scratch",1
"2008-12","Najwajean",23
"2008-12","Pereza",5
"2008-12","Violadores Del Verso",1
"2009-01","Adele",0
"2009-01","Amnesys",5
"2009-01","Amy Winehouse",1
"2009-01","Art Of Fighters",1
"2009-01","Art Of Fighters & Endymion",1
"2009-01","Björk",1
"2009-01","Camera Obscura",1
"2009-01","D-Passion",0
"2009-01","Dj Dione",3
"2009-01","Dj Nosferatu",14
"2009-01","Duffy",79
"2009-01","Elbicho",9
"2009-01","Endymion",15
"2009-01","Him",13
"2009-01","Marilyn Manson",1
"2009-01","Meccano Twins",10
"2009-01","Nach Scratch",12
"2009-01","Najwajean",15
"2009-01","Pereza",1
"2009-01","Violadores Del Verso",6
"2009-02","Adele",1
"2009-02","Amnesys",4
"2009-02","Amy Winehouse",8
"2009-02","Art Of Fighters",2
"2009-02","Art Of Fighters & Endymion",2
"2009-02","Björk",21
"2009-02","Camera Obscura",28
"2009-02","D-Passion",0
"2009-02","Dj Dione",0
"2009-02","Dj Nosferatu",10
"2009-02","Duffy",24
"2009-02","Elbicho",6
"2009-02","Endymion",3
"2009-02","Him",3
"2009-02","Marilyn Manson",13
"2009-02","Meccano Twins",4
"2009-02","Nach Scratch",13
"2009-02","Najwajean",4
"2009-02","Pereza",2
"2009-02","Violadores Del Verso",2
"2009-03","Adele",1
"2009-03","Amnesys",2
"2009-03","Amy Winehouse",1
"2009-03","Art Of Fighters",1
"2009-03","Art Of Fighters & Endymion",1
"2009-03","Björk",6
"2009-03","Camera Obscura",7
"2009-03","D-Passion",1
"2009-03","Dj Dione",0
"2009-03","Dj Nosferatu",2
"2009-03","Duffy",33
"2009-03","Elbicho",2
"2009-03","Endymion",1
"2009-03","Him",2
"2009-03","Marilyn Manson",2
"2009-03","Meccano Twins",1
"2009-03","Nach Scratch",5
"2009-03","Najwajean",1
"2009-03","Pereza",3
"2009-03","Violadores Del Verso",23
"2009-04","Adele",17
"2009-04","Amnesys",3
"2009-04","Amy Winehouse",1
"2009-04","Art Of Fighters",0
"2009-04","Art Of Fighters & Endymion",0
"2009-04","Björk",21
"2009-04","Camera Obscura",19
"2009-04","D-Passion",3
"2009-04","Dj Dione",2
"2009-04","Dj Nosferatu",4
"2009-04","Duffy",35
"2009-04","Elbicho",7
"2009-04","Endymion",2
"2009-04","Him",1
"2009-04","Marilyn Manson",0
"2009-04","Meccano Twins",6
"2009-04","Nach Scratch",1
"2009-04","Najwajean",0
"2009-04","Pereza",0
"2009-04","Violadores Del Verso",5
"2009-05","Adele",10
"2009-05","Amnesys",0
"2009-05","Amy Winehouse",0
"2009-05","Art Of Fighters",0
"2009-05","Art Of Fighters & Endymion",0
"2009-05","Björk",0
"2009-05","Camera Obscura",0
"2009-05","D-Passion",0
"2009-05","Dj Dione",0
"2009-05","Dj Nosferatu",0
"2009-05","Duffy",0
"2009-05","Elbicho",0
"2009-05","Endymion",0
"2009-05","Him",1
"2009-05","Marilyn Manson",1
"2009-05","Meccano Twins",0
"2009-05","Nach Scratch",1
"2009-05","Najwajean",0
"2009-05","Pereza",0
"2009-05","Violadores Del Verso",3
