"weekday","artist","plays"
"0","Ah Cama-Sotz",84
"0","Dive",133
"0","Empusae",23
"0","Flint Glass",132
"0","Geistform",28
"0","Insekt",12
"0","Klinik",117
"0","Klinik 7 Vidna Obmana",14
"0","Mimetic",61
"0","Monolith",8
"0","Noisex",33
"0","Otx",68
"0","P•A•L",62
"0","Pierrepoint",54
"0","Pow(D)Er Pussy",62
"0","Rome",111
"0","Signal Aout 42",47
"0","Sonar",82
"0","The Fair Sex",15
"0","This Morn' Omina",45
"1","Ah Cama-Sotz",52
"1","Dive",143
"1","Empusae",9
"1","Flint Glass",61
"1","Geistform",60
"1","Insekt",23
"1","Klinik",71
"1","Klinik 7 Vidna Obmana",45
"1","Mimetic",1
"1","Monolith",19
"1","Noisex",52
"1","Otx",41
"1","P•A•L",21
"1","Pierrepoint",34
"1","Pow(D)Er Pussy",47
"1","Rome",32
"1","Signal Aout 42",73
"1","Sonar",54
"1","The Fair Sex",17
"1","This Morn' Omina",16
"2","Ah Cama-Sotz",63
"2","Dive",129
"2","Empusae",15
"2","Flint Glass",31
"2","Geistform",31
"2","Insekt",4
"2","Klinik",119
"2","Klinik 7 Vidna Obmana",5
"2","Mimetic",11
"2","Monolith",0
"2","Noisex",142
"2","Otx",29
"2","P•A•L",38
"2","Pierrepoint",129
"2","Pow(D)Er Pussy",31
"2","Rome",17
"2","Signal Aout 42",129
"2","Sonar",9
"2","The Fair Sex",37
"2","This Morn' Omina",23
"3","Ah Cama-Sotz",73
"3","Dive",136
"3","Empusae",8
"3","Flint Glass",12
"3","Geistform",0
"3","Insekt",1
"3","Klinik",50
"3","Klinik 7 Vidna Obmana",47
"3","Mimetic",15
"3","Monolith",0
"3","Noisex",35
"3","Otx",28
"3","P•A•L",2
"3","Pierrepoint",9
"3","Pow(D)Er Pussy",62
"3","Rome",20
"3","Signal Aout 42",59
"3","Sonar",57
"3","The Fair Sex",88
"3","This Morn' Omina",0
"4","Ah Cama-Sotz",50
"4","Dive",131
"4","Empusae",32
"4","Flint Glass",56
"4","Geistform",44
"4","Insekt",10
"4","Klinik",62
"4","Klinik 7 Vidna Obmana",1
"4","Mimetic",81
"4","Monolith",19
"4","Noisex",91
"4","Otx",14
"4","P•A•L",13
"4","Pierrepoint",37
"4","Pow(D)Er Pussy",61
"4","Rome",37
"4","Signal Aout 42",33
"4","Sonar",8
"4","The Fair Sex",98
"4","This Morn' Omina",28
"5","Ah Cama-Sotz",38
"5","Dive",177
"5","Empusae",44
"5","Flint Glass",30
"5","Geistform",57
"5","Insekt",14
"5","Klinik",100
"5","Klinik 7 Vidna Obmana",19
"5","Mimetic",15
"5","Monolith",8
"5","Noisex",19
"5","Otx",38
"5","P•A•L",20
"5","Pierrepoint",14
"5","Pow(D)Er Pussy",59
"5","Rome",60
"5","Signal Aout 42",87
"5","Sonar",13
"5","The Fair Sex",62
"5","This Morn' Omina",13
"6","Ah Cama-Sotz",69
"6","Dive",160
"6","Empusae",75
"6","Flint Glass",22
"6","Geistform",68
"6","Insekt",51
"6","Klinik",162
"6","Klinik 7 Vidna Obmana",8
"6","Mimetic",36
"6","Monolith",29
"6","Noisex",38
"6","Otx",82
"6","P•A•L",28
"6","Pierrepoint",41
"6","Pow(D)Er Pussy",123
"6","Rome",26
"6","Signal Aout 42",62
"6","Sonar",41
"6","The Fair Sex",68
"6","This Morn' Omina",56
