"weekday","artist","plays"
"0",":Wumpscut:",22
"0","30 Seconds To Mars",7
"0","311",6
"0","Alkaline Trio",37
"0","Black Rebel Motorcycle Club",8
"0","Bright Eyes",25
"0","Cake",49
"0","Deadsy",17
"0","Gorillaz",40
"0","Jimmy Eat World",29
"0","Minus The Bear",17
"0","Modest Mouse",14
"0","Nirvana",53
"0","Pink Floyd",56
"0","Pop Will Eat Itself",0
"0","Shpongle",22
"0","The Beatles",50
"0","The Goo Goo Dolls",26
"0","Voltaire",18
"0","Weezer",7
"1",":Wumpscut:",0
"1","30 Seconds To Mars",1
"1","311",1
"1","Alkaline Trio",5
"1","Black Rebel Motorcycle Club",5
"1","Bright Eyes",3
"1","Cake",1
"1","Deadsy",7
"1","Gorillaz",2
"1","Jimmy Eat World",54
"1","Minus The Bear",1
"1","Modest Mouse",46
"1","Nirvana",2
"1","Pink Floyd",9
"1","Pop Will Eat Itself",0
"1","Shpongle",3
"1","The Beatles",5
"1","The Goo Goo Dolls",1
"1","Voltaire",98
"1","Weezer",2
"2",":Wumpscut:",15
"2","30 Seconds To Mars",3
"2","311",7
"2","Alkaline Trio",51
"2","Black Rebel Motorcycle Club",2
"2","Bright Eyes",3
"2","Cake",0
"2","Deadsy",4
"2","Gorillaz",2
"2","Jimmy Eat World",30
"2","Minus The Bear",2
"2","Modest Mouse",16
"2","Nirvana",7
"2","Pink Floyd",15
"2","Pop Will Eat Itself",2
"2","Shpongle",2
"2","The Beatles",5
"2","The Goo Goo Dolls",46
"2","Voltaire",9
"2","Weezer",5
"3",":Wumpscut:",27
"3","30 Seconds To Mars",8
"3","311",1
"3","Alkaline Trio",7
"3","Black Rebel Motorcycle Club",8
"3","Bright Eyes",1
"3","Cake",1
"3","Deadsy",8
"3","Gorillaz",4
"3","Jimmy Eat World",14
"3","Minus The Bear",0
"3","Modest Mouse",25
"3","Nirvana",13
"3","Pink Floyd",48
"3","Pop Will Eat Itself",2
"3","Shpongle",4
"3","The Beatles",8
"3","The Goo Goo Dolls",2
"3","Voltaire",54
"3","Weezer",3
"4",":Wumpscut:",26
"4","30 Seconds To Mars",2
"4","311",0
"4","Alkaline Trio",6
"4","Black Rebel Motorcycle Club",8
"4","Bright Eyes",5
"4","Cake",2
"4","Deadsy",6
"4","Gorillaz",2
"4","Jimmy Eat World",15
"4","Minus The Bear",10
"4","Modest Mouse",22
"4","Nirvana",36
"4","Pink Floyd",33
"4","Pop Will Eat Itself",2
"4","Shpongle",125
"4","The Beatles",5
"4","The Goo Goo Dolls",11
"4","Voltaire",9
"4","Weezer",3
"5",":Wumpscut:",36
"5","30 Seconds To Mars",7
"5","311",5
"5","Alkaline Trio",17
"5","Black Rebel Motorcycle Club",15
"5","Bright Eyes",5
"5","Cake",4
"5","Deadsy",11
"5","Gorillaz",4
"5","Jimmy Eat World",17
"5","Minus The Bear",4
"5","Modest Mouse",27
"5","Nirvana",20
"5","Pink Floyd",153
"5","Pop Will Eat Itself",4
"5","Shpongle",5
"5","The Beatles",47
"5","The Goo Goo Dolls",42
"5","Voltaire",12
"5","Weezer",8
"6",":Wumpscut:",12
"6","30 Seconds To Mars",8
"6","311",18
"6","Alkaline Trio",36
"6","Black Rebel Motorcycle Club",3
"6","Bright Eyes",17
"6","Cake",44
"6","Deadsy",5
"6","Gorillaz",20
"6","Jimmy Eat World",56
"6","Minus The Bear",11
"6","Modest Mouse",91
"6","Nirvana",36
"6","Pink Floyd",86
"6","Pop Will Eat Itself",7
"6","Shpongle",27
"6","The Beatles",16
"6","The Goo Goo Dolls",2
"6","Voltaire",7
"6","Weezer",4
