"weekday","artist","plays"
"0","A-Ha",94
"0","Aimee Mann",110
"0","Ben Folds Five",30
"0","Chemistry Set",51
"0","Counting Crows",90
"0","Duran Duran",45
"0","Indigo Girls",73
"0","Inxs",69
"0","Kate Bush",40
"0","Nick Drake",78
"0","Old 97'S",76
"0","Pleasant Grove",71
"0","R.E.M.",89
"0","Radiohead",62
"0","Salim Nourallah",74
"0","Sorta",95
"0","The Beatles",61
"0","The Deathray Davies",45
"0","The Innocence Mission",32
"0","U2",106
"1","A-Ha",76
"1","Aimee Mann",85
"1","Ben Folds Five",15
"1","Chemistry Set",49
"1","Counting Crows",71
"1","Duran Duran",53
"1","Indigo Girls",68
"1","Inxs",69
"1","Kate Bush",29
"1","Nick Drake",98
"1","Old 97'S",82
"1","Pleasant Grove",30
"1","R.E.M.",95
"1","Radiohead",42
"1","Salim Nourallah",57
"1","Sorta",98
"1","The Beatles",43
"1","The Deathray Davies",49
"1","The Innocence Mission",50
"1","U2",96
"2","A-Ha",65
"2","Aimee Mann",78
"2","Ben Folds Five",16
"2","Chemistry Set",33
"2","Counting Crows",60
"2","Duran Duran",37
"2","Indigo Girls",71
"2","Inxs",66
"2","Kate Bush",26
"2","Nick Drake",85
"2","Old 97'S",81
"2","Pleasant Grove",29
"2","R.E.M.",56
"2","Radiohead",51
"2","Salim Nourallah",57
"2","Sorta",115
"2","The Beatles",65
"2","The Deathray Davies",48
"2","The Innocence Mission",50
"2","U2",99
"3","A-Ha",89
"3","Aimee Mann",69
"3","Ben Folds Five",18
"3","Chemistry Set",56
"3","Counting Crows",59
"3","Duran Duran",28
"3","Indigo Girls",40
"3","Inxs",57
"3","Kate Bush",25
"3","Nick Drake",82
"3","Old 97'S",75
"3","Pleasant Grove",24
"3","R.E.M.",59
"3","Radiohead",60
"3","Salim Nourallah",41
"3","Sorta",61
"3","The Beatles",56
"3","The Deathray Davies",75
"3","The Innocence Mission",39
"3","U2",73
"4","A-Ha",69
"4","Aimee Mann",72
"4","Ben Folds Five",25
"4","Chemistry Set",44
"4","Counting Crows",47
"4","Duran Duran",35
"4","Indigo Girls",68
"4","Inxs",47
"4","Kate Bush",20
"4","Nick Drake",60
"4","Old 97'S",66
"4","Pleasant Grove",29
"4","R.E.M.",67
"4","Radiohead",34
"4","Salim Nourallah",36
"4","Sorta",73
"4","The Beatles",73
"4","The Deathray Davies",30
"4","The Innocence Mission",35
"4","U2",90
"5","A-Ha",59
"5","Aimee Mann",105
"5","Ben Folds Five",37
"5","Chemistry Set",57
"5","Counting Crows",67
"5","Duran Duran",36
"5","Indigo Girls",93
"5","Inxs",57
"5","Kate Bush",22
"5","Nick Drake",76
"5","Old 97'S",100
"5","Pleasant Grove",30
"5","R.E.M.",69
"5","Radiohead",61
"5","Salim Nourallah",73
"5","Sorta",80
"5","The Beatles",64
"5","The Deathray Davies",39
"5","The Innocence Mission",32
"5","U2",95
"6","A-Ha",73
"6","Aimee Mann",86
"6","Ben Folds Five",36
"6","Chemistry Set",72
"6","Counting Crows",70
"6","Duran Duran",41
"6","Indigo Girls",80
"6","Inxs",120
"6","Kate Bush",43
"6","Nick Drake",80
"6","Old 97'S",100
"6","Pleasant Grove",35
"6","R.E.M.",82
"6","Radiohead",55
"6","Salim Nourallah",72
"6","Sorta",88
"6","The Beatles",63
"6","The Deathray Davies",55
"6","The Innocence Mission",74
"6","U2",136
