"weekday","artist","plays"
"0","Adam Schmitt",1
"0","Carpenters",2
"0","Chris Von Sneidern",8
"0","Dancing Mood",9
"0","Downy Mildew",11
"0","East Village",24
"0","Game Theory",5
"0","Jellyfish",6
"0","Miracle Legion",3
"0","Myracle Brah",13
"0","Oranger",18
"0","Pop Art",9
"0","R.E.M.",18
"0","Sam Phillips",5
"0","Shoes",11
"0","Someloves",16
"0","The Reivers",10
"0","The Rooks",9
"0","The Tyde",6
"0","Tommy Keene",21
"1","Adam Schmitt",3
"1","Carpenters",5
"1","Chris Von Sneidern",3
"1","Dancing Mood",9
"1","Downy Mildew",11
"1","East Village",8
"1","Game Theory",2
"1","Jellyfish",5
"1","Miracle Legion",10
"1","Myracle Brah",10
"1","Oranger",13
"1","Pop Art",14
"1","R.E.M.",11
"1","Sam Phillips",7
"1","Shoes",7
"1","Someloves",6
"1","The Reivers",11
"1","The Rooks",13
"1","The Tyde",4
"1","Tommy Keene",20
"2","Adam Schmitt",1
"2","Carpenters",4
"2","Chris Von Sneidern",10
"2","Dancing Mood",9
"2","Downy Mildew",6
"2","East Village",8
"2","Game Theory",3
"2","Jellyfish",7
"2","Miracle Legion",12
"2","Myracle Brah",7
"2","Oranger",11
"2","Pop Art",12
"2","R.E.M.",11
"2","Sam Phillips",12
"2","Shoes",10
"2","Someloves",11
"2","The Reivers",8
"2","The Rooks",5
"2","The Tyde",5
"2","Tommy Keene",23
"3","Adam Schmitt",3
"3","Carpenters",3
"3","Chris Von Sneidern",8
"3","Dancing Mood",17
"3","Downy Mildew",6
"3","East Village",25
"3","Game Theory",9
"3","Jellyfish",7
"3","Miracle Legion",3
"3","Myracle Brah",8
"3","Oranger",11
"3","Pop Art",13
"3","R.E.M.",22
"3","Sam Phillips",6
"3","Shoes",7
"3","Someloves",13
"3","The Reivers",15
"3","The Rooks",9
"3","The Tyde",6
"3","Tommy Keene",24
"4","Adam Schmitt",2
"4","Carpenters",2
"4","Chris Von Sneidern",7
"4","Dancing Mood",8
"4","Downy Mildew",15
"4","East Village",11
"4","Game Theory",10
"4","Jellyfish",9
"4","Miracle Legion",4
"4","Myracle Brah",14
"4","Oranger",5
"4","Pop Art",8
"4","R.E.M.",13
"4","Sam Phillips",10
"4","Shoes",5
"4","Someloves",20
"4","The Reivers",7
"4","The Rooks",10
"4","The Tyde",7
"4","Tommy Keene",15
"5","Adam Schmitt",5
"5","Carpenters",2
"5","Chris Von Sneidern",5
"5","Dancing Mood",6
"5","Downy Mildew",8
"5","East Village",10
"5","Game Theory",8
"5","Jellyfish",6
"5","Miracle Legion",10
"5","Myracle Brah",10
"5","Oranger",6
"5","Pop Art",8
"5","R.E.M.",13
"5","Sam Phillips",6
"5","Shoes",3
"5","Someloves",19
"5","The Reivers",8
"5","The Rooks",7
"5","The Tyde",10
"5","Tommy Keene",29
"6","Adam Schmitt",4
"6","Carpenters",4
"6","Chris Von Sneidern",3
"6","Dancing Mood",5
"6","Downy Mildew",11
"6","East Village",16
"6","Game Theory",11
"6","Jellyfish",11
"6","Miracle Legion",16
"6","Myracle Brah",14
"6","Oranger",13
"6","Pop Art",7
"6","R.E.M.",11
"6","Sam Phillips",4
"6","Shoes",3
"6","Someloves",20
"6","The Reivers",8
"6","The Rooks",7
"6","The Tyde",9
"6","Tommy Keene",19
