"weekday","artist","plays"
"0","Ac/Dc",34
"0","Aerosmith",8
"0","Bachman-Turner Overdrive",7
"0","Chicago",5
"0","Creedence Clearwater Revisited",31
"0","Depeche Mode",5
"0","Dread Zeppelin",6
"0","Eagles",4
"0","Electric Light Orchestra",3
"0","Electric Light Orchestra Part Ii",6
"0","Lynyrd Skynyrd",15
"0","Pink Floyd",11
"0","Rush",2
"0","Steve Miller Band",10
"0","The Beatles",38
"0","The Doobie Brothers",13
"0","The Doors",24
"0","The Rolling Stones",9
"0","The Who",49
"0","Zz Top",52
"1","Ac/Dc",23
"1","Aerosmith",3
"1","Bachman-Turner Overdrive",8
"1","Chicago",14
"1","Creedence Clearwater Revisited",29
"1","Depeche Mode",10
"1","Dread Zeppelin",15
"1","Eagles",9
"1","Electric Light Orchestra",6
"1","Electric Light Orchestra Part Ii",9
"1","Lynyrd Skynyrd",8
"1","Pink Floyd",7
"1","Rush",14
"1","Steve Miller Band",38
"1","The Beatles",71
"1","The Doobie Brothers",24
"1","The Doors",22
"1","The Rolling Stones",16
"1","The Who",68
"1","Zz Top",103
"2","Ac/Dc",18
"2","Aerosmith",7
"2","Bachman-Turner Overdrive",7
"2","Chicago",14
"2","Creedence Clearwater Revisited",19
"2","Depeche Mode",11
"2","Dread Zeppelin",18
"2","Eagles",7
"2","Electric Light Orchestra",22
"2","Electric Light Orchestra Part Ii",25
"2","Lynyrd Skynyrd",7
"2","Pink Floyd",6
"2","Rush",17
"2","Steve Miller Band",35
"2","The Beatles",51
"2","The Doobie Brothers",28
"2","The Doors",14
"2","The Rolling Stones",23
"2","The Who",43
"2","Zz Top",137
"3","Ac/Dc",24
"3","Aerosmith",4
"3","Bachman-Turner Overdrive",10
"3","Chicago",25
"3","Creedence Clearwater Revisited",41
"3","Depeche Mode",17
"3","Dread Zeppelin",12
"3","Eagles",18
"3","Electric Light Orchestra",16
"3","Electric Light Orchestra Part Ii",16
"3","Lynyrd Skynyrd",10
"3","Pink Floyd",8
"3","Rush",15
"3","Steve Miller Band",25
"3","The Beatles",55
"3","The Doobie Brothers",21
"3","The Doors",9
"3","The Rolling Stones",21
"3","The Who",77
"3","Zz Top",107
"4","Ac/Dc",16
"4","Aerosmith",13
"4","Bachman-Turner Overdrive",9
"4","Chicago",25
"4","Creedence Clearwater Revisited",41
"4","Depeche Mode",14
"4","Dread Zeppelin",19
"4","Eagles",11
"4","Electric Light Orchestra",31
"4","Electric Light Orchestra Part Ii",41
"4","Lynyrd Skynyrd",16
"4","Pink Floyd",6
"4","Rush",12
"4","Steve Miller Band",42
"4","The Beatles",43
"4","The Doobie Brothers",19
"4","The Doors",24
"4","The Rolling Stones",17
"4","The Who",83
"4","Zz Top",129
"5","Ac/Dc",15
"5","Aerosmith",14
"5","Bachman-Turner Overdrive",11
"5","Chicago",14
"5","Creedence Clearwater Revisited",69
"5","Depeche Mode",13
"5","Dread Zeppelin",17
"5","Eagles",6
"5","Electric Light Orchestra",18
"5","Electric Light Orchestra Part Ii",18
"5","Lynyrd Skynyrd",5
"5","Pink Floyd",8
"5","Rush",13
"5","Steve Miller Band",33
"5","The Beatles",44
"5","The Doobie Brothers",16
"5","The Doors",20
"5","The Rolling Stones",19
"5","The Who",94
"5","Zz Top",115
"6","Ac/Dc",28
"6","Aerosmith",10
"6","Bachman-Turner Overdrive",11
"6","Chicago",16
"6","Creedence Clearwater Revisited",46
"6","Depeche Mode",7
"6","Dread Zeppelin",10
"6","Eagles",17
"6","Electric Light Orchestra",10
"6","Electric Light Orchestra Part Ii",9
"6","Lynyrd Skynyrd",27
"6","Pink Floyd",3
"6","Rush",15
"6","Steve Miller Band",34
"6","The Beatles",68
"6","The Doobie Brothers",12
"6","The Doors",22
"6","The Rolling Stones",13
"6","The Who",44
"6","Zz Top",110
