"month","artist","plays"
"2006-06","Angra",23
"2006-06","Arctic Monkeys",0
"2006-06","Asian Kung-Fu Generation",1
"2006-06","Audioslave",7
"2006-06","Barão Vermelho",30
"2006-06","Beck",4
"2006-06","Boa",2
"2006-06","Cachorro Grande",6
"2006-06","Capital Inicial",28
"2006-06","Cpm 22",5
"2006-06","Dead Fish",5
"2006-06","Foo Fighters",27
"2006-06","Gram",15
"2006-06","Los Hermanos",17
"2006-06","Mr. Big",1
"2006-06","Red Hot Chili Peppers",38
"2006-06","Sonata Arctica",61
"2006-06","The White Stripes",9
"2006-06","Tricky Means",3
"2006-06","増田俊郎",3
"2006-07","Angra",25
"2006-07","Arctic Monkeys",57
"2006-07","Asian Kung-Fu Generation",3
"2006-07","Audioslave",7
"2006-07","Barão Vermelho",22
"2006-07","Beck",2
"2006-07","Boa",1
"2006-07","Cachorro Grande",10
"2006-07","Capital Inicial",17
"2006-07","Cpm 22",3
"2006-07","Dead Fish",1
"2006-07","Foo Fighters",14
"2006-07","Gram",6
"2006-07","Los Hermanos",22
"2006-07","Mr. Big",2
"2006-07","Red Hot Chili Peppers",18
"2006-07","Sonata Arctica",61
"2006-07","The White Stripes",54
"2006-07","Tricky Means",3
"2006-07","増田俊郎",5
"2006-08","Angra",25
"2006-08","Arctic Monkeys",130
"2006-08","Asian Kung-Fu Generation",4
"2006-08","Audioslave",6
"2006-08","Barão Vermelho",21
"2006-08","Beck",4
"2006-08","Boa",1
"2006-08","Cachorro Grande",2
"2006-08","Capital Inicial",14
"2006-08","Cpm 22",19
"2006-08","Dead Fish",1
"2006-08","Foo Fighters",15
"2006-08","Gram",0
"2006-08","Los Hermanos",20
"2006-08","Mr. Big",1
"2006-08","Red Hot Chili Peppers",34
"2006-08","Sonata Arctica",45
"2006-08","The White Stripes",24
"2006-08","Tricky Means",5
"2006-08","増田俊郎",1
"2006-09","Angra",24
"2006-09","Arctic Monkeys",65
"2006-09","Asian Kung-Fu Generation",3
"2006-09","Audioslave",37
"2006-09","Barão Vermelho",2
"2006-09","Beck",1
