"month","artist","plays"
"2006-12","Astrud Gilberto",15
"2006-12","Bill Evans",7
"2006-12","Billie Holiday",6
"2006-12","Cannonball Adderley",5
"2006-12","Cesária Évora",2
"2006-12","Charlie Parker",8
"2006-12","Coleman Hawkins",2
"2006-12","Diana Krall",11
"2006-12","Ella Fitzgerald",10
"2006-12","Esbjörn Svensson Trio",35
"2006-12","Herbie Hancock",9
"2006-12","Horace Silver",5
"2006-12","Janis Joplin",3
"2006-12","John Coltrane",29
"2006-12","Louis Armstrong",8
"2006-12","Madeleine Peyroux",5
"2006-12","Miles Davis",27
"2006-12","Nouvelle Vague",13
"2006-12","Stan Getz",22
"2006-12","The Rolling Stones",4
"2007-01","Astrud Gilberto",22
"2007-01","Bill Evans",24
"2007-01","Billie Holiday",13
"2007-01","Cannonball Adderley",13
"2007-01","Cesária Évora",1
"2007-01","Charlie Parker",10
"2007-01","Coleman Hawkins",3
"2007-01","Diana Krall",15
"2007-01","Ella Fitzgerald",20
"2007-01","Esbjörn Svensson Trio",43
"2007-01","Herbie Hancock",12
"2007-01","Horace Silver",12
"2007-01","Janis Joplin",2
"2007-01","John Coltrane",21
"2007-01","Louis Armstrong",11
"2007-01","Madeleine Peyroux",7
"2007-01","Miles Davis",37
"2007-01","Nouvelle Vague",3
"2007-01","Stan Getz",34
"2007-01","The Rolling Stones",8
"2007-02","Astrud Gilberto",6
"2007-02","Bill Evans",18
"2007-02","Billie Holiday",15
"2007-02","Cannonball Adderley",10
"2007-02","Cesária Évora",1
"2007-02","Charlie Parker",10
"2007-02","Coleman Hawkins",5
"2007-02","Diana Krall",11
"2007-02","Ella Fitzgerald",19
"2007-02","Esbjörn Svensson Trio",26
"2007-02","Herbie Hancock",14
"2007-02","Horace Silver",11
"2007-02","Janis Joplin",19
"2007-02","John Coltrane",26
"2007-02","Louis Armstrong",15
"2007-02","Madeleine Peyroux",7
"2007-02","Miles Davis",20
"2007-02","Nouvelle Vague",7
"2007-02","Stan Getz",16
"2007-02","The Rolling Stones",21
"2007-03","Astrud Gilberto",3
"2007-03","Bill Evans",2
"2007-03","Billie Holiday",17
"2007-03","Cannonball Adderley",1
"2007-03","Cesária Évora",3
"2007-03","Charlie Parker",6
"2007-03","Coleman Hawkins",1
"2007-03","Diana Krall",5
"2007-03","Ella Fitzgerald",15
"2007-03","Esbjörn Svensson Trio",10
"2007-03","Herbie Hancock",2
"2007-03","Horace Silver",2
"2007-03","Janis Joplin",10
"2007-03","John Coltrane",11
"2007-03","Louis Armstrong",22
"2007-03","Madeleine Peyroux",6
"2007-03","Miles Davis",10
"2007-03","Nouvelle Vague",6
"2007-03","Stan Getz",8
"2007-03","The Rolling Stones",8
"2007-04","Astrud Gilberto",1
"2007-04","Bill Evans",1
"2007-04","Billie Holiday",3
"2007-04","Cannonball Adderley",1
"2007-04","Cesária Évora",3
"2007-04","Charlie Parker",5
"2007-04","Coleman Hawkins",3
"2007-04","Diana Krall",4
"2007-04","Ella Fitzgerald",3
"2007-04","Esbjörn Svensson Trio",7
"2007-04","Herbie Hancock",5
"2007-04","Horace Silver",11
"2007-04","Janis Joplin",4
"2007-04","John Coltrane",17
"2007-04","Louis Armstrong",5
"2007-04","Madeleine Peyroux",1
"2007-04","Miles Davis",12
"2007-04","Nouvelle Vague",6
"2007-04","Stan Getz",7
"2007-04","The Rolling Stones",6
"2007-05","Astrud Gilberto",1
"2007-05","Bill Evans",2
"2007-05","Billie Holiday",4
"2007-05","Cannonball Adderley",2
"2007-05","Cesária Évora",1
"2007-05","Charlie Parker",1
"2007-05","Coleman Hawkins",1
"2007-05","Diana Krall",3
"2007-05","Ella Fitzgerald",6
"2007-05","Esbjörn Svensson Trio",5
"2007-05","Herbie Hancock",3
"2007-05","Horace Silver",2
"2007-05","Janis Joplin",0
"2007-05","John Coltrane",6
"2007-05","Louis Armstrong",4
"2007-05","Madeleine Peyroux",2
"2007-05","Miles Davis",12
"2007-05","Nouvelle Vague",6
"2007-05","Stan Getz",3
"2007-05","The Rolling Stones",3
"2007-06","Astrud Gilberto",1
"2007-06","Bill Evans",7
"2007-06","Billie Holiday",7
"2007-06","Cannonball Adderley",5
"2007-06","Cesária Évora",3
"2007-06","Charlie Parker",2
"2007-06","Coleman Hawkins",1
"2007-06","Diana Krall",5
"2007-06","Ella Fitzgerald",5
"2007-06","Esbjörn Svensson Trio",18
"2007-06","Herbie Hancock",1
"2007-06","Horace Silver",4
"2007-06","Janis Joplin",2
"2007-06","John Coltrane",12
"2007-06","Louis Armstrong",6
"2007-06","Madeleine Peyroux",9
"2007-06","Miles Davis",17
"2007-06","Nouvelle Vague",8
"2007-06","Stan Getz",1
"2007-06","The Rolling Stones",4
"2007-07","Astrud Gilberto",5
"2007-07","Bill Evans",6
"2007-07","Billie Holiday",10
"2007-07","Cannonball Adderley",13
"2007-07","Cesária Évora",2
"2007-07","Charlie Parker",4
"2007-07","Coleman Hawkins",1
"2007-07","Diana Krall",3
"2007-07","Ella Fitzgerald",10
"2007-07","Esbjörn Svensson Trio",25
"2007-07","Herbie Hancock",3
"2007-07","Horace Silver",3
"2007-07","Janis Joplin",3
"2007-07","John Coltrane",3
"2007-07","Louis Armstrong",11
"2007-07","Madeleine Peyroux",2
"2007-07","Miles Davis",6
"2007-07","Nouvelle Vague",10
"2007-07","Stan Getz",17
"2007-07","The Rolling Stones",2
"2007-08","Astrud Gilberto",1
"2007-08","Bill Evans",0
"2007-08","Billie Holiday",0
"2007-08","Cannonball Adderley",1
"2007-08","Cesária Évora",0
"2007-08","Charlie Parker",0
"2007-08","Coleman Hawkins",0
"2007-08","Diana Krall",1
"2007-08","Ella Fitzgerald",1
"2007-08","Esbjörn Svensson Trio",0
"2007-08","Herbie Hancock",0
"2007-08","Horace Silver",1
"2007-08","Janis Joplin",1
"2007-08","John Coltrane",0
"2007-08","Louis Armstrong",1
"2007-08","Madeleine Peyroux",2
"2007-08","Miles Davis",1
"2007-08","Nouvelle Vague",1
"2007-08","Stan Getz",2
"2007-08","The Rolling Stones",0
"2007-09","Astrud Gilberto",5
"2007-09","Bill Evans",11
"2007-09","Billie Holiday",4
"2007-09","Cannonball Adderley",4
"2007-09","Cesária Évora",5
"2007-09","Charlie Parker",3
"2007-09","Coleman Hawkins",2
"2007-09","Diana Krall",8
"2007-09","Ella Fitzgerald",13
"2007-09","Esbjörn Svensson Trio",4
"2007-09","Herbie Hancock",4
"2007-09","Horace Silver",3
"2007-09","Janis Joplin",7
"2007-09","John Coltrane",8
"2007-09","Louis Armstrong",11
"2007-09","Madeleine Peyroux",5
"2007-09","Miles Davis",5
"2007-09","Nouvelle Vague",13
"2007-09","Stan Getz",6
"2007-09","The Rolling Stones",5
"2007-10","Astrud Gilberto",11
"2007-10","Bill Evans",16
"2007-10","Billie Holiday",5
"2007-10","Cannonball Adderley",0
"2007-10","Cesária Évora",5
"2007-10","Charlie Parker",5
"2007-10","Coleman Hawkins",1
"2007-10","Diana Krall",6
"2007-10","Ella Fitzgerald",7
"2007-10","Esbjörn Svensson Trio",26
"2007-10","Herbie Hancock",1
"2007-10","Horace Silver",1
"2007-10","Janis Joplin",9
"2007-10","John Coltrane",8
"2007-10","Louis Armstrong",6
"2007-10","Madeleine Peyroux",4
"2007-10","Miles Davis",2
"2007-10","Nouvelle Vague",12
"2007-10","Stan Getz",4
"2007-10","The Rolling Stones",3
"2007-11","Astrud Gilberto",8
"2007-11","Bill Evans",11
"2007-11","Billie Holiday",7
"2007-11","Cannonball Adderley",5
"2007-11","Cesária Évora",1
"2007-11","Charlie Parker",6
"2007-11","Coleman Hawkins",1
"2007-11","Diana Krall",8
"2007-11","Ella Fitzgerald",17
"2007-11","Esbjörn Svensson Trio",11
"2007-11","Herbie Hancock",7
"2007-11","Horace Silver",1
"2007-11","Janis Joplin",10
"2007-11","John Coltrane",11
"2007-11","Louis Armstrong",9
"2007-11","Madeleine Peyroux",15
"2007-11","Miles Davis",12
"2007-11","Nouvelle Vague",11
"2007-11","Stan Getz",8
"2007-11","The Rolling Stones",6
"2007-12","Astrud Gilberto",34
"2007-12","Bill Evans",10
"2007-12","Billie Holiday",19
"2007-12","Cannonball Adderley",2
"2007-12","Cesária Évora",3
"2007-12","Charlie Parker",7
"2007-12","Coleman Hawkins",2
"2007-12","Diana Krall",28
"2007-12","Ella Fitzgerald",52
"2007-12","Esbjörn Svensson Trio",20
"2007-12","Herbie Hancock",7
"2007-12","Horace Silver",2
"2007-12","Janis Joplin",23
"2007-12","John Coltrane",13
"2007-12","Louis Armstrong",26
"2007-12","Madeleine Peyroux",60
"2007-12","Miles Davis",18
"2007-12","Nouvelle Vague",10
"2007-12","Stan Getz",15
"2007-12","The Rolling Stones",29
"2008-01","Astrud Gilberto",21
"2008-01","Bill Evans",3
"2008-01","Billie Holiday",42
"2008-01","Cannonball Adderley",4
"2008-01","Cesária Évora",4
"2008-01","Charlie Parker",11
"2008-01","Coleman Hawkins",7
"2008-01","Diana Krall",45
"2008-01","Ella Fitzgerald",52
"2008-01","Esbjörn Svensson Trio",5
"2008-01","Herbie Hancock",13
"2008-01","Horace Silver",13
"2008-01","Janis Joplin",26
"2008-01","John Coltrane",17
"2008-01","Louis Armstrong",42
"2008-01","Madeleine Peyroux",50
"2008-01","Miles Davis",23
"2008-01","Nouvelle Vague",10
"2008-01","Stan Getz",19
"2008-01","The Rolling Stones",28
"2008-02","Astrud Gilberto",14
"2008-02","Bill Evans",6
"2008-02","Billie Holiday",26
"2008-02","Cannonball Adderley",11
"2008-02","Cesária Évora",4
"2008-02","Charlie Parker",16
"2008-02","Coleman Hawkins",8
"2008-02","Diana Krall",24
"2008-02","Ella Fitzgerald",15
"2008-02","Esbjörn Svensson Trio",5
"2008-02","Herbie Hancock",15
"2008-02","Horace Silver",14
"2008-02","Janis Joplin",20
"2008-02","John Coltrane",17
"2008-02","Louis Armstrong",17
"2008-02","Madeleine Peyroux",28
"2008-02","Miles Davis",25
"2008-02","Nouvelle Vague",5
"2008-02","Stan Getz",19
"2008-02","The Rolling Stones",12
"2008-03","Astrud Gilberto",9
"2008-03","Bill Evans",8
"2008-03","Billie Holiday",15
"2008-03","Cannonball Adderley",22
"2008-03","Cesária Évora",5
"2008-03","Charlie Parker",16
