"month","artist","plays"
"2006-05","Agnostic Front",9
"2006-05","Aphex Twin",17
"2006-05","Beastie Boys",38
"2006-05","By The End Of Tonight",0
"2006-05","Do Make Say Think",1
"2006-05","Don Caballero",0
"2006-05","Explosions In The Sky",10
"2006-05","Grails",16
"2006-05","Gyves Behind Nephrit Eyes",1
"2006-05","Isis",8
"2006-05","Mastodon",0
"2006-05","Mogwai",29
"2006-05","Mono",15
"2006-05","Pelican",5
"2006-05","Red Sparowes",0
"2006-05","Russian Circles",0
"2006-05","Sleeping People",4
"2006-05","The Dillinger Escape Plan",4
"2006-05","Toe",0
"2006-05","Tristeza",4
"2006-06","Agnostic Front",32
"2006-06","Aphex Twin",12
"2006-06","Beastie Boys",3
"2006-06","By The End Of Tonight",12
"2006-06","Do Make Say Think",1
"2006-06","Don Caballero",25
"2006-06","Explosions In The Sky",17
"2006-06","Grails",4
"2006-06","Gyves Behind Nephrit Eyes",0
"2006-06","Isis",1
"2006-06","Mastodon",2
"2006-06","Mogwai",6
"2006-06","Mono",7
"2006-06","Pelican",3
"2006-06","Red Sparowes",0
"2006-06","Russian Circles",0
"2006-06","Sleeping People",3
"2006-06","The Dillinger Escape Plan",1
"2006-06","Toe",0
"2006-06","Tristeza",8
"2006-07","Agnostic Front",2
"2006-07","Aphex Twin",45
"2006-07","Beastie Boys",95
"2006-07","By The End Of Tonight",0
"2006-07","Do Make Say Think",8
"2006-07","Don Caballero",42
"2006-07","Explosions In The Sky",10
"2006-07","Grails",12
"2006-07","Gyves Behind Nephrit Eyes",0
"2006-07","Isis",27
"2006-07","Mastodon",0
"2006-07","Mogwai",44
"2006-07","Mono",13
"2006-07","Pelican",14
"2006-07","Red Sparowes",0
"2006-07","Russian Circles",0
"2006-07","Sleeping People",4
"2006-07","The Dillinger Escape Plan",22
"2006-07","Toe",0
"2006-07","Tristeza",8
"2006-08","Agnostic Front",15
"2006-08","Aphex Twin",7
"2006-08","Beastie Boys",5
"2006-08","By The End Of Tonight",0
"2006-08","Do Make Say Think",2
"2006-08","Don Caballero",0
"2006-08","Explosions In The Sky",4
"2006-08","Grails",5
"2006-08","Gyves Behind Nephrit Eyes",3
"2006-08","Isis",9
"2006-08","Mastodon",3
"2006-08","Mogwai",15
"2006-08","Mono",3
"2006-08","Pelican",4
"2006-08","Red Sparowes",0
"2006-08","Russian Circles",0
"2006-08","Sleeping People",0
"2006-08","The Dillinger Escape Plan",10
"2006-08","Toe",0
"2006-08","Tristeza",0
"2006-09","Agnostic Front",10
"2006-09","Aphex Twin",4
"2006-09","Beastie Boys",10
"2006-09","By The End Of Tonight",1
"2006-09","Do Make Say Think",2
"2006-09","Don Caballero",3
"2006-09","Explosions In The Sky",7
"2006-09","Grails",0
"2006-09","Gyves Behind Nephrit Eyes",4
"2006-09","Isis",24
