"weekday","artist","plays"
"0","A Perfect Circle",0
"0","Air",0
"0","Audioslave",0
"0","Bauhaus",0
"0","Boy Division",0
"0","Depeche Mode",0
"0","Hole",0
"0","Interpol",0
"0","Joy Division",0
"0","New Order",0
"0","Nirvana",0
"0","Red Hot Chili Peppers",0
"0","Sonic Youth",0
"0","System Of A Down",0
"0","The Cure",0
"0","The Killers",0
"0","The Smiths",0
"0","The White Stripes",0
"0","Tool",0
"0","Tori Amos",0
"1","A Perfect Circle",2
"1","Air",1
"1","Audioslave",1
"1","Bauhaus",0
"1","Boy Division",2
"1","Depeche Mode",5
"1","Hole",1
"1","Interpol",3
"1","Joy Division",0
"1","New Order",1
"1","Nirvana",1
"1","Red Hot Chili Peppers",2
"1","Sonic Youth",1
"1","System Of A Down",0
"1","The Cure",3
"1","The Killers",1
"1","The Smiths",0
"1","The White Stripes",3
"1","Tool",0
"1","Tori Amos",1
"2","A Perfect Circle",5
"2","Air",1
"2","Audioslave",2
"2","Bauhaus",4
"2","Boy Division",1
"2","Depeche Mode",5
"2","Hole",1
"2","Interpol",4
"2","Joy Division",3
"2","New Order",9
"2","Nirvana",4
"2","Red Hot Chili Peppers",3
"2","Sonic Youth",3
"2","System Of A Down",2
"2","The Cure",1
"2","The Killers",3
"2","The Smiths",4
"2","The White Stripes",2
"2","Tool",3
"2","Tori Amos",1
"3","A Perfect Circle",3
"3","Air",4
"3","Audioslave",3
"3","Bauhaus",2
"3","Boy Division",1
"3","Depeche Mode",10
"3","Hole",3
"3","Interpol",4
"3","Joy Division",4
"3","New Order",2
"3","Nirvana",4
"3","Red Hot Chili Peppers",5
"3","Sonic Youth",2
"3","System Of A Down",3
"3","The Cure",5
"3","The Killers",7
"3","The Smiths",3
"3","The White Stripes",4
"3","Tool",5
"3","Tori Amos",4
"4","A Perfect Circle",1
"4","Air",4
"4","Audioslave",0
"4","Bauhaus",0
"4","Boy Division",3
"4","Depeche Mode",10
"4","Hole",0
"4","Interpol",5
"4","Joy Division",1
"4","New Order",4
"4","Nirvana",6
"4","Red Hot Chili Peppers",6
"4","Sonic Youth",3
"4","System Of A Down",5
"4","The Cure",16
"4","The Killers",7
"4","The Smiths",6
"4","The White Stripes",2
"4","Tool",4
"4","Tori Amos",3
"5","A Perfect Circle",2
"5","Air",2
"5","Audioslave",2
"5","Bauhaus",2
"5","Boy Division",0
"5","Depeche Mode",13
"5","Hole",1
"5","Interpol",3
"5","Joy Division",5
"5","New Order",5
"5","Nirvana",5
"5","Red Hot Chili Peppers",2
"5","Sonic Youth",5
"5","System Of A Down",3
"5","The Cure",3
"5","The Killers",1
"5","The Smiths",3
"5","The White Stripes",2
"5","Tool",1
"5","Tori Amos",5
"6","A Perfect Circle",0
"6","Air",1
"6","Audioslave",0
"6","Bauhaus",0
"6","Boy Division",0
"6","Depeche Mode",0
"6","Hole",0
"6","Interpol",0
"6","Joy Division",1
"6","New Order",0
"6","Nirvana",0
"6","Red Hot Chili Peppers",0
"6","Sonic Youth",1
"6","System Of A Down",0
"6","The Cure",0
"6","The Killers",1
"6","The Smiths",0
"6","The White Stripes",0
"6","Tool",0
"6","Tori Amos",1
