"month","artist","plays"
"2005-02","Backyard Babies",0
"2005-02","Deftones",0
"2005-02","Forgotten Boys",10
"2005-02","Guns N' Roses",1
"2005-02","Hanoi Rocks",0
"2005-02","Him",0
"2005-02","Johnny Cash",0
"2005-02","Korn",2
"2005-02","Metallica",0
"2005-02","Mötley Crüe",0
"2005-02","Motörhead",13
"2005-02","Nine Inch Nails",0
"2005-02","Queens Of The Stone Age",2
"2005-02","Skid Row",1
"2005-02","Slayer",0
"2005-02","Slipknot",0
"2005-02","The Darkness",6
"2005-02","The Hellacopters",0
"2005-02","The Stooges",0
"2005-02","Turbonegro",0
"2005-03","Backyard Babies",12
"2005-03","Deftones",20
"2005-03","Forgotten Boys",15
"2005-03","Guns N' Roses",18
"2005-03","Hanoi Rocks",0
"2005-03","Him",0
"2005-03","Johnny Cash",0
"2005-03","Korn",0
"2005-03","Metallica",0
"2005-03","Mötley Crüe",0
"2005-03","Motörhead",5
"2005-03","Nine Inch Nails",0
"2005-03","Queens Of The Stone Age",2
"2005-03","Skid Row",2
"2005-03","Slayer",0
"2005-03","Slipknot",0
"2005-03","The Darkness",3
"2005-03","The Hellacopters",30
"2005-03","The Stooges",7
"2005-03","Turbonegro",0
"2005-04","Backyard Babies",8
"2005-04","Deftones",4
"2005-04","Forgotten Boys",36
"2005-04","Guns N' Roses",16
"2005-04","Hanoi Rocks",0
"2005-04","Him",3
"2005-04","Johnny Cash",0
"2005-04","Korn",3
"2005-04","Metallica",9
"2005-04","Mötley Crüe",0
"2005-04","Motörhead",7
"2005-04","Nine Inch Nails",0
"2005-04","Queens Of The Stone Age",1
"2005-04","Skid Row",25
"2005-04","Slayer",37
"2005-04","Slipknot",0
"2005-04","The Darkness",9
"2005-04","The Hellacopters",20
"2005-04","The Stooges",14
"2005-04","Turbonegro",0
"2005-05","Backyard Babies",29
"2005-05","Deftones",3
"2005-05","Forgotten Boys",92
"2005-05","Guns N' Roses",44
"2005-05","Hanoi Rocks",0
"2005-05","Him",7
"2005-05","Johnny Cash",0
"2005-05","Korn",2
"2005-05","Metallica",4
"2005-05","Mötley Crüe",0
"2005-05","Motörhead",31
"2005-05","Nine Inch Nails",0
"2005-05","Queens Of The Stone Age",33
"2005-05","Skid Row",50
"2005-05","Slayer",2
"2005-05","Slipknot",0
"2005-05","The Darkness",40
"2005-05","The Hellacopters",148
"2005-05","The Stooges",39
"2005-05","Turbonegro",0
"2005-06","Backyard Babies",89
"2005-06","Deftones",0
"2005-06","Forgotten Boys",79
"2005-06","Guns N' Roses",0
"2005-06","Hanoi Rocks",38
"2005-06","Him",52
"2005-06","Johnny Cash",0
"2005-06","Korn",0
"2005-06","Metallica",7
"2005-06","Mötley Crüe",0
"2005-06","Motörhead",0
"2005-06","Nine Inch Nails",0
"2005-06","Queens Of The Stone Age",154
"2005-06","Skid Row",0
"2005-06","Slayer",18
"2005-06","Slipknot",3
"2005-06","The Darkness",34
"2005-06","The Hellacopters",150
"2005-06","The Stooges",44
"2005-06","Turbonegro",86
"2005-07","Backyard Babies",41
"2005-07","Deftones",55
"2005-07","Forgotten Boys",82
"2005-07","Guns N' Roses",18
"2005-07","Hanoi Rocks",31
"2005-07","Him",34
"2005-07","Johnny Cash",82
"2005-07","Korn",0
"2005-07","Metallica",0
"2005-07","Mötley Crüe",0
"2005-07","Motörhead",36
"2005-07","Nine Inch Nails",0
"2005-07","Queens Of The Stone Age",146
"2005-07","Skid Row",6
"2005-07","Slayer",26
"2005-07","Slipknot",8
"2005-07","The Darkness",41
"2005-07","The Hellacopters",119
"2005-07","The Stooges",18
"2005-07","Turbonegro",72
"2005-08","Backyard Babies",71
"2005-08","Deftones",59
"2005-08","Forgotten Boys",56
"2005-08","Guns N' Roses",10
"2005-08","Hanoi Rocks",83
"2005-08","Him",36
"2005-08","Johnny Cash",0
"2005-08","Korn",13
"2005-08","Metallica",0
"2005-08","Mötley Crüe",40
"2005-08","Motörhead",50
"2005-08","Nine Inch Nails",0
"2005-08","Queens Of The Stone Age",90
"2005-08","Skid Row",17
"2005-08","Slayer",31
"2005-08","Slipknot",0
"2005-08","The Darkness",30
"2005-08","The Hellacopters",126
"2005-08","The Stooges",46
"2005-08","Turbonegro",118
"2005-09","Backyard Babies",27
"2005-09","Deftones",217
"2005-09","Forgotten Boys",19
"2005-09","Guns N' Roses",0
"2005-09","Hanoi Rocks",4
"2005-09","Him",45
"2005-09","Johnny Cash",15
"2005-09","Korn",19
"2005-09","Metallica",14
"2005-09","Mötley Crüe",27
"2005-09","Motörhead",0
"2005-09","Nine Inch Nails",0
"2005-09","Queens Of The Stone Age",68
"2005-09","Skid Row",0
"2005-09","Slayer",0
"2005-09","Slipknot",69
"2005-09","The Darkness",10
"2005-09","The Hellacopters",7
"2005-09","The Stooges",8
"2005-09","Turbonegro",0
"2005-10","Backyard Babies",13
"2005-10","Deftones",27
"2005-10","Forgotten Boys",24
"2005-10","Guns N' Roses",39
"2005-10","Hanoi Rocks",12
"2005-10","Him",14
"2005-10","Johnny Cash",0
"2005-10","Korn",49
"2005-10","Metallica",2
"2005-10","Mötley Crüe",3
"2005-10","Motörhead",26
"2005-10","Nine Inch Nails",72
"2005-10","Queens Of The Stone Age",57
"2005-10","Skid Row",0
"2005-10","Slayer",0
"2005-10","Slipknot",53
"2005-10","The Darkness",11
"2005-10","The Hellacopters",19
"2005-10","The Stooges",46
"2005-10","Turbonegro",26
"2005-11","Backyard Babies",64
"2005-11","Deftones",0
