"month","artist","plays"
"2005-03","A Wilhelm Scream",0
"2005-03","Against Me!",0
"2005-03","Agent",0
"2005-03","Alkaline Trio",0
"2005-03","Betrayed",0
"2005-03","Brand New",0
"2005-03","Champion",0
"2005-03","Copeland",15
"2005-03","Crime In Stereo",0
"2005-03","Fugazi",0
"2005-03","Gatsbys American Dream",16
"2005-03","Polar Bear Club",0
"2005-03","Rise Against",16
"2005-03","Saosin",0
"2005-03","Saves The Day",0
"2005-03","Set Your Goals",0
"2005-03","Shook Ones",0
"2005-03","Texas Is The Reason",0
"2005-03","The Blood Brothers",13
"2005-03","Weatherbox",0
"2005-04","A Wilhelm Scream",0
"2005-04","Against Me!",0
"2005-04","Agent",0
"2005-04","Alkaline Trio",0
"2005-04","Betrayed",0
"2005-04","Brand New",0
"2005-04","Champion",0
"2005-04","Copeland",0
"2005-04","Crime In Stereo",0
"2005-04","Fugazi",0
"2005-04","Gatsbys American Dream",11
"2005-04","Polar Bear Club",0
"2005-04","Rise Against",0
"2005-04","Saosin",0
"2005-04","Saves The Day",14
"2005-04","Set Your Goals",0
"2005-04","Shook Ones",0
"2005-04","Texas Is The Reason",0
"2005-04","The Blood Brothers",3
"2005-04","Weatherbox",0
"2005-05","A Wilhelm Scream",4
"2005-05","Against Me!",0
"2005-05","Agent",0
"2005-05","Alkaline Trio",52
"2005-05","Betrayed",1
"2005-05","Brand New",0
"2005-05","Champion",1
"2005-05","Copeland",0
"2005-05","Crime In Stereo",0
"2005-05","Fugazi",0
"2005-05","Gatsbys American Dream",29
"2005-05","Polar Bear Club",0
"2005-05","Rise Against",0
"2005-05","Saosin",2
"2005-05","Saves The Day",0
"2005-05","Set Your Goals",5
"2005-05","Shook Ones",2
"2005-05","Texas Is The Reason",9
"2005-05","The Blood Brothers",0
"2005-05","Weatherbox",0
"2005-06","A Wilhelm Scream",1
"2005-06","Against Me!",0
"2005-06","Agent",0
"2005-06","Alkaline Trio",0
"2005-06","Betrayed",0
"2005-06","Brand New",1
"2005-06","Champion",0
"2005-06","Copeland",0
"2005-06","Crime In Stereo",0
"2005-06","Fugazi",0
"2005-06","Gatsbys American Dream",1
"2005-06","Polar Bear Club",0
"2005-06","Rise Against",0
"2005-06","Saosin",6
"2005-06","Saves The Day",0
"2005-06","Set Your Goals",0
"2005-06","Shook Ones",0
"2005-06","Texas Is The Reason",0
"2005-06","The Blood Brothers",0
"2005-06","Weatherbox",0
"2005-07","A Wilhelm Scream",1
"2005-07","Against Me!",1
"2005-07","Agent",0
"2005-07","Alkaline Trio",0
"2005-07","Betrayed",0
"2005-07","Brand New",0
"2005-07","Champion",0
"2005-07","Copeland",0
"2005-07","Crime In Stereo",35
"2005-07","Fugazi",0
"2005-07","Gatsbys American Dream",0
"2005-07","Polar Bear Club",0
"2005-07","Rise Against",0
"2005-07","Saosin",36
"2005-07","Saves The Day",2
"2005-07","Set Your Goals",0
"2005-07","Shook Ones",11
"2005-07","Texas Is The Reason",0
"2005-07","The Blood Brothers",0
"2005-07","Weatherbox",0
"2005-08","A Wilhelm Scream",4
"2005-08","Against Me!",12
"2005-08","Agent",0
"2005-08","Alkaline Trio",0
"2005-08","Betrayed",0
"2005-08","Brand New",0
"2005-08","Champion",0
"2005-08","Copeland",0
"2005-08","Crime In Stereo",4
"2005-08","Fugazi",0
"2005-08","Gatsbys American Dream",0
"2005-08","Polar Bear Club",0
"2005-08","Rise Against",18
"2005-08","Saosin",20
"2005-08","Saves The Day",0
"2005-08","Set Your Goals",0
"2005-08","Shook Ones",1
"2005-08","Texas Is The Reason",0
"2005-08","The Blood Brothers",0
"2005-08","Weatherbox",0
"2005-09","A Wilhelm Scream",0
"2005-09","Against Me!",138
"2005-09","Agent",0
"2005-09","Alkaline Trio",1
"2005-09","Betrayed",0
"2005-09","Brand New",0
"2005-09","Champion",0
"2005-09","Copeland",0
"2005-09","Crime In Stereo",3
"2005-09","Fugazi",0
"2005-09","Gatsbys American Dream",0
"2005-09","Polar Bear Club",0
"2005-09","Rise Against",70
"2005-09","Saosin",42
"2005-09","Saves The Day",4
"2005-09","Set Your Goals",1
"2005-09","Shook Ones",0
"2005-09","Texas Is The Reason",15
"2005-09","The Blood Brothers",0
"2005-09","Weatherbox",0
"2005-10","A Wilhelm Scream",0
"2005-10","Against Me!",0
"2005-10","Agent",0
"2005-10","Alkaline Trio",0
"2005-10","Betrayed",0
"2005-10","Brand New",0
"2005-10","Champion",0
"2005-10","Copeland",0
"2005-10","Crime In Stereo",4
"2005-10","Fugazi",0
"2005-10","Gatsbys American Dream",0
"2005-10","Polar Bear Club",0
"2005-10","Rise Against",0
"2005-10","Saosin",0
"2005-10","Saves The Day",11
"2005-10","Set Your Goals",10
"2005-10","Shook Ones",0
"2005-10","Texas Is The Reason",26
"2005-10","The Blood Brothers",0
"2005-10","Weatherbox",0
"2005-11","A Wilhelm Scream",0
"2005-11","Against Me!",1
"2005-11","Agent",0
"2005-11","Alkaline Trio",1
"2005-11","Betrayed",0
"2005-11","Brand New",15
"2005-11","Champion",10
"2005-11","Copeland",0
"2005-11","Crime In Stereo",14
"2005-11","Fugazi",0
"2005-11","Gatsbys American Dream",6
"2005-11","Polar Bear Club",0
"2005-11","Rise Against",1
"2005-11","Saosin",0
"2005-11","Saves The Day",11
"2005-11","Set Your Goals",12
"2005-11","Shook Ones",0
"2005-11","Texas Is The Reason",0
"2005-11","The Blood Brothers",0
"2005-11","Weatherbox",0
"2005-12","A Wilhelm Scream",0
"2005-12","Against Me!",0
"2005-12","Agent",0
"2005-12","Alkaline Trio",1
"2005-12","Betrayed",4
"2005-12","Brand New",0
"2005-12","Champion",46
"2005-12","Copeland",0
"2005-12","Crime In Stereo",0
"2005-12","Fugazi",0
"2005-12","Gatsbys American Dream",1
"2005-12","Polar Bear Club",0
"2005-12","Rise Against",0
"2005-12","Saosin",0
"2005-12","Saves The Day",0
"2005-12","Set Your Goals",0
"2005-12","Shook Ones",0
"2005-12","Texas Is The Reason",0
"2005-12","The Blood Brothers",0
"2005-12","Weatherbox",0
"2006-01","A Wilhelm Scream",0
"2006-01","Against Me!",27
"2006-01","Agent",0
"2006-01","Alkaline Trio",0
"2006-01","Betrayed",0
"2006-01","Brand New",0
"2006-01","Champion",28
"2006-01","Copeland",0
