"month","artist","plays"
"2006-08","Alanis Morissette",0
"2006-08","Apocalyptica",0
"2006-08","Avril Lavigne",0
"2006-08","Christina Aguilera",0
"2006-08","Coldplay",0
"2006-08","Enya",0
"2006-08","Evanescence",0
"2006-08","Green Day",0
"2006-08","Guns N' Roses",0
"2006-08","Jimmy Eat World",1
"2006-08","Lacuna Coil",1
"2006-08","Madonna",0
"2006-08","Moby",0
"2006-08","Nick Drake",0
"2006-08","Nightwish",3
"2006-08","Papa Roach",1
"2006-08","Placebo",0
"2006-08","Radiohead",0
"2006-08","Rammstein",1
"2006-08","The Prodigy",0
"2006-09","Alanis Morissette",0
"2006-09","Apocalyptica",0
"2006-09","Avril Lavigne",0
"2006-09","Christina Aguilera",1
"2006-09","Coldplay",0
"2006-09","Enya",1
"2006-09","Evanescence",0
"2006-09","Green Day",1
"2006-09","Guns N' Roses",1
"2006-09","Jimmy Eat World",0
"2006-09","Lacuna Coil",0
"2006-09","Madonna",0
"2006-09","Moby",0
"2006-09","Nick Drake",0
"2006-09","Nightwish",0
"2006-09","Papa Roach",0
"2006-09","Placebo",0
"2006-09","Radiohead",1
"2006-09","Rammstein",2
"2006-09","The Prodigy",2
"2006-10","Alanis Morissette",2
"2006-10","Apocalyptica",1
"2006-10","Avril Lavigne",2
"2006-10","Christina Aguilera",1
"2006-10","Coldplay",1
"2006-10","Enya",1
"2006-10","Evanescence",5
"2006-10","Green Day",1
"2006-10","Guns N' Roses",1
"2006-10","Jimmy Eat World",1
"2006-10","Lacuna Coil",0
"2006-10","Madonna",1
"2006-10","Moby",0
"2006-10","Nick Drake",0
"2006-10","Nightwish",0
"2006-10","Papa Roach",1
"2006-10","Placebo",0
"2006-10","Radiohead",0
"2006-10","Rammstein",3
"2006-10","The Prodigy",1
"2006-11","Alanis Morissette",0
"2006-11","Apocalyptica",0
"2006-11","Avril Lavigne",0
"2006-11","Christina Aguilera",1
"2006-11","Coldplay",0
"2006-11","Enya",0
"2006-11","Evanescence",0
"2006-11","Green Day",4
"2006-11","Guns N' Roses",0
"2006-11","Jimmy Eat World",0
"2006-11","Lacuna Coil",0
"2006-11","Madonna",0
"2006-11","Moby",0
"2006-11","Nick Drake",0
"2006-11","Nightwish",1
"2006-11","Papa Roach",2
"2006-11","Placebo",1
"2006-11","Radiohead",1
"2006-11","Rammstein",1
"2006-11","The Prodigy",1
"2006-12","Alanis Morissette",0
"2006-12","Apocalyptica",1
"2006-12","Avril Lavigne",0
"2006-12","Christina Aguilera",0
"2006-12","Coldplay",0
"2006-12","Enya",0
"2006-12","Evanescence",2
"2006-12","Green Day",1
"2006-12","Guns N' Roses",0
"2006-12","Jimmy Eat World",0
"2006-12","Lacuna Coil",1
"2006-12","Madonna",0
"2006-12","Moby",0
"2006-12","Nick Drake",0
"2006-12","Nightwish",1
"2006-12","Papa Roach",0
"2006-12","Placebo",0
"2006-12","Radiohead",0
"2006-12","Rammstein",2
"2006-12","The Prodigy",0
"2007-01","Alanis Morissette",0
"2007-01","Apocalyptica",0
"2007-01","Avril Lavigne",7
"2007-01","Christina Aguilera",0
"2007-01","Coldplay",0
"2007-01","Enya",0
"2007-01","Evanescence",15
"2007-01","Green Day",11
"2007-01","Guns N' Roses",0
"2007-01","Jimmy Eat World",0
"2007-01","Lacuna Coil",0
"2007-01","Madonna",0
"2007-01","Moby",0
"2007-01","Nick Drake",0
"2007-01","Nightwish",0
"2007-01","Papa Roach",0
"2007-01","Placebo",0
"2007-01","Radiohead",0
"2007-01","Rammstein",0
"2007-01","The Prodigy",0
"2007-02","Alanis Morissette",1
"2007-02","Apocalyptica",0
"2007-02","Avril Lavigne",1
"2007-02","Christina Aguilera",0
"2007-02","Coldplay",0
"2007-02","Enya",0
"2007-02","Evanescence",2
"2007-02","Green Day",0
"2007-02","Guns N' Roses",0
"2007-02","Jimmy Eat World",0
"2007-02","Lacuna Coil",0
"2007-02","Madonna",1
"2007-02","Moby",0
"2007-02","Nick Drake",1
"2007-02","Nightwish",1
"2007-02","Papa Roach",0
"2007-02","Placebo",0
"2007-02","Radiohead",0
"2007-02","Rammstein",0
"2007-02","The Prodigy",0
"2007-03","Alanis Morissette",0
"2007-03","Apocalyptica",0
"2007-03","Avril Lavigne",0
"2007-03","Christina Aguilera",0
"2007-03","Coldplay",0
"2007-03","Enya",0
"2007-03","Evanescence",0
"2007-03","Green Day",0
"2007-03","Guns N' Roses",0
"2007-03","Jimmy Eat World",0
"2007-03","Lacuna Coil",0
"2007-03","Madonna",0
"2007-03","Moby",0
"2007-03","Nick Drake",0
"2007-03","Nightwish",0
"2007-03","Papa Roach",0
"2007-03","Placebo",0
"2007-03","Radiohead",0
"2007-03","Rammstein",0
"2007-03","The Prodigy",0
"2007-04","Alanis Morissette",0
"2007-04","Apocalyptica",0
"2007-04","Avril Lavigne",0
"2007-04","Christina Aguilera",0
"2007-04","Coldplay",0
"2007-04","Enya",0
"2007-04","Evanescence",0
"2007-04","Green Day",0
"2007-04","Guns N' Roses",0
"2007-04","Jimmy Eat World",0
"2007-04","Lacuna Coil",0
"2007-04","Madonna",0
"2007-04","Moby",0
"2007-04","Nick Drake",0
"2007-04","Nightwish",0
"2007-04","Papa Roach",0
"2007-04","Placebo",0
"2007-04","Radiohead",0
"2007-04","Rammstein",0
"2007-04","The Prodigy",0
"2007-05","Alanis Morissette",0
"2007-05","Apocalyptica",0
"2007-05","Avril Lavigne",0
"2007-05","Christina Aguilera",0
"2007-05","Coldplay",0
"2007-05","Enya",0
"2007-05","Evanescence",0
"2007-05","Green Day",0
"2007-05","Guns N' Roses",0
"2007-05","Jimmy Eat World",0
"2007-05","Lacuna Coil",0
"2007-05","Madonna",0
"2007-05","Moby",0
"2007-05","Nick Drake",0
"2007-05","Nightwish",0
"2007-05","Papa Roach",0
"2007-05","Placebo",0
"2007-05","Radiohead",0
"2007-05","Rammstein",0
"2007-05","The Prodigy",0
"2007-06","Alanis Morissette",0
"2007-06","Apocalyptica",0
"2007-06","Avril Lavigne",0
"2007-06","Christina Aguilera",0
"2007-06","Coldplay",0
"2007-06","Enya",0
"2007-06","Evanescence",0
"2007-06","Green Day",0
"2007-06","Guns N' Roses",0
"2007-06","Jimmy Eat World",0
"2007-06","Lacuna Coil",0
"2007-06","Madonna",0
"2007-06","Moby",0
"2007-06","Nick Drake",0
"2007-06","Nightwish",0
"2007-06","Papa Roach",0
"2007-06","Placebo",0
"2007-06","Radiohead",0
"2007-06","Rammstein",0
"2007-06","The Prodigy",0
"2007-07","Alanis Morissette",0
"2007-07","Apocalyptica",0
"2007-07","Avril Lavigne",0
"2007-07","Christina Aguilera",0
"2007-07","Coldplay",0
"2007-07","Enya",0
"2007-07","Evanescence",0
"2007-07","Green Day",0
"2007-07","Guns N' Roses",0
"2007-07","Jimmy Eat World",0
"2007-07","Lacuna Coil",0
"2007-07","Madonna",0
"2007-07","Moby",0
"2007-07","Nick Drake",0
"2007-07","Nightwish",0
"2007-07","Papa Roach",0
"2007-07","Placebo",0
"2007-07","Radiohead",0
"2007-07","Rammstein",0
"2007-07","The Prodigy",0
"2007-08","Alanis Morissette",0
"2007-08","Apocalyptica",0
"2007-08","Avril Lavigne",0
"2007-08","Christina Aguilera",0
"2007-08","Coldplay",0
"2007-08","Enya",0
"2007-08","Evanescence",0
"2007-08","Green Day",0
"2007-08","Guns N' Roses",0
"2007-08","Jimmy Eat World",0
"2007-08","Lacuna Coil",0
"2007-08","Madonna",0
"2007-08","Moby",0
"2007-08","Nick Drake",0
"2007-08","Nightwish",0
"2007-08","Papa Roach",0
"2007-08","Placebo",0
"2007-08","Radiohead",0
"2007-08","Rammstein",0
"2007-08","The Prodigy",0
"2007-09","Alanis Morissette",0
"2007-09","Apocalyptica",0
"2007-09","Avril Lavigne",0
"2007-09","Christina Aguilera",0
"2007-09","Coldplay",0
"2007-09","Enya",0
"2007-09","Evanescence",0
"2007-09","Green Day",0
"2007-09","Guns N' Roses",0
"2007-09","Jimmy Eat World",0
"2007-09","Lacuna Coil",0
"2007-09","Madonna",0
"2007-09","Moby",1
"2007-09","Nick Drake",0
"2007-09","Nightwish",0
"2007-09","Papa Roach",0
"2007-09","Placebo",0
"2007-09","Radiohead",0
"2007-09","Rammstein",0
"2007-09","The Prodigy",1
"2007-10","Alanis Morissette",0
"2007-10","Apocalyptica",0
"2007-10","Avril Lavigne",0
"2007-10","Christina Aguilera",0
"2007-10","Coldplay",0
"2007-10","Enya",0
"2007-10","Evanescence",0
"2007-10","Green Day",0
"2007-10","Guns N' Roses",0
"2007-10","Jimmy Eat World",0
"2007-10","Lacuna Coil",0
"2007-10","Madonna",0
"2007-10","Moby",0
"2007-10","Nick Drake",0
"2007-10","Nightwish",0
"2007-10","Papa Roach",0
"2007-10","Placebo",0
"2007-10","Radiohead",0
"2007-10","Rammstein",0
"2007-10","The Prodigy",0
"2007-11","Alanis Morissette",1
"2007-11","Apocalyptica",0
"2007-11","Avril Lavigne",0
"2007-11","Christina Aguilera",0
"2007-11","Coldplay",1
"2007-11","Enya",1
"2007-11","Evanescence",0
"2007-11","Green Day",0
"2007-11","Guns N' Roses",1
"2007-11","Jimmy Eat World",1
"2007-11","Lacuna Coil",0
"2007-11","Madonna",1
"2007-11","Moby",1
"2007-11","Nick Drake",1
"2007-11","Nightwish",0
"2007-11","Papa Roach",1
"2007-11","Placebo",2
"2007-11","Radiohead",1
"2007-11","Rammstein",0
"2007-11","The Prodigy",0
"2007-12","Alanis Morissette",0
"2007-12","Apocalyptica",0
"2007-12","Avril Lavigne",0
"2007-12","Christina Aguilera",0
"2007-12","Coldplay",0
"2007-12","Enya",0
"2007-12","Evanescence",0
"2007-12","Green Day",0
"2007-12","Guns N' Roses",0
"2007-12","Jimmy Eat World",0
"2007-12","Lacuna Coil",0
"2007-12","Madonna",0
"2007-12","Moby",0
"2007-12","Nick Drake",0
"2007-12","Nightwish",0
"2007-12","Papa Roach",0
"2007-12","Placebo",0
"2007-12","Radiohead",0
"2007-12","Rammstein",0
"2007-12","The Prodigy",0
"2008-01","Alanis Morissette",0
"2008-01","Apocalyptica",0
"2008-01","Avril Lavigne",0
"2008-01","Christina Aguilera",0
"2008-01","Coldplay",0
"2008-01","Enya",0
"2008-01","Evanescence",0
"2008-01","Green Day",0
"2008-01","Guns N' Roses",0
"2008-01","Jimmy Eat World",0
"2008-01","Lacuna Coil",0
"2008-01","Madonna",0
"2008-01","Moby",0
"2008-01","Nick Drake",0
"2008-01","Nightwish",0
"2008-01","Papa Roach",0
"2008-01","Placebo",0
"2008-01","Radiohead",0
"2008-01","Rammstein",0
"2008-01","The Prodigy",0
"2008-02","Alanis Morissette",0
"2008-02","Apocalyptica",0
"2008-02","Avril Lavigne",0
"2008-02","Christina Aguilera",0
"2008-02","Coldplay",0
"2008-02","Enya",0
"2008-02","Evanescence",0
"2008-02","Green Day",0
"2008-02","Guns N' Roses",0
"2008-02","Jimmy Eat World",0
"2008-02","Lacuna Coil",0
"2008-02","Madonna",0
"2008-02","Moby",0
"2008-02","Nick Drake",0
"2008-02","Nightwish",0
"2008-02","Papa Roach",0
"2008-02","Placebo",0
"2008-02","Radiohead",0
"2008-02","Rammstein",0
"2008-02","The Prodigy",0
"2008-03","Alanis Morissette",0
"2008-03","Apocalyptica",1
"2008-03","Avril Lavigne",0
"2008-03","Christina Aguilera",1
"2008-03","Coldplay",1
"2008-03","Enya",0
"2008-03","Evanescence",2
"2008-03","Green Day",0
"2008-03","Guns N' Roses",1
"2008-03","Jimmy Eat World",0
"2008-03","Lacuna Coil",1
"2008-03","Madonna",0
"2008-03","Moby",1
"2008-03","Nick Drake",1
"2008-03","Nightwish",1
"2008-03","Papa Roach",0
