"month","artist","plays"
"2007-09","Anton Maiden",0
"2007-09","Avenged Sevenfold",2
"2007-09","Back-On",0
"2007-09","Bruce Dickinson",2
"2007-09","Coming Century",0
"2007-09","Deep Purple",13
"2007-09","Dread Zeppelin",1
"2007-09","Dream Theater",0
"2007-09","Europe",4
"2007-09","Flair",0
"2007-09","Gemini Five",0
"2007-09","Iii",0
"2007-09","M.O.V.E",0
"2007-09","Mamonas Assassinas",0
"2007-09","Matanza",0
"2007-09","Pink Floyd",0
"2007-09","Pitty",0
"2007-09","Stratovarius",1
"2007-09","Twisted Sister",0
"2007-09","Van Halen",0
"2007-10","Anton Maiden",0
"2007-10","Avenged Sevenfold",0
"2007-10","Back-On",0
"2007-10","Bruce Dickinson",15
"2007-10","Coming Century",0
"2007-10","Deep Purple",238
"2007-10","Dread Zeppelin",26
"2007-10","Dream Theater",29
"2007-10","Europe",0
"2007-10","Flair",0
"2007-10","Gemini Five",0
"2007-10","Iii",2
"2007-10","M.O.V.E",1
"2007-10","Mamonas Assassinas",0
"2007-10","Matanza",0
"2007-10","Pink Floyd",98
"2007-10","Pitty",0
"2007-10","Stratovarius",0
"2007-10","Twisted Sister",0
"2007-10","Van Halen",292
"2007-11","Anton Maiden",0
"2007-11","Avenged Sevenfold",0
"2007-11","Back-On",0
"2007-11","Bruce Dickinson",4
"2007-11","Coming Century",1
"2007-11","Deep Purple",5
"2007-11","Dread Zeppelin",8
"2007-11","Dream Theater",5
"2007-11","Europe",0
"2007-11","Flair",0
"2007-11","Gemini Five",0
"2007-11","Iii",13
"2007-11","M.O.V.E",48
"2007-11","Mamonas Assassinas",24
"2007-11","Matanza",4
"2007-11","Pink Floyd",30
"2007-11","Pitty",0
"2007-11","Stratovarius",11
"2007-11","Twisted Sister",0
"2007-11","Van Halen",45
"2007-12","Anton Maiden",0
"2007-12","Avenged Sevenfold",37
"2007-12","Back-On",0
"2007-12","Bruce Dickinson",0
"2007-12","Coming Century",4
"2007-12","Deep Purple",0
"2007-12","Dread Zeppelin",1
"2007-12","Dream Theater",1
"2007-12","Europe",1
"2007-12","Flair",3
"2007-12","Gemini Five",0
"2007-12","Iii",136
"2007-12","M.O.V.E",3
"2007-12","Mamonas Assassinas",19
"2007-12","Matanza",95
"2007-12","Pink Floyd",0
"2007-12","Pitty",1
"2007-12","Stratovarius",0
"2007-12","Twisted Sister",0
"2007-12","Van Halen",0
"2008-01","Anton Maiden",2
"2008-01","Avenged Sevenfold",0
"2008-01","Back-On",11
"2008-01","Bruce Dickinson",0
"2008-01","Coming Century",12
"2008-01","Deep Purple",7
"2008-01","Dread Zeppelin",0
"2008-01","Dream Theater",2
"2008-01","Europe",0
"2008-01","Flair",3
"2008-01","Gemini Five",0
"2008-01","Iii",318
"2008-01","M.O.V.E",17
"2008-01","Mamonas Assassinas",20
"2008-01","Matanza",100
"2008-01","Pink Floyd",3
"2008-01","Pitty",3
"2008-01","Stratovarius",3
"2008-01","Twisted Sister",0
"2008-01","Van Halen",1
"2008-02","Anton Maiden",0
"2008-02","Avenged Sevenfold",1
"2008-02","Back-On",22
"2008-02","Bruce Dickinson",0
"2008-02","Coming Century",22
"2008-02","Deep Purple",0
"2008-02","Dread Zeppelin",0
"2008-02","Dream Theater",1
"2008-02","Europe",1
"2008-02","Flair",0
"2008-02","Gemini Five",0
"2008-02","Iii",163
"2008-02","M.O.V.E",5
"2008-02","Mamonas Assassinas",19
"2008-02","Matanza",47
"2008-02","Pink Floyd",0
"2008-02","Pitty",0
"2008-02","Stratovarius",6
"2008-02","Twisted Sister",1
"2008-02","Van Halen",0
"2008-03","Anton Maiden",0
"2008-03","Avenged Sevenfold",0
"2008-03","Back-On",0
"2008-03","Bruce Dickinson",0
"2008-03","Coming Century",0
"2008-03","Deep Purple",0
"2008-03","Dread Zeppelin",0
"2008-03","Dream Theater",0
"2008-03","Europe",0
"2008-03","Flair",0
"2008-03","Gemini Five",0
"2008-03","Iii",0
"2008-03","M.O.V.E",0
"2008-03","Mamonas Assassinas",0
"2008-03","Matanza",0
"2008-03","Pink Floyd",0
"2008-03","Pitty",0
"2008-03","Stratovarius",0
"2008-03","Twisted Sister",6
"2008-03","Van Halen",0
"2008-04","Anton Maiden",34
"2008-04","Avenged Sevenfold",0
"2008-04","Back-On",0
"2008-04","Bruce Dickinson",3
"2008-04","Coming Century",0
"2008-04","Deep Purple",12
"2008-04","Dread Zeppelin",0
"2008-04","Dream Theater",3
"2008-04","Europe",0
"2008-04","Flair",0
"2008-04","Gemini Five",0
"2008-04","Iii",0
"2008-04","M.O.V.E",4
"2008-04","Mamonas Assassinas",0
"2008-04","Matanza",139
"2008-04","Pink Floyd",0
"2008-04","Pitty",0
"2008-04","Stratovarius",0
"2008-04","Twisted Sister",2
"2008-04","Van Halen",16
"2008-05","Anton Maiden",1
"2008-05","Avenged Sevenfold",4
"2008-05","Back-On",1
"2008-05","Bruce Dickinson",0
"2008-05","Coming Century",1
"2008-05","Deep Purple",0
"2008-05","Dread Zeppelin",0
"2008-05","Dream Theater",0
"2008-05","Europe",0
"2008-05","Flair",1
"2008-05","Gemini Five",13
"2008-05","Iii",24
"2008-05","M.O.V.E",0
"2008-05","Mamonas Assassinas",14
"2008-05","Matanza",13
"2008-05","Pink Floyd",0
"2008-05","Pitty",6
"2008-05","Stratovarius",0
"2008-05","Twisted Sister",0
"2008-05","Van Halen",2
"2008-06","Anton Maiden",0
"2008-06","Avenged Sevenfold",0
"2008-06","Back-On",0
"2008-06","Bruce Dickinson",0
"2008-06","Coming Century",0
"2008-06","Deep Purple",0
"2008-06","Dread Zeppelin",0
"2008-06","Dream Theater",0
"2008-06","Europe",0
"2008-06","Flair",0
"2008-06","Gemini Five",0
"2008-06","Iii",0
"2008-06","M.O.V.E",0
"2008-06","Mamonas Assassinas",0
"2008-06","Matanza",0
"2008-06","Pink Floyd",0
"2008-06","Pitty",0
"2008-06","Stratovarius",0
"2008-06","Twisted Sister",0
"2008-06","Van Halen",0
"2008-07","Anton Maiden",0
"2008-07","Avenged Sevenfold",0
"2008-07","Back-On",0
"2008-07","Bruce Dickinson",2
"2008-07","Coming Century",0
"2008-07","Deep Purple",0
"2008-07","Dread Zeppelin",0
"2008-07","Dream Theater",0
"2008-07","Europe",0
"2008-07","Flair",0
"2008-07","Gemini Five",25
"2008-07","Iii",0
"2008-07","M.O.V.E",0
"2008-07","Mamonas Assassinas",0
"2008-07","Matanza",0
"2008-07","Pink Floyd",1
"2008-07","Pitty",0
"2008-07","Stratovarius",0
"2008-07","Twisted Sister",0
"2008-07","Van Halen",0
"2008-08","Anton Maiden",2
"2008-08","Avenged Sevenfold",8
"2008-08","Back-On",2
"2008-08","Bruce Dickinson",0
"2008-08","Coming Century",2
"2008-08","Deep Purple",0
"2008-08","Dread Zeppelin",0
"2008-08","Dream Theater",0
"2008-08","Europe",5
"2008-08","Flair",1
"2008-08","Gemini Five",26
"2008-08","Iii",10
"2008-08","M.O.V.E",2
"2008-08","Mamonas Assassinas",0
"2008-08","Matanza",0
"2008-08","Pink Floyd",2
"2008-08","Pitty",13
"2008-08","Stratovarius",3
"2008-08","Twisted Sister",3
"2008-08","Van Halen",0
"2008-09","Anton Maiden",0
"2008-09","Avenged Sevenfold",0
"2008-09","Back-On",0
"2008-09","Bruce Dickinson",1
"2008-09","Coming Century",0
"2008-09","Deep Purple",3
"2008-09","Dread Zeppelin",2
"2008-09","Dream Theater",0
"2008-09","Europe",0
"2008-09","Flair",0
"2008-09","Gemini Five",3
"2008-09","Iii",0
"2008-09","M.O.V.E",0
"2008-09","Mamonas Assassinas",16
"2008-09","Matanza",0
"2008-09","Pink Floyd",0
"2008-09","Pitty",2
"2008-09","Stratovarius",1
"2008-09","Twisted Sister",2
"2008-09","Van Halen",3
