"weekday","artist","plays"
"0","Aborted",12
"0","Agalloch",11
"0","Anaal Nathrakh",0
"0","Animosity",1
"0","Arcturus",1
"0","Behemoth",1
"0","Beneath The Massacre",9
"0","Bloodbath",1
"0","Brain Drill",9
"0","Cattle Decapitation",43
"0","Cradle Of Filth",0
"0","Dark Funeral",14
"0","Dissection",34
"0","Emperor",6
"0","Enslaved",0
"0","Every Time I Die",2
"0","Knights Of The Abyss",28
"0","Norther",0
"0","Opeth",8
"0","Satyricon",3
"1","Aborted",17
"1","Agalloch",9
"1","Anaal Nathrakh",22
"1","Animosity",1
"1","Arcturus",0
"1","Behemoth",4
"1","Beneath The Massacre",10
"1","Bloodbath",17
"1","Brain Drill",1
"1","Cattle Decapitation",68
"1","Cradle Of Filth",3
"1","Dark Funeral",7
"1","Dissection",23
"1","Emperor",1
"1","Enslaved",10
"1","Every Time I Die",9
"1","Knights Of The Abyss",7
"1","Norther",11
"1","Opeth",3
"1","Satyricon",3
"2","Aborted",3
"2","Agalloch",16
"2","Anaal Nathrakh",5
"2","Animosity",37
"2","Arcturus",1
"2","Behemoth",4
"2","Beneath The Massacre",2
"2","Bloodbath",1
"2","Brain Drill",1
"2","Cattle Decapitation",74
"2","Cradle Of Filth",3
"2","Dark Funeral",7
"2","Dissection",25
"2","Emperor",5
"2","Enslaved",13
"2","Every Time I Die",2
"2","Knights Of The Abyss",14
"2","Norther",11
"2","Opeth",52
"2","Satyricon",14
"3","Aborted",31
"3","Agalloch",1
"3","Anaal Nathrakh",6
"3","Animosity",108
"3","Arcturus",13
"3","Behemoth",18
"3","Beneath The Massacre",3
"3","Bloodbath",4
"3","Brain Drill",1
"3","Cattle Decapitation",41
"3","Cradle Of Filth",3
"3","Dark Funeral",37
"3","Dissection",12
"3","Emperor",27
"3","Enslaved",38
"3","Every Time I Die",0
"3","Knights Of The Abyss",75
"3","Norther",3
"3","Opeth",56
"3","Satyricon",4
"4","Aborted",6
"4","Agalloch",9
"4","Anaal Nathrakh",6
"4","Animosity",13
"4","Arcturus",9
"4","Behemoth",9
"4","Beneath The Massacre",5
"4","Bloodbath",3
"4","Brain Drill",7
"4","Cattle Decapitation",6
"4","Cradle Of Filth",7
"4","Dark Funeral",13
"4","Dissection",18
"4","Emperor",6
"4","Enslaved",7
"4","Every Time I Die",1
"4","Knights Of The Abyss",19
"4","Norther",5
"4","Opeth",13
"4","Satyricon",6
"5","Aborted",0
"5","Agalloch",2
"5","Anaal Nathrakh",1
"5","Animosity",0
"5","Arcturus",2
"5","Behemoth",1
"5","Beneath The Massacre",8
"5","Bloodbath",1
"5","Brain Drill",24
"5","Cattle Decapitation",31
"5","Cradle Of Filth",9
"5","Dark Funeral",14
"5","Dissection",19
"5","Emperor",20
"5","Enslaved",1
"5","Every Time I Die",2
"5","Knights Of The Abyss",26
"5","Norther",2
"5","Opeth",3
"5","Satyricon",3
"6","Aborted",13
"6","Agalloch",10
"6","Anaal Nathrakh",9
"6","Animosity",1
"6","Arcturus",6
"6","Behemoth",2
"6","Beneath The Massacre",7
"6","Bloodbath",12
"6","Brain Drill",0
"6","Cattle Decapitation",17
"6","Cradle Of Filth",6
"6","Dark Funeral",16
"6","Dissection",16
"6","Emperor",1
"6","Enslaved",0
"6","Every Time I Die",0
"6","Knights Of The Abyss",20
"6","Norther",1
"6","Opeth",3
"6","Satyricon",2
