"weekday","artist","plays"
"0","Ani Difranco",0
"0","Apparat",10
"0","Broken Social Scene",10
"0","Depeche Mode",6
"0","Editors",2
"0","Ellen Allien & Apparat",0
"0","Feist",4
"0","Front 242",26
"0","Goldfrapp",2
"0","Gravenhurst",3
"0","Hearhere",21
"0","Interpol",16
"0","Les Mercredis",21
"0","Metric",31
"0","Nine Inch Nails",11
"0","Parts & Labor",2
"0","Stars",6
"0","Ted Leo And The Pharmacists",0
"0","We Are Scientists",12
"0","Yeah Yeah Yeahs",4
"1","Ani Difranco",10
"1","Apparat",0
"1","Broken Social Scene",33
"1","Depeche Mode",56
"1","Editors",26
"1","Ellen Allien & Apparat",40
"1","Feist",28
"1","Front 242",57
"1","Goldfrapp",20
"1","Gravenhurst",34
"1","Hearhere",28
"1","Interpol",70
"1","Les Mercredis",129
"1","Metric",9
"1","Nine Inch Nails",176
"1","Parts & Labor",78
"1","Stars",5
"1","Ted Leo And The Pharmacists",18
"1","We Are Scientists",83
"1","Yeah Yeah Yeahs",101
"2","Ani Difranco",7
"2","Apparat",1
"2","Broken Social Scene",2
"2","Depeche Mode",76
"2","Editors",0
"2","Ellen Allien & Apparat",21
"2","Feist",2
"2","Front 242",50
"2","Goldfrapp",3
"2","Gravenhurst",15
"2","Hearhere",46
"2","Interpol",25
"2","Les Mercredis",29
"2","Metric",43
"2","Nine Inch Nails",183
"2","Parts & Labor",16
"2","Stars",16
"2","Ted Leo And The Pharmacists",11
"2","We Are Scientists",132
"2","Yeah Yeah Yeahs",53
"3","Ani Difranco",6
"3","Apparat",21
"3","Broken Social Scene",35
"3","Depeche Mode",39
"3","Editors",28
"3","Ellen Allien & Apparat",1
"3","Feist",20
"3","Front 242",2
"3","Goldfrapp",3
"3","Gravenhurst",5
"3","Hearhere",57
"3","Interpol",44
"3","Les Mercredis",52
"3","Metric",32
"3","Nine Inch Nails",187
"3","Parts & Labor",0
"3","Stars",93
"3","Ted Leo And The Pharmacists",19
"3","We Are Scientists",155
"3","Yeah Yeah Yeahs",9
"4","Ani Difranco",0
"4","Apparat",6
"4","Broken Social Scene",56
"4","Depeche Mode",29
"4","Editors",2
"4","Ellen Allien & Apparat",28
"4","Feist",29
"4","Front 242",0
"4","Goldfrapp",1
"4","Gravenhurst",10
"4","Hearhere",82
"4","Interpol",80
"4","Les Mercredis",28
"4","Metric",16
"4","Nine Inch Nails",110
"4","Parts & Labor",68
"4","Stars",8
"4","Ted Leo And The Pharmacists",7
"4","We Are Scientists",91
"4","Yeah Yeah Yeahs",34
"5","Ani Difranco",44
"5","Apparat",23
"5","Broken Social Scene",57
"5","Depeche Mode",13
"5","Editors",13
"5","Ellen Allien & Apparat",13
"5","Feist",12
"5","Front 242",48
"5","Goldfrapp",4
"5","Gravenhurst",1
"5","Hearhere",64
"5","Interpol",45
"5","Les Mercredis",22
"5","Metric",67
"5","Nine Inch Nails",134
"5","Parts & Labor",13
"5","Stars",37
"5","Ted Leo And The Pharmacists",23
"5","We Are Scientists",48
"5","Yeah Yeah Yeahs",43
"6","Ani Difranco",0
"6","Apparat",7
"6","Broken Social Scene",6
"6","Depeche Mode",5
"6","Editors",0
"6","Ellen Allien & Apparat",0
"6","Feist",1
"6","Front 242",3
"6","Goldfrapp",2
"6","Gravenhurst",10
"6","Hearhere",1
"6","Interpol",1
"6","Les Mercredis",9
"6","Metric",24
"6","Nine Inch Nails",17
"6","Parts & Labor",3
"6","Stars",28
"6","Ted Leo And The Pharmacists",0
"6","We Are Scientists",6
"6","Yeah Yeah Yeahs",46
