"weekday","artist","plays"
"0","Ac/Dc",347
"0","Bad Religion",40
"0","Black Sabbath",32
"0","Deep Purple",57
"0","Dread Zeppelin",76
"0","Dream Theater",435
"0","Foo Fighters",134
"0","Genesis",197
"0","King Crimson",43
"0","Led Zeppelin",54
"0","Led Zeppelin Jam",18
"0","Lez Zeppelin",20
"0","Metallica",59
"0","Pearl Jam",365
"0","Pink Floyd",165
"0","Rush",751
"0","Soda Stereo",411
"0","The Black Crowes",74
"0","The Cult",76
"0","Yes",135
"1","Ac/Dc",217
"1","Bad Religion",40
"1","Black Sabbath",24
"1","Deep Purple",75
"1","Dread Zeppelin",34
"1","Dream Theater",273
"1","Foo Fighters",116
"1","Genesis",234
"1","King Crimson",50
"1","Led Zeppelin",42
"1","Led Zeppelin Jam",15
"1","Lez Zeppelin",15
"1","Metallica",52
"1","Pearl Jam",178
"1","Pink Floyd",178
"1","Rush",649
"1","Soda Stereo",204
"1","The Black Crowes",45
"1","The Cult",34
"1","Yes",135
"2","Ac/Dc",203
"2","Bad Religion",35
"2","Black Sabbath",20
"2","Deep Purple",34
"2","Dread Zeppelin",55
"2","Dream Theater",310
"2","Foo Fighters",46
"2","Genesis",197
"2","King Crimson",41
"2","Led Zeppelin",52
"2","Led Zeppelin Jam",20
"2","Lez Zeppelin",23
"2","Metallica",38
"2","Pearl Jam",149
"2","Pink Floyd",128
"2","Rush",652
"2","Soda Stereo",161
"2","The Black Crowes",37
"2","The Cult",75
"2","Yes",144
"3","Ac/Dc",256
"3","Bad Religion",95
"3","Black Sabbath",21
"3","Deep Purple",28
"3","Dread Zeppelin",42
"3","Dream Theater",200
"3","Foo Fighters",95
"3","Genesis",203
"3","King Crimson",51
"3","Led Zeppelin",46
"3","Led Zeppelin Jam",13
"3","Lez Zeppelin",18
"3","Metallica",66
"3","Pearl Jam",215
"3","Pink Floyd",188
"3","Rush",651
"3","Soda Stereo",186
"3","The Black Crowes",75
"3","The Cult",28
"3","Yes",139
"4","Ac/Dc",164
"4","Bad Religion",45
"4","Black Sabbath",11
"4","Deep Purple",49
"4","Dread Zeppelin",60
"4","Dream Theater",235
"4","Foo Fighters",77
"4","Genesis",174
"4","King Crimson",36
"4","Led Zeppelin",54
"4","Led Zeppelin Jam",19
"4","Lez Zeppelin",21
"4","Metallica",35
"4","Pearl Jam",324
"4","Pink Floyd",117
"4","Rush",621
"4","Soda Stereo",238
"4","The Black Crowes",56
"4","The Cult",79
"4","Yes",127
"5","Ac/Dc",164
"5","Bad Religion",64
"5","Black Sabbath",10
"5","Deep Purple",51
"5","Dread Zeppelin",49
"5","Dream Theater",200
"5","Foo Fighters",70
"5","Genesis",155
"5","King Crimson",41
"5","Led Zeppelin",51
"5","Led Zeppelin Jam",19
"5","Lez Zeppelin",20
"5","Metallica",23
"5","Pearl Jam",289
"5","Pink Floyd",138
"5","Rush",561
"5","Soda Stereo",146
"5","The Black Crowes",72
"5","The Cult",21
"5","Yes",120
"6","Ac/Dc",341
"6","Bad Religion",77
"6","Black Sabbath",19
"6","Deep Purple",60
"6","Dread Zeppelin",41
"6","Dream Theater",254
"6","Foo Fighters",56
"6","Genesis",206
"6","King Crimson",68
"6","Led Zeppelin",46
"6","Led Zeppelin Jam",24
"6","Lez Zeppelin",19
"6","Metallica",30
"6","Pearl Jam",299
"6","Pink Floyd",181
"6","Rush",559
"6","Soda Stereo",278
"6","The Black Crowes",104
"6","The Cult",56
"6","Yes",154
