"user.id","artist","preferred.listening.weekdays","avoided.listening.weekdays","mean.plays","sd.plays","var.plays"
"user_000106","Burial","Sun","Fri",0.541570150099659,0.373358098791841,0.139396269933458
"user_000106","The Cinematic Orchestra","Mon","",0.206880245681639,0.393212921315709,0.154616401489634
"user_000106","The Knife","Sat","",0.757660497193069,0.298807957997972,0.0892861957629181
"user_000106","Booka Shade","Sun/Fri","Wed/Sat",0.587130679218262,0.579818079647152,0.336189005485711
"user_000106","Led Zeppelin","Fri","",2.34128094804453,5.52775679375361,30.5560951708892
"user_000106","Radiohead","Fri/Sat","",1.12515433135321,0.95010471676718,0.902698972823242
"user_000106","Ready Made Fc Feat. Yael Naïm","Thu/Sat","Fri",0.436288666040472,0.431071349272541,0.185822508163649
"user_000106","Beirut","Fri/Sat","Sun/Tue",0.808928886473654,0.907678873397607,0.82388093721235
"user_000106","Black Sabbath","Sun/Sat","Wed/Thu/Fri",0.524958878854435,0.603909031638005,0.364706118493953
"user_000106","Bob Marley & The Wailers","Sun/Thu","Fri/Sat",0.497096286390814,0.388282397171472,0.150763219953225
"user_000106","Chairlift","Tue/Thu","",0.363258970022549,0.478846320212698,0.229293798381242
"user_000106","Cut Copy","Fri","Sun/Wed/Sat",0.948884337768391,1.79943802121223,3.23797719218418
"user_000106","David Bowie","Fri","Sat",0.723323841674431,1.040135915061,1.08188272179979
"user_000106","Jurassic 5","Thu","",0.142857142857143,0.377964473009227,0.142857142857143
"user_000106","Mia.","Sun/Mon/Thu","",0.465608284771947,0.583167915686971,0.340084817886686
"user_000106","Muse","Tue/Wed/Thu","Fri/Sat",0.605384924698898,0.465620183089083,0.216802154899912
"user_000106","Shapeshifter","Wed/Thu","Fri/Sat",0.406248791094954,0.396853897205709,0.157493015727359
"user_000106","Simian Mobile Disco","Thu/Fri","",0.595753205128205,1.10847462328036,1.22871599045653
"user_000106","Soulwax","Wed","",0.356093791687258,0.818996129095066,0.670754659472703
"user_000106","Tegan And Sara","Mon/Tue","",0.233613128398992,0.377136140396427,0.142231668393114
"user_000106","The Strokes","Sat","",1.71120593692022,3.22305080635309,10.3880565003333
"user_000106","Air","Sat","",1.40684802662519,3.27267139656858,10.7103780699182
"user_000106","Billy Idol","Thu","Fri",0.647080409143285,0.327643230696244,0.107350086621072
"user_000106","Bishop Allen","Sun/Mon","Fri/Sat",0.452568562857765,0.415560132595168,0.172690223802513
"user_000106","Björk","Sun/Tue","Fri/Sat",0.564883555191648,0.435208301905879,0.189406266047799
"user_000106","Bjork & Paul Oakenfold","Sun/Wed","Thu/Fri/Sat",0.475302120871846,0.512918261589194,0.263085143071681
"user_000106","Blackalicious","Sun/Tue","",0.378580176174747,0.519855032480893,0.27024925479571
"user_000106","Blackalicious Feat Jurassic 5","Sun/Mon/Tue","",0.367284844439453,0.486583671135014,0.236763669015228
"user_000106","Bloc Party","Sun/Tue","Fri/Sat",0.395427384974702,0.408226653119846,0.166649000317431
"user_000106","Blockhead","Sun/Wed","Thu/Fri/Sat",0.373251370093355,0.448712121037922,0.201342567566351
"user_000106","Blondie","Tue/Thu","Fri/Sat",0.590065481927857,0.417312282401094,0.17414954104281
"user_000106","Boards Of Canada","Sun/Mon/Tue","Thu/Fri/Sat",0.437867192476133,0.498889963648975,0.248891195829676
"user_000106","Bob Dylan","Sun/Mon","Thu/Fri/Sat",0.473327247356981,0.507684296153087,0.257743344560455
"user_000106","Bodyrox And Luciana","Wed/Thu","Fri/Sat",0.613409961137134,0.777578716390336,0.604628660183243
"user_000106","Bomb The Bass","Sun/Mon/Tue","",0.362101979386807,0.467338956211551,0.218405699992902
"user_000106","Bone Thugs-N-Harmony","Sun/Mon/Tue","",0.466352332390994,0.583966143307294,0.341016456529195
"user_000106","Boney M.","Sun/Mon/Tue","",0.353651398082731,0.480256915531203,0.230646704915545
"user_000106","Bonobo","Sun/Mon/Tue","Thu/Fri/Sat",0.450639630701683,0.501655925009639,0.251658667097276
"user_000106","Brand New","Sun/Tue","Thu/Fri/Sat",0.405787422135209,0.443345055874154,0.196554838568057
"user_000106","Breakestra","Sun/Mon/Tue","Thu/Fri/Sat",0.455572128735716,0.479368063911838,0.229793740698584
"user_000106","Bright Eyes","Sun/Mon/Tue","",0.466352332390994,0.583966143307294,0.341016456529195
"user_000106","Buzz Feat Roy Ayers","Sun/Mon/Tue","",0.466352332390994,0.583966143307294,0.341016456529195
"user_000106","Cary Brothers","Tue","Fri/Sat",0.381943399892725,0.347952407109326,0.121070877613174
"user_000106","Cut Off Your Hands","Fri","",2.29002898941549,5.5542870355608,30.8501044733988
"user_000106","Digitalism","Fri","",2.19767975756834,5.58105020520163,31.1481213929811
"user_000106","Dj Jazzy Jeff","Thu/Sat","Sun/Wed/Fri",0.530469447132487,0.814009523112092,0.662611503717175
"user_000106","Dread Zeppelin","Mon/Wed","",0.382952889024691,0.516140908958902,0.266401437900922
"user_000106","Ernest Ranglin","Tue/Thu","Sun/Fri/Sat",0.382966737798612,0.432144686689068,0.186749030233593
"user_000106","Franz Ferdinand","Wed/Thu","",0.300408163265306,0.513903107867618,0.264096404275996
"user_000106","Fujiya & Miyagi","Fri","",1.31924170594957,2.72580311682928,7.43000263171621
