"weekday","artist","plays"
"0","7 Seconds",50
"0","All Bets Off",89
"0","American Nightmare",56
"0","Bad Brains",94
"0","Black Flag",31
"0","Blink-182",45
"0","Blood For Blood",181
"0","Ceremony",86
"0","Descendents",148
"0","Infest",254
"0","Jawbreaker",73
"0","Kill Your Idols",75
"0","Killing The Dream",106
"0","Life Long Tragedy",26
"0","Misfits",71
"0","Saves The Day",109
"0","Set It Straight",62
"0","Sheer Terror",131
"0","The Movielife",65
"0","Tragedy",196
"1","7 Seconds",45
"1","All Bets Off",41
"1","American Nightmare",49
"1","Bad Brains",196
"1","Black Flag",52
"1","Blink-182",68
"1","Blood For Blood",226
"1","Ceremony",80
"1","Descendents",204
"1","Infest",108
"1","Jawbreaker",76
"1","Kill Your Idols",44
"1","Killing The Dream",82
"1","Life Long Tragedy",19
"1","Misfits",78
"1","Saves The Day",106
"1","Set It Straight",30
"1","Sheer Terror",87
"1","The Movielife",3
"1","Tragedy",121
"2","7 Seconds",21
"2","All Bets Off",20
"2","American Nightmare",31
"2","Bad Brains",144
"2","Black Flag",40
"2","Blink-182",58
"2","Blood For Blood",259
"2","Ceremony",58
"2","Descendents",221
"2","Infest",244
"2","Jawbreaker",57
"2","Kill Your Idols",19
"2","Killing The Dream",83
"2","Life Long Tragedy",26
"2","Misfits",128
"2","Saves The Day",70
"2","Set It Straight",24
"2","Sheer Terror",196
"2","The Movielife",21
"2","Tragedy",116
"3","7 Seconds",97
"3","All Bets Off",47
"3","American Nightmare",115
"3","Bad Brains",139
"3","Black Flag",99
"3","Blink-182",119
"3","Blood For Blood",143
"3","Ceremony",44
"3","Descendents",173
"3","Infest",144
"3","Jawbreaker",106
"3","Kill Your Idols",105
"3","Killing The Dream",108
"3","Life Long Tragedy",29
"3","Misfits",89
"3","Saves The Day",86
"3","Set It Straight",28
"3","Sheer Terror",95
"3","The Movielife",32
"3","Tragedy",89
"4","7 Seconds",81
"4","All Bets Off",52
"4","American Nightmare",26
"4","Bad Brains",155
"4","Black Flag",60
"4","Blink-182",48
"4","Blood For Blood",170
"4","Ceremony",34
"4","Descendents",69
"4","Infest",134
"4","Jawbreaker",207
"4","Kill Your Idols",65
"4","Killing The Dream",115
"4","Life Long Tragedy",39
"4","Misfits",107
"4","Saves The Day",81
"4","Set It Straight",78
"4","Sheer Terror",191
"4","The Movielife",19
"4","Tragedy",233
"5","7 Seconds",77
"5","All Bets Off",53
"5","American Nightmare",58
"5","Bad Brains",56
"5","Black Flag",146
"5","Blink-182",68
"5","Blood For Blood",184
"5","Ceremony",148
"5","Descendents",131
"5","Infest",163
"5","Jawbreaker",163
"5","Kill Your Idols",167
"5","Killing The Dream",65
"5","Life Long Tragedy",35
"5","Misfits",231
"5","Saves The Day",170
"5","Set It Straight",29
"5","Sheer Terror",169
"5","The Movielife",45
"5","Tragedy",111
"6","7 Seconds",84
"6","All Bets Off",45
"6","American Nightmare",55
"6","Bad Brains",54
"6","Black Flag",99
"6","Blink-182",59
"6","Blood For Blood",152
"6","Ceremony",141
"6","Descendents",183
"6","Infest",143
"6","Jawbreaker",23
"6","Kill Your Idols",41
"6","Killing The Dream",57
"6","Life Long Tragedy",16
"6","Misfits",131
"6","Saves The Day",87
"6","Set It Straight",84
"6","Sheer Terror",158
"6","The Movielife",36
"6","Tragedy",231
