"weekday","artist","plays"
"0","65Daysofstatic",75
"0","At The Drive-In",79
"0","Between The Buried And Me",100
"0","Bloc Party",5
"0","Cinemechanica",49
"0","Eluvium",38
"0","Explosions In The Sky",197
"0","Maserati",29
"0","Mastodon",43
"0","Modest Mouse",269
"0","Muse",422
"0","Of Montreal",20
"0","Pinback",75
"0","Radiohead",12
"0","Sigur Rós",21
"0","The Fall Of Troy",65
"0","The Mars Volta",153
"0","This Will Destroy You",54
"0","We Versus The Shark",58
"0","Yndi Halda",39
"1","65Daysofstatic",120
"1","At The Drive-In",163
"1","Between The Buried And Me",193
"1","Bloc Party",26
"1","Cinemechanica",107
"1","Eluvium",54
"1","Explosions In The Sky",202
"1","Maserati",27
"1","Mastodon",23
"1","Modest Mouse",297
"1","Muse",481
"1","Of Montreal",5
"1","Pinback",75
"1","Radiohead",31
"1","Sigur Rós",100
"1","The Fall Of Troy",40
"1","The Mars Volta",106
"1","This Will Destroy You",22
"1","We Versus The Shark",19
"1","Yndi Halda",20
"2","65Daysofstatic",98
"2","At The Drive-In",154
"2","Between The Buried And Me",168
"2","Bloc Party",12
"2","Cinemechanica",40
"2","Eluvium",30
"2","Explosions In The Sky",127
"2","Maserati",73
"2","Mastodon",51
"2","Modest Mouse",158
"2","Muse",355
"2","Of Montreal",30
"2","Pinback",46
"2","Radiohead",53
"2","Sigur Rós",57
"2","The Fall Of Troy",56
"2","The Mars Volta",63
"2","This Will Destroy You",27
"2","We Versus The Shark",13
"2","Yndi Halda",33
"3","65Daysofstatic",245
"3","At The Drive-In",88
"3","Between The Buried And Me",174
"3","Bloc Party",19
"3","Cinemechanica",78
"3","Eluvium",4
"3","Explosions In The Sky",172
"3","Maserati",84
"3","Mastodon",20
"3","Modest Mouse",352
"3","Muse",405
"3","Of Montreal",8
"3","Pinback",110
"3","Radiohead",49
"3","Sigur Rós",16
"3","The Fall Of Troy",141
"3","The Mars Volta",66
"3","This Will Destroy You",50
"3","We Versus The Shark",49
"3","Yndi Halda",41
"4","65Daysofstatic",164
"4","At The Drive-In",26
"4","Between The Buried And Me",211
"4","Bloc Party",11
"4","Cinemechanica",66
"4","Eluvium",44
"4","Explosions In The Sky",201
"4","Maserati",43
"4","Mastodon",15
"4","Modest Mouse",194
"4","Muse",241
"4","Of Montreal",14
"4","Pinback",107
"4","Radiohead",64
"4","Sigur Rós",41
"4","The Fall Of Troy",71
"4","The Mars Volta",98
"4","This Will Destroy You",60
"4","We Versus The Shark",73
"4","Yndi Halda",32
"5","65Daysofstatic",217
"5","At The Drive-In",80
"5","Between The Buried And Me",201
"5","Bloc Party",6
"5","Cinemechanica",89
"5","Eluvium",37
"5","Explosions In The Sky",170
"5","Maserati",34
"5","Mastodon",46
"5","Modest Mouse",190
"5","Muse",300
"5","Of Montreal",39
"5","Pinback",76
"5","Radiohead",51
"5","Sigur Rós",67
"5","The Fall Of Troy",33
"5","The Mars Volta",121
"5","This Will Destroy You",43
"5","We Versus The Shark",83
"5","Yndi Halda",19
"6","65Daysofstatic",182
"6","At The Drive-In",18
"6","Between The Buried And Me",125
"6","Bloc Party",3
"6","Cinemechanica",102
"6","Eluvium",52
"6","Explosions In The Sky",218
"6","Maserati",51
"6","Mastodon",70
"6","Modest Mouse",165
"6","Muse",213
"6","Of Montreal",32
"6","Pinback",68
"6","Radiohead",30
"6","Sigur Rós",37
"6","The Fall Of Troy",59
"6","The Mars Volta",68
"6","This Will Destroy You",106
"6","We Versus The Shark",59
"6","Yndi Halda",18
