"weekday","artist","plays"
"0","[Unknown]",5
"0","Bif Naked",3
"0","Buddha-Bar",22
"0","Buddha-Bar (Cd Series)",12
"0","Chicane",18
"0","Delerium",12
"0","Depeche Mode",27
"0","Dj Shadow",6
"0","Emerson, Lake & Palmer",6
"0","Enigma",64
"0","Incubus",14
"0","Juno Reactor",6
"0","Kate Bush",14
"0","Mike Oldfield",6
"0","Pink Floyd",26
"0","Placebo",11
"0","Radiohead",3
"0","Richard Wagner",11
"0","The Flaming Lips",7
"0","The Smashing Pumpkins",14
"1","[Unknown]",6
"1","Bif Naked",4
"1","Buddha-Bar",14
"1","Buddha-Bar (Cd Series)",57
"1","Chicane",17
"1","Delerium",26
"1","Depeche Mode",28
"1","Dj Shadow",20
"1","Emerson, Lake & Palmer",15
"1","Enigma",78
"1","Incubus",23
"1","Juno Reactor",11
"1","Kate Bush",17
"1","Mike Oldfield",12
"1","Pink Floyd",53
"1","Placebo",30
"1","Radiohead",10
"1","Richard Wagner",18
"1","The Flaming Lips",12
"1","The Smashing Pumpkins",39
"2","[Unknown]",10
"2","Bif Naked",9
"2","Buddha-Bar",8
"2","Buddha-Bar (Cd Series)",28
"2","Chicane",11
"2","Delerium",13
"2","Depeche Mode",25
"2","Dj Shadow",7
"2","Emerson, Lake & Palmer",10
"2","Enigma",24
"2","Incubus",25
"2","Juno Reactor",11
"2","Kate Bush",29
"2","Mike Oldfield",6
"2","Pink Floyd",67
"2","Placebo",86
"2","Radiohead",16
"2","Richard Wagner",9
"2","The Flaming Lips",14
"2","The Smashing Pumpkins",46
"3","[Unknown]",11
"3","Bif Naked",7
"3","Buddha-Bar",14
"3","Buddha-Bar (Cd Series)",37
"3","Chicane",8
"3","Delerium",8
"3","Depeche Mode",43
"3","Dj Shadow",33
"3","Emerson, Lake & Palmer",4
"3","Enigma",17
"3","Incubus",21
"3","Juno Reactor",7
"3","Kate Bush",14
"3","Mike Oldfield",7
"3","Pink Floyd",39
"3","Placebo",24
"3","Radiohead",4
"3","Richard Wagner",15
"3","The Flaming Lips",8
"3","The Smashing Pumpkins",37
"4","[Unknown]",6
"4","Bif Naked",8
"4","Buddha-Bar",14
"4","Buddha-Bar (Cd Series)",78
"4","Chicane",8
"4","Delerium",5
"4","Depeche Mode",14
"4","Dj Shadow",9
"4","Emerson, Lake & Palmer",14
"4","Enigma",20
"4","Incubus",14
"4","Juno Reactor",18
"4","Kate Bush",22
"4","Mike Oldfield",2
"4","Pink Floyd",55
"4","Placebo",21
"4","Radiohead",6
"4","Richard Wagner",9
"4","The Flaming Lips",23
"4","The Smashing Pumpkins",34
"5","[Unknown]",8
"5","Bif Naked",8
"5","Buddha-Bar",64
"5","Buddha-Bar (Cd Series)",41
"5","Chicane",11
"5","Delerium",6
"5","Depeche Mode",32
"5","Dj Shadow",13
"5","Emerson, Lake & Palmer",11
"5","Enigma",30
"5","Incubus",14
"5","Juno Reactor",13
"5","Kate Bush",22
"5","Mike Oldfield",6
"5","Pink Floyd",63
"5","Placebo",19
"5","Radiohead",13
"5","Richard Wagner",10
"5","The Flaming Lips",27
"5","The Smashing Pumpkins",46
"6","[Unknown]",9
"6","Bif Naked",5
"6","Buddha-Bar",3
"6","Buddha-Bar (Cd Series)",16
"6","Chicane",23
"6","Delerium",9
"6","Depeche Mode",10
"6","Dj Shadow",8
"6","Emerson, Lake & Palmer",5
"6","Enigma",17
"6","Incubus",13
"6","Juno Reactor",8
"6","Kate Bush",10
"6","Mike Oldfield",4
"6","Pink Floyd",51
"6","Placebo",11
"6","Radiohead",7
"6","Richard Wagner",4
"6","The Flaming Lips",12
"6","The Smashing Pumpkins",15
