"weekday","artist","plays"
"0","Arcturus",5
"0","Atrocity",0
"0","Dave Rodgers",0
"0","Dimmu Borgir",0
"0","Dreadful Shadows",1
"0","Globe",0
"0","Juno Reactor",0
"0","Kmfdm",0
"0","Lolita",0
"0","Love Like Blood",1
"0","Marko Polo",0
"0","Moonsorrow",15
"0","Moonspell",1
"0","Oda",0
"0","The Dust Of Basement",22
"0","Theatre Of Tragedy",0
"0","Tiamat",0
"0","Tristania",1
"0","Virginelle",0
"0","浜崎あゆみ",4
"1","Arcturus",48
"1","Atrocity",0
"1","Dave Rodgers",11
"1","Dimmu Borgir",52
"1","Dreadful Shadows",1
"1","Globe",44
"1","Juno Reactor",78
"1","Kmfdm",85
"1","Lolita",9
"1","Love Like Blood",0
"1","Marko Polo",6
"1","Moonsorrow",53
"1","Moonspell",1
"1","Oda",1
"1","The Dust Of Basement",84
"1","Theatre Of Tragedy",8
"1","Tiamat",37
"1","Tristania",49
"1","Virginelle",6
"1","浜崎あゆみ",40
"2","Arcturus",36
"2","Atrocity",4
"2","Dave Rodgers",14
"2","Dimmu Borgir",45
"2","Dreadful Shadows",6
"2","Globe",82
"2","Juno Reactor",15
"2","Kmfdm",57
"2","Lolita",17
"2","Love Like Blood",3
"2","Marko Polo",8
"2","Moonsorrow",46
"2","Moonspell",3
"2","Oda",7
"2","The Dust Of Basement",161
"2","Theatre Of Tragedy",4
"2","Tiamat",23
"2","Tristania",46
"2","Virginelle",15
"2","浜崎あゆみ",70
"3","Arcturus",47
"3","Atrocity",4
"3","Dave Rodgers",8
"3","Dimmu Borgir",60
"3","Dreadful Shadows",9
"3","Globe",52
"3","Juno Reactor",62
"3","Kmfdm",83
"3","Lolita",7
"3","Love Like Blood",4
"3","Marko Polo",3
"3","Moonsorrow",20
"3","Moonspell",6
"3","Oda",4
"3","The Dust Of Basement",149
"3","Theatre Of Tragedy",20
"3","Tiamat",53
"3","Tristania",93
"3","Virginelle",4
"3","浜崎あゆみ",50
"4","Arcturus",7
"4","Atrocity",1
"4","Dave Rodgers",7
"4","Dimmu Borgir",55
"4","Dreadful Shadows",2
"4","Globe",8
"4","Juno Reactor",67
"4","Kmfdm",43
"4","Lolita",5
"4","Love Like Blood",1
"4","Marko Polo",4
"4","Moonsorrow",24
"4","Moonspell",1
"4","Oda",2
"4","The Dust Of Basement",72
"4","Theatre Of Tragedy",8
"4","Tiamat",23
"4","Tristania",53
"4","Virginelle",7
"4","浜崎あゆみ",46
"5","Arcturus",75
"5","Atrocity",2
"5","Dave Rodgers",1
"5","Dimmu Borgir",21
"5","Dreadful Shadows",5
"5","Globe",58
"5","Juno Reactor",1
"5","Kmfdm",51
"5","Lolita",1
"5","Love Like Blood",3
"5","Marko Polo",1
"5","Moonsorrow",39
"5","Moonspell",3
"5","Oda",0
"5","The Dust Of Basement",162
"5","Theatre Of Tragedy",4
"5","Tiamat",28
"5","Tristania",80
"5","Virginelle",2
"5","浜崎あゆみ",93
"6","Arcturus",8
"6","Atrocity",0
"6","Dave Rodgers",0
"6","Dimmu Borgir",12
"6","Dreadful Shadows",0
"6","Globe",12
"6","Juno Reactor",0
"6","Kmfdm",17
"6","Lolita",0
"6","Love Like Blood",0
"6","Marko Polo",0
"6","Moonsorrow",1
"6","Moonspell",0
"6","Oda",0
"6","The Dust Of Basement",0
"6","Theatre Of Tragedy",0
"6","Tiamat",0
"6","Tristania",27
"6","Virginelle",0
"6","浜崎あゆみ",0
