"weekday","artist","plays"
"0","Emilie Autumn",19
"0","Enigma",5
"0","Iamx",84
"0","Interpol",27
"0","Ladytron",62
"0","Modest Mouse",46
"0","Muchy",32
"0","Nick Cave & The Bad Seeds",11
"0","Noir Désir",23
"0","Nouvelle Vague",32
"0","Patrick Wolf",66
"0","Placebo",22
"0","Portishead",22
"0","Radiohead",60
"0","Rufus Wainwright",181
"0","Sneaker Pimps",90
"0","The Cure",12
"0","The Knife",22
"0","The Lords Of The New Church",5
"0","The Smashing Pumpkins",7
"1","Emilie Autumn",7
"1","Enigma",25
"1","Iamx",53
"1","Interpol",58
"1","Ladytron",35
"1","Modest Mouse",8
"1","Muchy",9
"1","Nick Cave & The Bad Seeds",10
"1","Noir Désir",13
"1","Nouvelle Vague",18
"1","Patrick Wolf",36
"1","Placebo",29
"1","Portishead",33
"1","Radiohead",24
"1","Rufus Wainwright",76
"1","Sneaker Pimps",44
"1","The Cure",19
"1","The Knife",14
"1","The Lords Of The New Church",7
"1","The Smashing Pumpkins",11
"2","Emilie Autumn",10
"2","Enigma",5
"2","Iamx",52
"2","Interpol",60
"2","Ladytron",22
"2","Modest Mouse",33
"2","Muchy",12
"2","Nick Cave & The Bad Seeds",8
"2","Noir Désir",42
"2","Nouvelle Vague",28
"2","Patrick Wolf",24
"2","Placebo",65
"2","Portishead",7
"2","Radiohead",26
"2","Rufus Wainwright",90
"2","Sneaker Pimps",19
"2","The Cure",11
"2","The Knife",6
"2","The Lords Of The New Church",7
"2","The Smashing Pumpkins",5
"3","Emilie Autumn",6
"3","Enigma",4
"3","Iamx",53
"3","Interpol",29
"3","Ladytron",20
"3","Modest Mouse",4
"3","Muchy",4
"3","Nick Cave & The Bad Seeds",25
"3","Noir Désir",10
"3","Nouvelle Vague",88
"3","Patrick Wolf",22
"3","Placebo",18
"3","Portishead",7
"3","Radiohead",14
"3","Rufus Wainwright",111
"3","Sneaker Pimps",50
"3","The Cure",7
"3","The Knife",11
"3","The Lords Of The New Church",8
"3","The Smashing Pumpkins",6
"4","Emilie Autumn",5
"4","Enigma",2
"4","Iamx",53
"4","Interpol",64
"4","Ladytron",30
"4","Modest Mouse",8
"4","Muchy",10
"4","Nick Cave & The Bad Seeds",7
"4","Noir Désir",46
"4","Nouvelle Vague",39
"4","Patrick Wolf",18
"4","Placebo",32
"4","Portishead",5
"4","Radiohead",14
"4","Rufus Wainwright",70
"4","Sneaker Pimps",23
"4","The Cure",7
"4","The Knife",41
"4","The Lords Of The New Church",4
"4","The Smashing Pumpkins",19
"5","Emilie Autumn",10
"5","Enigma",15
"5","Iamx",80
"5","Interpol",54
"5","Ladytron",40
"5","Modest Mouse",27
"5","Muchy",24
"5","Nick Cave & The Bad Seeds",11
"5","Noir Désir",43
"5","Nouvelle Vague",123
"5","Patrick Wolf",49
"5","Placebo",37
"5","Portishead",20
"5","Radiohead",15
"5","Rufus Wainwright",104
"5","Sneaker Pimps",71
"5","The Cure",7
"5","The Knife",50
"5","The Lords Of The New Church",7
"5","The Smashing Pumpkins",24
"6","Emilie Autumn",12
"6","Enigma",13
"6","Iamx",120
"6","Interpol",63
"6","Ladytron",38
"6","Modest Mouse",16
"6","Muchy",14
"6","Nick Cave & The Bad Seeds",21
"6","Noir Désir",4
"6","Nouvelle Vague",109
"6","Patrick Wolf",51
"6","Placebo",37
"6","Portishead",37
"6","Radiohead",42
"6","Rufus Wainwright",141
"6","Sneaker Pimps",57
"6","The Cure",56
"6","The Knife",26
"6","The Lords Of The New Church",7
"6","The Smashing Pumpkins",7
