"month","artist","plays"
"2005-11","Animal Collective",0
"2005-11","Arcade Fire",41
"2005-11","Björk",15
"2005-11","Bob Dylan",0
"2005-11","Daft Punk",4
"2005-11","David Bowie",31
"2005-11","Explosions In The Sky",0
"2005-11","Joni Mitchell",6
"2005-11","M.I.A.",26
"2005-11","Madonna",0
"2005-11","Mogwai",0
"2005-11","Neko Case",0
"2005-11","New Order",0
"2005-11","Nick Drake",35
"2005-11","Outkast",0
"2005-11","Prince",48
"2005-11","The Cure",0
"2005-11","The Flaming Lips",0
"2005-11","The Smashing Pumpkins",33
"2005-11","Tracy Chapman",41
"2005-12","Animal Collective",14
"2005-12","Arcade Fire",29
"2005-12","Björk",10
"2005-12","Bob Dylan",0
"2005-12","Daft Punk",7
"2005-12","David Bowie",12
"2005-12","Explosions In The Sky",25
"2005-12","Joni Mitchell",2
"2005-12","M.I.A.",10
"2005-12","Madonna",0
"2005-12","Mogwai",0
"2005-12","Neko Case",0
"2005-12","New Order",0
"2005-12","Nick Drake",19
"2005-12","Outkast",2
"2005-12","Prince",17
"2005-12","The Cure",0
"2005-12","The Flaming Lips",25
"2005-12","The Smashing Pumpkins",12
"2005-12","Tracy Chapman",1
"2006-01","Animal Collective",38
"2006-01","Arcade Fire",3
"2006-01","Björk",13
"2006-01","Bob Dylan",0
"2006-01","Daft Punk",0
"2006-01","David Bowie",8
"2006-01","Explosions In The Sky",17
"2006-01","Joni Mitchell",0
"2006-01","M.I.A.",9
"2006-01","Madonna",0
"2006-01","Mogwai",0
"2006-01","Neko Case",0
"2006-01","New Order",0
"2006-01","Nick Drake",0
"2006-01","Outkast",3
"2006-01","Prince",25
"2006-01","The Cure",0
"2006-01","The Flaming Lips",11
"2006-01","The Smashing Pumpkins",5
"2006-01","Tracy Chapman",0
"2006-02","Animal Collective",6
"2006-02","Arcade Fire",7
"2006-02","Björk",21
"2006-02","Bob Dylan",0
"2006-02","Daft Punk",0
"2006-02","David Bowie",13
"2006-02","Explosions In The Sky",0
"2006-02","Joni Mitchell",1
"2006-02","M.I.A.",6
"2006-02","Madonna",0
"2006-02","Mogwai",49
"2006-02","Neko Case",0
"2006-02","New Order",0
"2006-02","Nick Drake",37
"2006-02","Outkast",0
"2006-02","Prince",32
"2006-02","The Cure",0
"2006-02","The Flaming Lips",18
"2006-02","The Smashing Pumpkins",27
"2006-02","Tracy Chapman",17
"2006-03","Animal Collective",11
"2006-03","Arcade Fire",1
"2006-03","Björk",8
"2006-03","Bob Dylan",5
"2006-03","Daft Punk",0
"2006-03","David Bowie",1
"2006-03","Explosions In The Sky",4
"2006-03","Joni Mitchell",0
"2006-03","M.I.A.",5
"2006-03","Madonna",0
"2006-03","Mogwai",29
"2006-03","Neko Case",0
"2006-03","New Order",0
"2006-03","Nick Drake",6
"2006-03","Outkast",0
"2006-03","Prince",15
"2006-03","The Cure",0
"2006-03","The Flaming Lips",5
"2006-03","The Smashing Pumpkins",9
"2006-03","Tracy Chapman",23
"2006-04","Animal Collective",0
"2006-04","Arcade Fire",2
"2006-04","Björk",43
"2006-04","Bob Dylan",1
"2006-04","Daft Punk",0
"2006-04","David Bowie",8
"2006-04","Explosions In The Sky",4
"2006-04","Joni Mitchell",3
"2006-04","M.I.A.",3
"2006-04","Madonna",3
"2006-04","Mogwai",10
"2006-04","Neko Case",0
"2006-04","New Order",0
"2006-04","Nick Drake",3
"2006-04","Outkast",0
"2006-04","Prince",23
"2006-04","The Cure",0
"2006-04","The Flaming Lips",6
"2006-04","The Smashing Pumpkins",7
"2006-04","Tracy Chapman",11
"2006-05","Animal Collective",0
"2006-05","Arcade Fire",1
"2006-05","Björk",55
"2006-05","Bob Dylan",5
"2006-05","Daft Punk",0
"2006-05","David Bowie",7
"2006-05","Explosions In The Sky",4
"2006-05","Joni Mitchell",12
"2006-05","M.I.A.",2
"2006-05","Madonna",0
"2006-05","Mogwai",23
"2006-05","Neko Case",0
"2006-05","New Order",0
"2006-05","Nick Drake",10
"2006-05","Outkast",0
"2006-05","Prince",17
"2006-05","The Cure",0
"2006-05","The Flaming Lips",6
"2006-05","The Smashing Pumpkins",6
"2006-05","Tracy Chapman",3
"2006-06","Animal Collective",0
"2006-06","Arcade Fire",3
"2006-06","Björk",2
"2006-06","Bob Dylan",2
"2006-06","Daft Punk",5
"2006-06","David Bowie",0
"2006-06","Explosions In The Sky",0
"2006-06","Joni Mitchell",2
"2006-06","M.I.A.",1
"2006-06","Madonna",2
"2006-06","Mogwai",15
"2006-06","Neko Case",0
"2006-06","New Order",0
"2006-06","Nick Drake",4
"2006-06","Outkast",0
"2006-06","Prince",2
"2006-06","The Cure",0
"2006-06","The Flaming Lips",1
"2006-06","The Smashing Pumpkins",4
"2006-06","Tracy Chapman",2
"2006-07","Animal Collective",3
"2006-07","Arcade Fire",1
"2006-07","Björk",23
"2006-07","Bob Dylan",0
"2006-07","Daft Punk",45
"2006-07","David Bowie",22
"2006-07","Explosions In The Sky",1
"2006-07","Joni Mitchell",36
"2006-07","M.I.A.",2
"2006-07","Madonna",5
"2006-07","Mogwai",11
"2006-07","Neko Case",0
"2006-07","New Order",2
"2006-07","Nick Drake",0
"2006-07","Outkast",3
"2006-07","Prince",18
"2006-07","The Cure",0
"2006-07","The Flaming Lips",1
"2006-07","The Smashing Pumpkins",38
"2006-07","Tracy Chapman",0
"2006-08","Animal Collective",2
"2006-08","Arcade Fire",2
"2006-08","Björk",3
"2006-08","Bob Dylan",0
"2006-08","Daft Punk",21
"2006-08","David Bowie",0
"2006-08","Explosions In The Sky",2
"2006-08","Joni Mitchell",0
"2006-08","M.I.A.",5
"2006-08","Madonna",22
"2006-08","Mogwai",0
"2006-08","Neko Case",0
"2006-08","New Order",1
"2006-08","Nick Drake",73
"2006-08","Outkast",1
"2006-08","Prince",14
"2006-08","The Cure",0
"2006-08","The Flaming Lips",1
"2006-08","The Smashing Pumpkins",2
"2006-08","Tracy Chapman",0
"2006-09","Animal Collective",1
"2006-09","Arcade Fire",0
"2006-09","Björk",2
"2006-09","Bob Dylan",16
"2006-09","Daft Punk",3
"2006-09","David Bowie",3
"2006-09","Explosions In The Sky",1
"2006-09","Joni Mitchell",0
"2006-09","M.I.A.",2
"2006-09","Madonna",1
"2006-09","Mogwai",28
"2006-09","Neko Case",0
"2006-09","New Order",0
"2006-09","Nick Drake",37
"2006-09","Outkast",1
"2006-09","Prince",6
"2006-09","The Cure",0
