"month","artist","plays"
"2006-12","Alton Ellis",2
"2006-12","Derrick & Patsy",0
"2006-12","Derrick Harriott",0
"2006-12","Derrick Morgan",0
"2006-12","Desmond Dekker",1
"2006-12","Diana Ross & The Supremes",0
"2006-12","Immortal Technique",0
"2006-12","Jimmy Cliff",0
"2006-12","Ken Boothe",0
"2006-12","Laurel Aitken",0
"2006-12","Martha And The Vandellas",0
"2006-12","Pat Kelly",0
"2006-12","Phyllis Dillon",0
"2006-12","Rico & The Rudies",0
"2006-12","The Ethiopians",0
"2006-12","The Gaylads",0
"2006-12","The Heptones",0
"2006-12","The Melodians",0
"2006-12","The Pioneers",0
"2006-12","Toots & The Maytals",0
"2007-01","Alton Ellis",0
"2007-01","Derrick & Patsy",0
"2007-01","Derrick Harriott",0
"2007-01","Derrick Morgan",0
"2007-01","Desmond Dekker",0
"2007-01","Diana Ross & The Supremes",0
"2007-01","Immortal Technique",0
"2007-01","Jimmy Cliff",0
"2007-01","Ken Boothe",0
"2007-01","Laurel Aitken",0
"2007-01","Martha And The Vandellas",0
"2007-01","Pat Kelly",0
"2007-01","Phyllis Dillon",0
"2007-01","Rico & The Rudies",0
"2007-01","The Ethiopians",0
"2007-01","The Gaylads",0
"2007-01","The Heptones",0
"2007-01","The Melodians",0
"2007-01","The Pioneers",0
"2007-01","Toots & The Maytals",0
"2007-02","Alton Ellis",26
"2007-02","Derrick & Patsy",0
"2007-02","Derrick Harriott",0
"2007-02","Derrick Morgan",0
"2007-02","Desmond Dekker",1
"2007-02","Diana Ross & The Supremes",0
"2007-02","Immortal Technique",0
"2007-02","Jimmy Cliff",0
"2007-02","Ken Boothe",3
"2007-02","Laurel Aitken",13
"2007-02","Martha And The Vandellas",0
"2007-02","Pat Kelly",1
"2007-02","Phyllis Dillon",0
"2007-02","Rico & The Rudies",0
"2007-02","The Ethiopians",3
"2007-02","The Gaylads",0
"2007-02","The Heptones",13
"2007-02","The Melodians",0
"2007-02","The Pioneers",0
"2007-02","Toots & The Maytals",1
"2007-03","Alton Ellis",8
"2007-03","Derrick & Patsy",0
"2007-03","Derrick Harriott",0
"2007-03","Derrick Morgan",0
"2007-03","Desmond Dekker",0
"2007-03","Diana Ross & The Supremes",0
"2007-03","Immortal Technique",0
"2007-03","Jimmy Cliff",0
"2007-03","Ken Boothe",3
"2007-03","Laurel Aitken",15
"2007-03","Martha And The Vandellas",0
"2007-03","Pat Kelly",0
"2007-03","Phyllis Dillon",0
"2007-03","Rico & The Rudies",0
"2007-03","The Ethiopians",0
"2007-03","The Gaylads",0
"2007-03","The Heptones",4
"2007-03","The Melodians",0
"2007-03","The Pioneers",0
"2007-03","Toots & The Maytals",0
"2007-04","Alton Ellis",382
"2007-04","Derrick & Patsy",24
"2007-04","Derrick Harriott",23
"2007-04","Derrick Morgan",264
"2007-04","Desmond Dekker",8
"2007-04","Diana Ross & The Supremes",0
"2007-04","Immortal Technique",0
"2007-04","Jimmy Cliff",0
"2007-04","Ken Boothe",7
"2007-04","Laurel Aitken",86
"2007-04","Martha And The Vandellas",0
"2007-04","Pat Kelly",6
"2007-04","Phyllis Dillon",5
"2007-04","Rico & The Rudies",0
"2007-04","The Ethiopians",14
"2007-04","The Gaylads",13
"2007-04","The Heptones",4
"2007-04","The Melodians",14
"2007-04","The Pioneers",0
"2007-04","Toots & The Maytals",5
"2007-05","Alton Ellis",152
"2007-05","Derrick & Patsy",23
"2007-05","Derrick Harriott",10
"2007-05","Derrick Morgan",145
"2007-05","Desmond Dekker",20
"2007-05","Diana Ross & The Supremes",0
"2007-05","Immortal Technique",0
"2007-05","Jimmy Cliff",58
"2007-05","Ken Boothe",9
"2007-05","Laurel Aitken",70
"2007-05","Martha And The Vandellas",0
"2007-05","Pat Kelly",5
"2007-05","Phyllis Dillon",2
"2007-05","Rico & The Rudies",0
"2007-05","The Ethiopians",16
"2007-05","The Gaylads",63
"2007-05","The Heptones",207
"2007-05","The Melodians",91
"2007-05","The Pioneers",311
"2007-05","Toots & The Maytals",28
"2007-06","Alton Ellis",61
"2007-06","Derrick & Patsy",5
"2007-06","Derrick Harriott",7
"2007-06","Derrick Morgan",63
"2007-06","Desmond Dekker",234
"2007-06","Diana Ross & The Supremes",2
"2007-06","Immortal Technique",61
"2007-06","Jimmy Cliff",6
"2007-06","Ken Boothe",2
"2007-06","Laurel Aitken",4
"2007-06","Martha And The Vandellas",0
"2007-06","Pat Kelly",3
"2007-06","Phyllis Dillon",142
"2007-06","Rico & The Rudies",2
"2007-06","The Ethiopians",11
"2007-06","The Gaylads",185
"2007-06","The Heptones",103
"2007-06","The Melodians",135
"2007-06","The Pioneers",137
"2007-06","Toots & The Maytals",179
"2007-07","Alton Ellis",9
"2007-07","Derrick & Patsy",7
"2007-07","Derrick Harriott",3
"2007-07","Derrick Morgan",17
"2007-07","Desmond Dekker",101
"2007-07","Diana Ross & The Supremes",0
"2007-07","Immortal Technique",38
"2007-07","Jimmy Cliff",4
"2007-07","Ken Boothe",1
"2007-07","Laurel Aitken",1
"2007-07","Martha And The Vandellas",0
"2007-07","Pat Kelly",0
"2007-07","Phyllis Dillon",44
"2007-07","Rico & The Rudies",4
"2007-07","The Ethiopians",2
"2007-07","The Gaylads",40
"2007-07","The Heptones",36
"2007-07","The Melodians",29
"2007-07","The Pioneers",66
"2007-07","Toots & The Maytals",50
"2007-08","Alton Ellis",3
"2007-08","Derrick & Patsy",0
"2007-08","Derrick Harriott",2
"2007-08","Derrick Morgan",1
"2007-08","Desmond Dekker",47
"2007-08","Diana Ross & The Supremes",0
"2007-08","Immortal Technique",10
"2007-08","Jimmy Cliff",0
"2007-08","Ken Boothe",0
"2007-08","Laurel Aitken",12
"2007-08","Martha And The Vandellas",0
"2007-08","Pat Kelly",1
"2007-08","Phyllis Dillon",24
"2007-08","Rico & The Rudies",18
"2007-08","The Ethiopians",4
"2007-08","The Gaylads",4
"2007-08","The Heptones",15
"2007-08","The Melodians",54
"2007-08","The Pioneers",64
"2007-08","Toots & The Maytals",25
"2007-09","Alton Ellis",0
"2007-09","Derrick & Patsy",6
"2007-09","Derrick Harriott",5
"2007-09","Derrick Morgan",23
"2007-09","Desmond Dekker",6
"2007-09","Diana Ross & The Supremes",0
"2007-09","Immortal Technique",0
"2007-09","Jimmy Cliff",1
"2007-09","Ken Boothe",45
"2007-09","Laurel Aitken",3
"2007-09","Martha And The Vandellas",0
"2007-09","Pat Kelly",0
"2007-09","Phyllis Dillon",4
"2007-09","Rico & The Rudies",7
"2007-09","The Ethiopians",4
"2007-09","The Gaylads",11
"2007-09","The Heptones",21
"2007-09","The Melodians",11
"2007-09","The Pioneers",0
"2007-09","Toots & The Maytals",21
"2007-10","Alton Ellis",0
"2007-10","Derrick & Patsy",1
"2007-10","Derrick Harriott",1
"2007-10","Derrick Morgan",13
"2007-10","Desmond Dekker",10
"2007-10","Diana Ross & The Supremes",97
"2007-10","Immortal Technique",13
"2007-10","Jimmy Cliff",120
"2007-10","Ken Boothe",89
"2007-10","Laurel Aitken",1
"2007-10","Martha And The Vandellas",0
"2007-10","Pat Kelly",0
"2007-10","Phyllis Dillon",19
"2007-10","Rico & The Rudies",1
"2007-10","The Ethiopians",1
"2007-10","The Gaylads",26
"2007-10","The Heptones",5
"2007-10","The Melodians",7
"2007-10","The Pioneers",29
"2007-10","Toots & The Maytals",0
"2007-11","Alton Ellis",0
"2007-11","Derrick & Patsy",6
"2007-11","Derrick Harriott",0
"2007-11","Derrick Morgan",47
"2007-11","Desmond Dekker",22
"2007-11","Diana Ross & The Supremes",36
"2007-11","Immortal Technique",14
"2007-11","Jimmy Cliff",43
"2007-11","Ken Boothe",47
"2007-11","Laurel Aitken",2
"2007-11","Martha And The Vandellas",133
"2007-11","Pat Kelly",0
"2007-11","Phyllis Dillon",8
"2007-11","Rico & The Rudies",1
"2007-11","The Ethiopians",0
"2007-11","The Gaylads",18
"2007-11","The Heptones",4
"2007-11","The Melodians",2
"2007-11","The Pioneers",37
"2007-11","Toots & The Maytals",74
"2007-12","Alton Ellis",0
"2007-12","Derrick & Patsy",3
"2007-12","Derrick Harriott",7
"2007-12","Derrick Morgan",69
"2007-12","Desmond Dekker",12
"2007-12","Diana Ross & The Supremes",37
"2007-12","Immortal Technique",2
"2007-12","Jimmy Cliff",19
"2007-12","Ken Boothe",39
"2007-12","Laurel Aitken",2
"2007-12","Martha And The Vandellas",96
"2007-12","Pat Kelly",57
"2007-12","Phyllis Dillon",38
"2007-12","Rico & The Rudies",17
"2007-12","The Ethiopians",71
"2007-12","The Gaylads",47
"2007-12","The Heptones",4
"2007-12","The Melodians",10
"2007-12","The Pioneers",14
"2007-12","Toots & The Maytals",26
"2008-01","Alton Ellis",0
"2008-01","Derrick & Patsy",4
"2008-01","Derrick Harriott",1
"2008-01","Derrick Morgan",72
"2008-01","Desmond Dekker",14
"2008-01","Diana Ross & The Supremes",41
"2008-01","Immortal Technique",16
"2008-01","Jimmy Cliff",35
"2008-01","Ken Boothe",54
"2008-01","Laurel Aitken",2
"2008-01","Martha And The Vandellas",87
"2008-01","Pat Kelly",36
"2008-01","Phyllis Dillon",0
"2008-01","Rico & The Rudies",31
"2008-01","The Ethiopians",64
"2008-01","The Gaylads",1
"2008-01","The Heptones",10
"2008-01","The Melodians",3
"2008-01","The Pioneers",39
"2008-01","Toots & The Maytals",23
"2008-02","Alton Ellis",0
"2008-02","Derrick & Patsy",3
"2008-02","Derrick Harriott",0
"2008-02","Derrick Morgan",19
"2008-02","Desmond Dekker",6
"2008-02","Diana Ross & The Supremes",2
"2008-02","Immortal Technique",7
"2008-02","Jimmy Cliff",0
"2008-02","Ken Boothe",37
"2008-02","Laurel Aitken",0
