"weekday","artist","plays"
"0","Arch Enemy",43
"0","At The Gates",34
"0","Children Of Bodom",43
"0","Dark Tranquillity",102
"0","Death",83
"0","Destruction",67
"0","Devildriver",91
"0","Exodus",103
"0","Gardenian",30
"0","In Flames",46
"0","Kreator",83
"0","Megadeth",312
"0","Motörhead",105
"0","Norther",112
"0","Sentenced",23
"0","Sepultura",52
"0","Slayer",121
"0","Soilwork",34
"0","Testament",68
"0","Trivium",39
"1","Arch Enemy",17
"1","At The Gates",17
"1","Children Of Bodom",15
"1","Dark Tranquillity",41
"1","Death",52
"1","Destruction",14
"1","Devildriver",27
"1","Exodus",40
"1","Gardenian",19
"1","In Flames",70
"1","Kreator",85
"1","Megadeth",62
"1","Motörhead",78
"1","Norther",53
"1","Sentenced",82
"1","Sepultura",2
"1","Slayer",90
"1","Soilwork",39
"1","Testament",66
"1","Trivium",10
"2","Arch Enemy",28
"2","At The Gates",74
"2","Children Of Bodom",42
"2","Dark Tranquillity",106
"2","Death",19
"2","Destruction",62
"2","Devildriver",25
"2","Exodus",55
"2","Gardenian",8
"2","In Flames",52
"2","Kreator",62
"2","Megadeth",140
"2","Motörhead",55
"2","Norther",23
"2","Sentenced",60
"2","Sepultura",12
"2","Slayer",119
"2","Soilwork",133
"2","Testament",160
"2","Trivium",55
"3","Arch Enemy",28
"3","At The Gates",34
"3","Children Of Bodom",61
"3","Dark Tranquillity",86
"3","Death",32
"3","Destruction",24
"3","Devildriver",12
"3","Exodus",32
"3","Gardenian",20
"3","In Flames",9
"3","Kreator",45
"3","Megadeth",90
"3","Motörhead",32
"3","Norther",68
"3","Sentenced",50
"3","Sepultura",8
"3","Slayer",67
"3","Soilwork",14
"3","Testament",54
"3","Trivium",19
"4","Arch Enemy",88
"4","At The Gates",16
"4","Children Of Bodom",55
"4","Dark Tranquillity",83
"4","Death",43
"4","Destruction",25
"4","Devildriver",68
"4","Exodus",70
"4","Gardenian",26
"4","In Flames",60
"4","Kreator",58
"4","Megadeth",86
"4","Motörhead",46
"4","Norther",55
"4","Sentenced",30
"4","Sepultura",8
"4","Slayer",67
"4","Soilwork",51
"4","Testament",98
"4","Trivium",6
"5","Arch Enemy",88
"5","At The Gates",50
"5","Children Of Bodom",93
"5","Dark Tranquillity",126
"5","Death",29
"5","Destruction",78
"5","Devildriver",41
"5","Exodus",175
"5","Gardenian",77
"5","In Flames",157
"5","Kreator",119
"5","Megadeth",262
"5","Motörhead",78
"5","Norther",73
"5","Sentenced",58
"5","Sepultura",23
"5","Slayer",97
"5","Soilwork",99
"5","Testament",163
"5","Trivium",26
"6","Arch Enemy",83
"6","At The Gates",27
"6","Children Of Bodom",86
"6","Dark Tranquillity",262
"6","Death",101
"6","Destruction",108
"6","Devildriver",90
"6","Exodus",208
"6","Gardenian",66
"6","In Flames",141
"6","Kreator",225
"6","Megadeth",396
"6","Motörhead",120
"6","Norther",204
"6","Sentenced",87
"6","Sepultura",93
"6","Slayer",178
"6","Soilwork",126
"6","Testament",130
"6","Trivium",96
