"weekday","artist","plays"
"0","Amon Amarth",16
"0","Amorphis",16
"0","Bal-Sagoth",24
"0","Blind Guardian",39
"0","Carcass",19
"0","Dimmu Borgir",12
"0","Einherjer",12
"0","Elio E Le Storie Tese",5
"0","Ensiferum",30
"0","Equilibrium",14
"0","Falconer",31
"0","Immortal",10
"0","Korpiklaani",32
"0","Litfiba",9
"0","Manowar",14
"0","Metallica",22
"0","Mithotyn",27
"0","Nile",17
"0","Summoning",15
"0","Wintersun",9
"1","Amon Amarth",21
"1","Amorphis",107
"1","Bal-Sagoth",38
"1","Blind Guardian",46
"1","Carcass",21
"1","Dimmu Borgir",58
"1","Einherjer",55
"1","Elio E Le Storie Tese",19
"1","Ensiferum",41
"1","Equilibrium",20
"1","Falconer",94
"1","Immortal",17
"1","Korpiklaani",17
"1","Litfiba",39
"1","Manowar",56
"1","Metallica",33
"1","Mithotyn",29
"1","Nile",11
"1","Summoning",25
"1","Wintersun",26
"2","Amon Amarth",37
"2","Amorphis",40
"2","Bal-Sagoth",45
"2","Blind Guardian",36
"2","Carcass",14
"2","Dimmu Borgir",52
"2","Einherjer",47
"2","Elio E Le Storie Tese",21
"2","Ensiferum",46
"2","Equilibrium",35
"2","Falconer",53
"2","Immortal",12
"2","Korpiklaani",45
"2","Litfiba",27
"2","Manowar",29
"2","Metallica",62
"2","Mithotyn",35
"2","Nile",20
"2","Summoning",42
"2","Wintersun",30
"3","Amon Amarth",33
"3","Amorphis",53
"3","Bal-Sagoth",55
"3","Blind Guardian",22
"3","Carcass",14
"3","Dimmu Borgir",30
"3","Einherjer",36
"3","Elio E Le Storie Tese",3
"3","Ensiferum",11
"3","Equilibrium",34
"3","Falconer",32
"3","Immortal",19
"3","Korpiklaani",49
"3","Litfiba",27
"3","Manowar",8
"3","Metallica",11
"3","Mithotyn",77
"3","Nile",29
"3","Summoning",34
"3","Wintersun",13
"4","Amon Amarth",49
"4","Amorphis",94
"4","Bal-Sagoth",52
"4","Blind Guardian",42
"4","Carcass",24
"4","Dimmu Borgir",43
"4","Einherjer",75
"4","Elio E Le Storie Tese",32
"4","Ensiferum",24
"4","Equilibrium",36
"4","Falconer",40
"4","Immortal",13
"4","Korpiklaani",38
"4","Litfiba",22
"4","Manowar",22
"4","Metallica",18
"4","Mithotyn",22
"4","Nile",55
"4","Summoning",29
"4","Wintersun",25
"5","Amon Amarth",37
"5","Amorphis",70
"5","Bal-Sagoth",79
"5","Blind Guardian",51
"5","Carcass",9
"5","Dimmu Borgir",48
"5","Einherjer",47
"5","Elio E Le Storie Tese",40
"5","Ensiferum",35
"5","Equilibrium",49
"5","Falconer",49
"5","Immortal",8
"5","Korpiklaani",67
"5","Litfiba",30
"5","Manowar",40
"5","Metallica",18
"5","Mithotyn",66
"5","Nile",60
"5","Summoning",11
"5","Wintersun",34
"6","Amon Amarth",12
"6","Amorphis",46
"6","Bal-Sagoth",66
"6","Blind Guardian",65
"6","Carcass",40
"6","Dimmu Borgir",12
"6","Einherjer",43
"6","Elio E Le Storie Tese",66
"6","Ensiferum",39
"6","Equilibrium",36
"6","Falconer",50
"6","Immortal",30
"6","Korpiklaani",51
"6","Litfiba",62
"6","Manowar",25
"6","Metallica",34
"6","Mithotyn",25
"6","Nile",17
"6","Summoning",28
"6","Wintersun",13
