"month","artist","plays"
"2005-08","Arctic Monkeys",0
"2005-08","Coldplay",0
"2005-08","Delays",2
"2005-08","Foo Fighters",3
"2005-08","Franz Ferdinand",11
"2005-08","Interpol",4
"2005-08","Inxs",0
"2005-08","Kaiser Chiefs",0
"2005-08","Linkin Park",0
"2005-08","Modest Mouse",0
"2005-08","New Order",0
"2005-08","Placebo",0
"2005-08","Radiohead",0
"2005-08","Snow Patrol",4
"2005-08","The Beatles",0
"2005-08","The Cure",0
"2005-08","The Goo Goo Dolls",0
"2005-08","The Killers",3
"2005-08","The Strokes",4
"2005-08","U2",1
"2005-09","Arctic Monkeys",0
"2005-09","Coldplay",1
"2005-09","Delays",0
"2005-09","Foo Fighters",2
"2005-09","Franz Ferdinand",8
"2005-09","Interpol",3
"2005-09","Inxs",1
"2005-09","Kaiser Chiefs",1
"2005-09","Linkin Park",1
"2005-09","Modest Mouse",0
"2005-09","New Order",0
"2005-09","Placebo",2
"2005-09","Radiohead",1
"2005-09","Snow Patrol",0
"2005-09","The Beatles",0
"2005-09","The Cure",1
"2005-09","The Goo Goo Dolls",1
"2005-09","The Killers",3
"2005-09","The Strokes",3
"2005-09","U2",1
"2005-10","Arctic Monkeys",0
"2005-10","Coldplay",0
"2005-10","Delays",9
"2005-10","Foo Fighters",10
"2005-10","Franz Ferdinand",53
"2005-10","Interpol",9
"2005-10","Inxs",0
"2005-10","Kaiser Chiefs",0
"2005-10","Linkin Park",16
"2005-10","Modest Mouse",0
"2005-10","New Order",1
"2005-10","Placebo",0
"2005-10","Radiohead",1
"2005-10","Snow Patrol",2
"2005-10","The Beatles",3
"2005-10","The Cure",1
"2005-10","The Goo Goo Dolls",1
"2005-10","The Killers",5
"2005-10","The Strokes",32
"2005-10","U2",6
"2005-11","Arctic Monkeys",0
"2005-11","Coldplay",0
"2005-11","Delays",3
"2005-11","Foo Fighters",1
"2005-11","Franz Ferdinand",1
"2005-11","Interpol",2
"2005-11","Inxs",0
"2005-11","Kaiser Chiefs",0
"2005-11","Linkin Park",1
"2005-11","Modest Mouse",0
