"weekday","artist","plays"
"0","A-Ha",14
"0","Andrew Bird",2
"0","Arcade Fire",1
"0","Arctic Monkeys",3
"0","Beck",2
"0","Beulah",12
"0","Bloc Party",2
"0","Boat",1
"0","Bob Dylan",9
"0","Boy Division",0
"0","Bridges",6
"0","Cake",2
"0","Clap Your Hands Say Yeah",1
"0","Coldplay",6
"0","Cotton Mather",3
"0","Talking Heads",22
"0","The Beatles",26
"0","The Police",4
"0","The Smiths",4
"0","The Who",33
"1","A-Ha",12
"1","Andrew Bird",0
"1","Arcade Fire",1
"1","Arctic Monkeys",2
"1","Beck",1
"1","Beulah",3
"1","Bloc Party",1
"1","Boat",0
"1","Bob Dylan",1
"1","Boy Division",0
"1","Bridges",1
"1","Cake",2
"1","Clap Your Hands Say Yeah",0
"1","Coldplay",5
"1","Cotton Mather",0
"1","Talking Heads",10
"1","The Beatles",14
"1","The Police",1
"1","The Smiths",7
"1","The Who",14
"2","A-Ha",21
"2","Andrew Bird",2
"2","Arcade Fire",2
"2","Arctic Monkeys",2
"2","Beck",2
"2","Beulah",7
"2","Bloc Party",0
"2","Boat",2
"2","Bob Dylan",2
"2","Boy Division",3
"2","Bridges",5
"2","Cake",2
"2","Clap Your Hands Say Yeah",5
"2","Coldplay",6
"2","Cotton Mather",3
"2","Talking Heads",23
"2","The Beatles",26
"2","The Police",4
"2","The Smiths",6
"2","The Who",31
"3","A-Ha",17
"3","Andrew Bird",0
"3","Arcade Fire",3
"3","Arctic Monkeys",5
"3","Beck",1
"3","Beulah",6
"3","Bloc Party",5
"3","Boat",1
"3","Bob Dylan",0
"3","Boy Division",0
"3","Bridges",0
"3","Cake",3
"3","Clap Your Hands Say Yeah",1
"3","Coldplay",1
"3","Cotton Mather",0
"3","Talking Heads",16
"3","The Beatles",41
"3","The Police",4
"3","The Smiths",4
"3","The Who",25
"4","A-Ha",21
"4","Andrew Bird",3
"4","Arcade Fire",2
"4","Arctic Monkeys",6
"4","Beck",1
"4","Beulah",9
"4","Bloc Party",1
"4","Boat",3
"4","Bob Dylan",1
"4","Boy Division",2
"4","Bridges",4
"4","Cake",6
"4","Clap Your Hands Say Yeah",2
"4","Coldplay",5
"4","Cotton Mather",4
"4","Talking Heads",26
"4","The Beatles",32
"4","The Police",10
"4","The Smiths",13
"4","The Who",25
"5","A-Ha",11
"5","Andrew Bird",0
"5","Arcade Fire",1
"5","Arctic Monkeys",4
"5","Beck",1
"5","Beulah",3
"5","Bloc Party",1
"5","Boat",0
"5","Bob Dylan",0
"5","Boy Division",0
"5","Bridges",3
"5","Cake",3
"5","Clap Your Hands Say Yeah",1
"5","Coldplay",4
"5","Cotton Mather",2
"5","Talking Heads",21
"5","The Beatles",15
"5","The Police",4
"5","The Smiths",5
"5","The Who",14
"6","A-Ha",12
"6","Andrew Bird",0
"6","Arcade Fire",1
"6","Arctic Monkeys",4
"6","Beck",1
"6","Beulah",7
"6","Bloc Party",4
"6","Boat",3
"6","Bob Dylan",2
"6","Boy Division",1
"6","Bridges",2
"6","Cake",4
"6","Clap Your Hands Say Yeah",0
"6","Coldplay",7
"6","Cotton Mather",0
"6","Talking Heads",18
"6","The Beatles",23
"6","The Police",4
"6","The Smiths",5
"6","The Who",12
