"weekday","artist","plays"
"0","Arcade Fire",80
"0","Arctic Monkeys",85
"0","Babyshambles",110
"0","Beck",75
"0","Blur",77
"0","Dead Kennedys",57
"0","Eels",89
"0","Interpol",71
"0","Manic Street Preachers",21
"0","Mclusky",70
"0","Nirvana",102
"0","Pavement",320
"0","Pixies",212
"0","Radiohead",146
"0","Sonic Youth",75
"0","The Beatles",64
"0","The Clash",36
"0","The Libertines",140
"0","The Strokes",55
"0","The White Stripes",133
"1","Arcade Fire",55
"1","Arctic Monkeys",64
"1","Babyshambles",65
"1","Beck",65
"1","Blur",40
"1","Dead Kennedys",39
"1","Eels",132
"1","Interpol",48
"1","Manic Street Preachers",64
"1","Mclusky",48
"1","Nirvana",27
"1","Pavement",153
"1","Pixies",171
"1","Radiohead",145
"1","Sonic Youth",67
"1","The Beatles",132
"1","The Clash",70
"1","The Libertines",150
"1","The Strokes",52
"1","The White Stripes",52
"2","Arcade Fire",57
"2","Arctic Monkeys",94
"2","Babyshambles",68
"2","Beck",50
"2","Blur",33
"2","Dead Kennedys",50
"2","Eels",97
"2","Interpol",23
"2","Manic Street Preachers",25
"2","Mclusky",69
"2","Nirvana",37
"2","Pavement",387
"2","Pixies",83
"2","Radiohead",93
"2","Sonic Youth",43
"2","The Beatles",65
"2","The Clash",39
"2","The Libertines",121
"2","The Strokes",64
"2","The White Stripes",116
"3","Arcade Fire",72
"3","Arctic Monkeys",69
"3","Babyshambles",62
"3","Beck",18
"3","Blur",85
"3","Dead Kennedys",52
"3","Eels",60
"3","Interpol",29
"3","Manic Street Preachers",13
"3","Mclusky",111
"3","Nirvana",37
"3","Pavement",280
"3","Pixies",81
"3","Radiohead",143
"3","Sonic Youth",29
"3","The Beatles",28
"3","The Clash",108
"3","The Libertines",80
"3","The Strokes",60
"3","The White Stripes",59
"4","Arcade Fire",63
"4","Arctic Monkeys",80
"4","Babyshambles",115
"4","Beck",49
"4","Blur",46
"4","Dead Kennedys",21
"4","Eels",83
"4","Interpol",68
"4","Manic Street Preachers",16
"4","Mclusky",69
"4","Nirvana",10
"4","Pavement",261
"4","Pixies",90
"4","Radiohead",85
"4","Sonic Youth",67
"4","The Beatles",84
"4","The Clash",39
"4","The Libertines",108
"4","The Strokes",50
"4","The White Stripes",78
"5","Arcade Fire",73
"5","Arctic Monkeys",73
"5","Babyshambles",96
"5","Beck",62
"5","Blur",37
"5","Dead Kennedys",44
"5","Eels",75
"5","Interpol",19
"5","Manic Street Preachers",24
"5","Mclusky",76
"5","Nirvana",8
"5","Pavement",229
"5","Pixies",40
"5","Radiohead",100
"5","Sonic Youth",67
"5","The Beatles",46
"5","The Clash",36
"5","The Libertines",112
"5","The Strokes",29
"5","The White Stripes",83
"6","Arcade Fire",45
"6","Arctic Monkeys",94
"6","Babyshambles",89
"6","Beck",61
"6","Blur",39
"6","Dead Kennedys",35
"6","Eels",106
"6","Interpol",68
"6","Manic Street Preachers",54
"6","Mclusky",65
"6","Nirvana",32
"6","Pavement",351
"6","Pixies",103
"6","Radiohead",71
"6","Sonic Youth",111
"6","The Beatles",36
"6","The Clash",109
"6","The Libertines",97
"6","The Strokes",60
"6","The White Stripes",90
