"weekday","artist","plays"
"0","3 Doors Down",47
"0","Alice Cooper",0
"0","Apocalyptica",26
"0","Audioslave",14
"0","Avenged Sevenfold",21
"0","Breaking Benjamin",9
"0","Bullet For My Valentine",2
"0","Carlos Santana & Chad Kroeger Of Nickelback",1
"0","Cartel De Santa",8
"0","Chris Daughtry",0
"0","Crossfade",32
"0","Drowning Pool",0
"0","Foo Fighters",1
"0","Gipsy Kings",2
"0","Godsmack",4
"0","Guano Apes",11
"0","Him",0
"0","Ill Niño",75
"0","Incubus",30
"0","Linkin Park",13
"1","3 Doors Down",3
"1","Alice Cooper",7
"1","Apocalyptica",0
"1","Audioslave",17
"1","Avenged Sevenfold",8
"1","Breaking Benjamin",14
"1","Bullet For My Valentine",3
"1","Carlos Santana & Chad Kroeger Of Nickelback",0
"1","Cartel De Santa",0
"1","Chris Daughtry",4
"1","Crossfade",0
"1","Drowning Pool",0
"1","Foo Fighters",19
"1","Gipsy Kings",0
"1","Godsmack",0
"1","Guano Apes",7
"1","Him",6
"1","Ill Niño",86
"1","Incubus",26
"1","Linkin Park",11
"2","3 Doors Down",18
"2","Alice Cooper",7
"2","Apocalyptica",14
"2","Audioslave",15
"2","Avenged Sevenfold",0
"2","Breaking Benjamin",19
"2","Bullet For My Valentine",7
"2","Carlos Santana & Chad Kroeger Of Nickelback",1
"2","Cartel De Santa",4
"2","Chris Daughtry",4
"2","Crossfade",72
"2","Drowning Pool",3
"2","Foo Fighters",28
"2","Gipsy Kings",3
"2","Godsmack",3
"2","Guano Apes",10
"2","Him",3
"2","Ill Niño",33
"2","Incubus",27
"2","Linkin Park",2
"3","3 Doors Down",26
"3","Alice Cooper",3
"3","Apocalyptica",0
"3","Audioslave",12
"3","Avenged Sevenfold",13
"3","Breaking Benjamin",2
"3","Bullet For My Valentine",4
"3","Carlos Santana & Chad Kroeger Of Nickelback",1
"3","Cartel De Santa",0
"3","Chris Daughtry",0
"3","Crossfade",52
"3","Drowning Pool",1
"3","Foo Fighters",11
"3","Gipsy Kings",0
"3","Godsmack",0
"3","Guano Apes",6
"3","Him",1
"3","Ill Niño",34
"3","Incubus",0
"3","Linkin Park",0
"4","3 Doors Down",32
"4","Alice Cooper",0
"4","Apocalyptica",43
"4","Audioslave",11
"4","Avenged Sevenfold",11
"4","Breaking Benjamin",31
"4","Bullet For My Valentine",3
"4","Carlos Santana & Chad Kroeger Of Nickelback",6
"4","Cartel De Santa",5
"4","Chris Daughtry",0
"4","Crossfade",106
"4","Drowning Pool",2
"4","Foo Fighters",49
"4","Gipsy Kings",3
"4","Godsmack",4
"4","Guano Apes",1
"4","Him",3
"4","Ill Niño",59
"4","Incubus",8
"4","Linkin Park",0
"5","3 Doors Down",28
"5","Alice Cooper",0
"5","Apocalyptica",29
"5","Audioslave",5
"5","Avenged Sevenfold",37
"5","Breaking Benjamin",6
"5","Bullet For My Valentine",7
"5","Carlos Santana & Chad Kroeger Of Nickelback",0
"5","Cartel De Santa",1
"5","Chris Daughtry",0
"5","Crossfade",59
"5","Drowning Pool",7
"5","Foo Fighters",42
"5","Gipsy Kings",3
"5","Godsmack",9
"5","Guano Apes",4
"5","Him",2
"5","Ill Niño",59
"5","Incubus",13
"5","Linkin Park",4
"6","3 Doors Down",13
"6","Alice Cooper",1
"6","Apocalyptica",11
"6","Audioslave",4
"6","Avenged Sevenfold",26
"6","Breaking Benjamin",3
"6","Bullet For My Valentine",10
"6","Carlos Santana & Chad Kroeger Of Nickelback",1
"6","Cartel De Santa",0
"6","Chris Daughtry",6
"6","Crossfade",76
"6","Drowning Pool",1
"6","Foo Fighters",11
"6","Gipsy Kings",0
"6","Godsmack",1
"6","Guano Apes",9
"6","Him",4
"6","Ill Niño",136
"6","Incubus",41
"6","Linkin Park",5
