"user.id","artist","preferred.listening.weekdays","avoided.listening.weekdays","mean.plays","sd.plays","var.plays"
"user_000567","Devendra Banhart","Wed/Thu","",1.54933110367893,2.57902531634457,6.65137158234621
"user_000567","Silver Jews","Mon/Wed/Sat","",1.67211499984609,2.25317424850661,5.07679419413332
"user_000567","Air","Tue/Wed","",0.574175824175824,1.14076065985186,1.30133488306565
"user_000567","Animal Collective","Sun/Wed/Fri","",0.589572729299042,0.738477377736809,0.545348837429034
"user_000567","B. Fleischmann","Tue/Fri","",0.523002421307506,1.01376283179898,1.02771507913708
"user_000567","Bill Evans","Sat","",0.943877551020408,2.08980530198255,4.36728620019436
"user_000567","Bob Dylan","Wed/Thu","",1.59031471023631,2.57110822632406,6.61059751147124
"user_000567","Cat Power","Sat","",0.943877551020408,2.08980530198255,4.36728620019436
"user_000567","Cocorosie","Sun","",0.231459797033568,0.481693070279317,0.232028213955115
"user_000567","Deadbeat","Sat","",0.943877551020408,2.08980530198255,4.36728620019436
"user_000567","Dizzy Gillespie","Thu","",1.11801242236025,2.5444646032166,6.47430011702223
"user_000567","Elliott Smith","Sat","",0.984861157577785,2.09389844383586,4.38441069309822
"user_000567","Farben","Wed/Fri/Sat","",1.61248436793231,2.21495206133875,4.90601263402878
"user_000567","Herbie Hancock","Thu","",1.11801242236025,2.5444646032166,6.47430011702223
"user_000567","Horace Silver","Tue/Wed","",0.574175824175824,1.14076065985186,1.30133488306565
"user_000567","Jackie Mclean","Thu","",1.15899602891763,2.54455740122547,6.47477236813129
"user_000567","Jan Jelinek","Thu","",1.11801242236025,2.5444646032166,6.47430011702223
"user_000567","Joanna Newsom","Tue/Wed","",0.574175824175824,1.14076065985186,1.30133488306565
"user_000567","Loscil","Sat","",0.943877551020408,2.08980530198255,4.36728620019436
"user_000567","Mikkel Metal","Fri/Sat","",1.18116568661363,2.18917775924551,4.79249926157519
"user_000567","Nat King Cole","Thu","",1.11801242236025,2.5444646032166,6.47430011702223
"user_000567","Of Montreal","Tue","",0.142857142857143,0.377964473009227,0.142857142857143
"user_000567","Smog","Wed/Sat","",1.23233908948195,2.23327815994118,4.98753133967027
"user_000567","Sonic Youth","Wed/Fri","",0.995304709183565,1.34897609497014,1.8197365048009
"user_000567","Sufjan Stevens","Sun/Tue","",0.326697892271663,0.564055707416696,0.318158841069349
"user_000567","The Books","Sun/Wed","",0.615159430733201,1.16353485819787,1.35381336624153
"user_000567","The Dave Brubeck Quartet","Sun/Tue","",0.326697892271663,0.564055707416696,0.318158841069349
"user_000567","The Fiery Furnaces","Wed","",0.431318681318681,1.14116196658555,1.3022506339814
"user_000567","The Mountain Goats","Sat","",0.801020408163265,2.11930079508745,4.49143586005831
"user_000567","The New Brubeck Quartet","Thu/Sat","",1.77617568766637,3.0537385187178,9.32531894070078
"user_000567","The Olivia Tremor Control","Wed/Fri","",0.995304709183565,1.34897609497014,1.8197365048009
"user_000567","The Pop Group","Fri","",0.380145278450363,1.00576986885506,1.01157302909673
"user_000567","The Slits","Fri","",0.380145278450363,1.00576986885506,1.01157302909673
"user_000567","The Velvet Underground","Sun/Wed","",0.399500090073861,0.685299203730704,0.469634998633937
"user_000567","Thomas Fehlmann","Fri","",0.380145278450363,1.00576986885506,1.01157302909673
"user_000567","Vashti Bunyan","Tue/Wed","",0.574175824175824,1.14076065985186,1.30133488306565
"user_000567","Vladislav Delay","Wed/Fri","",0.995304709183565,1.34897609497014,1.8197365048009
"user_000567","Wire","Mon/Fri","",0.600033233632436,1.07470282421908,1.15498616038447
"user_000567","16 Horsepower","Wed","",0.431318681318681,1.14116196658555,1.3022506339814
"user_000567","Ahmad Jamal","Tue","",0.142857142857143,0.377964473009227,0.142857142857143
"user_000567","Akufen","Thu","",0.975155279503106,2.5800183592369,6.65649473399946
"user_000567","Ali Akbar Khan","Tue","",0.142857142857143,0.377964473009227,0.142857142857143
"user_000567","Alison Krauss","Sun","",0.18384074941452,0.486396903790563,0.236581948017046
"user_000567","Anders Ilar","Sun","",0.18384074941452,0.486396903790563,0.236581948017046
"user_000567","Andrew Bird","Tue","",0.142857142857143,0.377964473009227,0.142857142857143
"user_000567","Andrew Pekler","Tue","",0.142857142857143,0.377964473009227,0.142857142857143
"user_000567","Antônio Carlos Jobim","Sun","",0.18384074941452,0.486396903790563,0.236581948017046
"user_000567","Antony And The Johnsons","Sun/Tue","",0.326697892271663,0.564055707416696,0.318158841069349
"user_000567","Arab On Radar","Sun","",0.18384074941452,0.486396903790563,0.236581948017046
"user_000567","Arcade Fire","Wed","",0.431318681318681,1.14116196658555,1.3022506339814
