"weekday","artist","plays"
"0","Afi",7
"0","Ani Difranco",7
"0","Ashlee Simpson",2
"0","Britney Spears",37
"0","Death Cab For Cutie",7
"0","Eminem",12
"0","Good Charlotte",14
"0","Justin Timberlake",10
"0","Kanye West",14
"0","Katy Rose",18
"0","Lillix",5
"0","Linkin Park",15
"0","P!Nk",13
"0","Paramore",71
"0","Sheryl Crow",10
"0","Taking Back Sunday",11
"0","Tegan And Sara",18
"0","The Academy Is...",8
"0","The Starting Line",11
"0","Vanessa Carlton",18
"1","Afi",6
"1","Ani Difranco",1
"1","Ashlee Simpson",5
"1","Britney Spears",46
"1","Death Cab For Cutie",2
"1","Eminem",6
"1","Good Charlotte",30
"1","Justin Timberlake",4
"1","Kanye West",10
"1","Katy Rose",23
"1","Lillix",3
"1","Linkin Park",11
"1","P!Nk",6
"1","Paramore",47
"1","Sheryl Crow",15
"1","Taking Back Sunday",6
"1","Tegan And Sara",10
"1","The Academy Is...",11
"1","The Starting Line",10
"1","Vanessa Carlton",12
"2","Afi",4
"2","Ani Difranco",2
"2","Ashlee Simpson",4
"2","Britney Spears",27
"2","Death Cab For Cutie",3
"2","Eminem",5
"2","Good Charlotte",25
"2","Justin Timberlake",4
"2","Kanye West",8
"2","Katy Rose",13
"2","Lillix",1
"2","Linkin Park",7
"2","P!Nk",6
"2","Paramore",26
"2","Sheryl Crow",16
"2","Taking Back Sunday",17
"2","Tegan And Sara",8
"2","The Academy Is...",15
"2","The Starting Line",6
"2","Vanessa Carlton",7
"3","Afi",2
"3","Ani Difranco",3
"3","Ashlee Simpson",3
"3","Britney Spears",27
"3","Death Cab For Cutie",15
"3","Eminem",10
"3","Good Charlotte",9
"3","Justin Timberlake",8
"3","Kanye West",7
"3","Katy Rose",32
"3","Lillix",4
"3","Linkin Park",3
"3","P!Nk",3
"3","Paramore",26
"3","Sheryl Crow",11
"3","Taking Back Sunday",17
"3","Tegan And Sara",7
"3","The Academy Is...",12
"3","The Starting Line",10
"3","Vanessa Carlton",19
"4","Afi",4
"4","Ani Difranco",7
"4","Ashlee Simpson",2
"4","Britney Spears",49
"4","Death Cab For Cutie",14
"4","Eminem",17
"4","Good Charlotte",14
"4","Justin Timberlake",10
"4","Kanye West",28
"4","Katy Rose",13
"4","Lillix",3
"4","Linkin Park",8
"4","P!Nk",10
"4","Paramore",42
"4","Sheryl Crow",9
"4","Taking Back Sunday",7
"4","Tegan And Sara",39
"4","The Academy Is...",7
"4","The Starting Line",12
"4","Vanessa Carlton",8
"5","Afi",4
"5","Ani Difranco",2
"5","Ashlee Simpson",1
"5","Britney Spears",8
"5","Death Cab For Cutie",12
"5","Eminem",6
"5","Good Charlotte",6
"5","Justin Timberlake",1
"5","Kanye West",14
"5","Katy Rose",8
"5","Lillix",7
"5","Linkin Park",6
"5","P!Nk",10
"5","Paramore",34
"5","Sheryl Crow",3
"5","Taking Back Sunday",6
"5","Tegan And Sara",30
"5","The Academy Is...",6
"5","The Starting Line",7
"5","Vanessa Carlton",21
"6","Afi",6
"6","Ani Difranco",1
"6","Ashlee Simpson",5
"6","Britney Spears",20
"6","Death Cab For Cutie",4
"6","Eminem",4
"6","Good Charlotte",0
"6","Justin Timberlake",4
"6","Kanye West",6
"6","Katy Rose",5
"6","Lillix",3
"6","Linkin Park",10
"6","P!Nk",3
"6","Paramore",32
"6","Sheryl Crow",7
"6","Taking Back Sunday",2
"6","Tegan And Sara",27
"6","The Academy Is...",9
"6","The Starting Line",4
"6","Vanessa Carlton",10
