"weekday","artist","plays"
"0","Air",117
"0","Antony And The Johnsons",174
"0","Björk",75
"0","Blondie",96
"0","Catatonia",99
"0","Coldplay",132
"0","David Bowie",114
"0","Dido",43
"0","Eels",174
"0","Gorillaz",102
"0","Kylie Minogue",119
"0","Linkin Park",65
"0","Massive Attack",56
"0","Moby",189
"0","Muse",87
"0","Radiohead",372
"0","Röyksopp",187
"0","Rufus Wainwright",234
"0","The Cardigans",155
"0","Tori Amos",149
"1","Air",72
"1","Antony And The Johnsons",137
"1","Björk",45
"1","Blondie",57
"1","Catatonia",80
"1","Coldplay",90
"1","David Bowie",53
"1","Dido",56
"1","Eels",130
"1","Gorillaz",67
"1","Kylie Minogue",69
"1","Linkin Park",64
"1","Massive Attack",38
"1","Moby",130
"1","Muse",85
"1","Radiohead",295
"1","Röyksopp",119
"1","Rufus Wainwright",153
"1","The Cardigans",93
"1","Tori Amos",91
"2","Air",87
"2","Antony And The Johnsons",161
"2","Björk",52
"2","Blondie",63
"2","Catatonia",78
"2","Coldplay",90
"2","David Bowie",67
"2","Dido",48
"2","Eels",142
"2","Gorillaz",84
"2","Kylie Minogue",79
"2","Linkin Park",88
"2","Massive Attack",57
"2","Moby",180
"2","Muse",121
"2","Radiohead",332
"2","Röyksopp",136
"2","Rufus Wainwright",164
"2","The Cardigans",132
"2","Tori Amos",116
"3","Air",97
"3","Antony And The Johnsons",151
"3","Björk",57
"3","Blondie",82
"3","Catatonia",76
"3","Coldplay",112
"3","David Bowie",96
"3","Dido",58
"3","Eels",150
"3","Gorillaz",90
"3","Kylie Minogue",105
"3","Linkin Park",64
"3","Massive Attack",53
"3","Moby",183
"3","Muse",101
"3","Radiohead",244
"3","Röyksopp",182
"3","Rufus Wainwright",187
"3","The Cardigans",162
"3","Tori Amos",163
"4","Air",127
"4","Antony And The Johnsons",158
"4","Björk",105
"4","Blondie",89
"4","Catatonia",108
"4","Coldplay",123
"4","David Bowie",110
"4","Dido",61
"4","Eels",166
"4","Gorillaz",98
"4","Kylie Minogue",147
"4","Linkin Park",60
"4","Massive Attack",62
"4","Moby",227
"4","Muse",125
"4","Radiohead",349
"4","Röyksopp",206
"4","Rufus Wainwright",261
"4","The Cardigans",210
"4","Tori Amos",168
"5","Air",98
"5","Antony And The Johnsons",163
"5","Björk",89
"5","Blondie",82
"5","Catatonia",103
"5","Coldplay",120
"5","David Bowie",93
"5","Dido",65
"5","Eels",152
"5","Gorillaz",82
"5","Kylie Minogue",114
"5","Linkin Park",55
"5","Massive Attack",50
"5","Moby",215
"5","Muse",101
"5","Radiohead",344
"5","Röyksopp",192
"5","Rufus Wainwright",251
"5","The Cardigans",172
"5","Tori Amos",160
"6","Air",133
"6","Antony And The Johnsons",196
"6","Björk",108
"6","Blondie",114
"6","Catatonia",124
"6","Coldplay",139
"6","David Bowie",121
"6","Dido",55
"6","Eels",184
"6","Gorillaz",135
"6","Kylie Minogue",134
"6","Linkin Park",82
"6","Massive Attack",64
"6","Moby",230
"6","Muse",147
"6","Radiohead",385
"6","Röyksopp",231
"6","Rufus Wainwright",303
"6","The Cardigans",179
"6","Tori Amos",220
