"month","artist","plays"
"2006-09","Bill Bruford",0
"2006-09","Boards Of Canada",2
"2006-09","Brian Eno",6
"2006-09","Felixdroid",1
"2006-09","Hans-Joachim Roedelius",2
"2006-09","Herbie Hancock",1
"2006-09","Julie Doiron",0
"2006-09","Kaffe Matthews",1
"2006-09","King Crimson",3
"2006-09","Marissa Nadler",1
"2006-09","Meredith Monk",0
"2006-09","Pj Harvey",2
"2006-09","Ramsey Lewis",0
"2006-09","Regina Spektor",2
"2006-09","Robbie Basho",1
"2006-09","Robert Fripp",1
"2006-09","Sheila Chandra",0
"2006-09","Shelagh Mcdonald",0
"2006-09","Six Organs Of Admittance",1
"2006-09","Sonic Youth",5
"2006-10","Bill Bruford",1
"2006-10","Boards Of Canada",9
"2006-10","Brian Eno",11
"2006-10","Felixdroid",9
"2006-10","Hans-Joachim Roedelius",11
"2006-10","Herbie Hancock",5
"2006-10","Julie Doiron",0
"2006-10","Kaffe Matthews",6
"2006-10","King Crimson",2
"2006-10","Marissa Nadler",10
"2006-10","Meredith Monk",0
"2006-10","Pj Harvey",3
"2006-10","Ramsey Lewis",7
"2006-10","Regina Spektor",2
"2006-10","Robbie Basho",1
"2006-10","Robert Fripp",15
"2006-10","Sheila Chandra",0
"2006-10","Shelagh Mcdonald",0
"2006-10","Six Organs Of Admittance",4
"2006-10","Sonic Youth",6
"2006-11","Bill Bruford",11
"2006-11","Boards Of Canada",3
"2006-11","Brian Eno",10
"2006-11","Felixdroid",11
"2006-11","Hans-Joachim Roedelius",3
"2006-11","Herbie Hancock",1
"2006-11","Julie Doiron",8
"2006-11","Kaffe Matthews",13
"2006-11","King Crimson",6
"2006-11","Marissa Nadler",11
"2006-11","Meredith Monk",0
"2006-11","Pj Harvey",5
"2006-11","Ramsey Lewis",1
"2006-11","Regina Spektor",14
"2006-11","Robbie Basho",1
"2006-11","Robert Fripp",14
"2006-11","Sheila Chandra",5
"2006-11","Shelagh Mcdonald",4
"2006-11","Six Organs Of Admittance",0
"2006-11","Sonic Youth",5
"2006-12","Bill Bruford",1
"2006-12","Boards Of Canada",4
"2006-12","Brian Eno",2
"2006-12","Felixdroid",1
"2006-12","Hans-Joachim Roedelius",1
"2006-12","Herbie Hancock",0
"2006-12","Julie Doiron",7
"2006-12","Kaffe Matthews",1
"2006-12","King Crimson",11
"2006-12","Marissa Nadler",1
"2006-12","Meredith Monk",4
"2006-12","Pj Harvey",2
"2006-12","Ramsey Lewis",2
"2006-12","Regina Spektor",2
"2006-12","Robbie Basho",4
"2006-12","Robert Fripp",2
"2006-12","Sheila Chandra",5
"2006-12","Shelagh Mcdonald",1
"2006-12","Six Organs Of Admittance",0
"2006-12","Sonic Youth",2
"2007-01","Bill Bruford",4
"2007-01","Boards Of Canada",8
"2007-01","Brian Eno",2
"2007-01","Felixdroid",4
"2007-01","Hans-Joachim Roedelius",1
"2007-01","Herbie Hancock",2
"2007-01","Julie Doiron",9
"2007-01","Kaffe Matthews",2
"2007-01","King Crimson",5
"2007-01","Marissa Nadler",6
"2007-01","Meredith Monk",2
"2007-01","Pj Harvey",5
"2007-01","Ramsey Lewis",3
"2007-01","Regina Spektor",3
"2007-01","Robbie Basho",2
"2007-01","Robert Fripp",11
"2007-01","Sheila Chandra",6
"2007-01","Shelagh Mcdonald",3
"2007-01","Six Organs Of Admittance",5
"2007-01","Sonic Youth",7
"2007-02","Bill Bruford",4
"2007-02","Boards Of Canada",4
"2007-02","Brian Eno",0
"2007-02","Felixdroid",0
"2007-02","Hans-Joachim Roedelius",1
"2007-02","Herbie Hancock",0
"2007-02","Julie Doiron",2
"2007-02","Kaffe Matthews",0
"2007-02","King Crimson",13
"2007-02","Marissa Nadler",2
"2007-02","Meredith Monk",4
"2007-02","Pj Harvey",1
"2007-02","Ramsey Lewis",1
"2007-02","Regina Spektor",2
"2007-02","Robbie Basho",2
"2007-02","Robert Fripp",2
"2007-02","Sheila Chandra",5
"2007-02","Shelagh Mcdonald",3
"2007-02","Six Organs Of Admittance",3
"2007-02","Sonic Youth",0
"2007-03","Bill Bruford",13
"2007-03","Boards Of Canada",5
"2007-03","Brian Eno",5
"2007-03","Felixdroid",7
"2007-03","Hans-Joachim Roedelius",4
"2007-03","Herbie Hancock",7
"2007-03","Julie Doiron",1
"2007-03","Kaffe Matthews",0
"2007-03","King Crimson",1
"2007-03","Marissa Nadler",17
"2007-03","Meredith Monk",7
"2007-03","Pj Harvey",3
"2007-03","Ramsey Lewis",5
"2007-03","Regina Spektor",6
"2007-03","Robbie Basho",4
"2007-03","Robert Fripp",1
"2007-03","Sheila Chandra",4
